,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_parati,hash_tiktok,hash_trending,hash_viral
2,US,7097716235349019950,1652565840,Just dua lipa 😂#jumping #dualipa #couplescomedy #puddles,92253275852242944,Jaron & Maggie,"Enjoy life, have a 😂 with us!",0,False,https://m.tiktok.com/v/7097716235349019950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097716235349019950&source=h5_m,1450159,920,757,546,124747,7097716202386049835,7097716202386049835,72,7097716202386049835,original sound - theblondebrewer (Contains music from: One Kiss - Calvin Harris & Dua Lipa),"Contains music from: ""One Kiss""",9.225327585224294e+16,Jaron & Maggie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097716227941927723.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1140cfd69a6df8018b87a1ae53f9ade4.json,False,False,[],0,0,Calvin Harris & Dua Lipa,One Kiss,original sound - theblondebrewer (Contains music from: One Kiss - Calvin Harris & Dua Lipa),"Contains music from: ""One Kiss""",Anguilla,#jumping #dualipa #couplescomedy #puddles,0,0,0,0,0,0,0,0,0,0
3,US,7079858616194321706,1648408039,I don’t know where to start first with his reaction 😭😭😭😭😭 #fyp #lingandlamb #funny #couple #prank #thineyebrows,6785174860022449158,LingandLamb,"American wifey & Nigerian hubby🇺🇸🇳🇬
𝐒𝐔𝐁 𝐓𝐎 𝐘𝐎𝐔𝐓𝐔𝐁𝐄-Ling and Lamb",0,False,https://m.tiktok.com/v/7079858616194321706.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079858616194321706&source=h5_m,10054716,5680,6377,10448,498781,7079858590676257578,7079858590676257578,72,7079858590676257578,original sound - lingandlamb,LingandLamb,6.785174860022449e+18,LingandLamb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079858618141117230.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/70df36ced5c3bb75fbf384bd3640b495.json,False,False,[],0,0,,,,,Anguilla,#fyp #lingandlamb #funny #couple #prank #thineyebrows,0,0,0,1,1,0,0,0,0,0
4,US,7076112310405909806,1647535785,Lmaoo “rawr” #greenscreenvideo #macysownyourstyle #AerieREAL #pov #trending #viral #fypシ #comedy #relatable #emo #black #color,7011110647934518277,Alldaytae,"Got banned for no reason. Get me back up
17
Dm(v)
20k?",0,False,https://m.tiktok.com/v/7076112310405909806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076112310405909806&source=h5_m,13285482,33319,53937,30004,2113810,6940362678112094981,6940362678112094981,72,6940362678112094981,original sound - heyzmsc,HEYZ,6.627692003881484e+18,HEYZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6940362786422328070.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7f583992cf95af0444f1149996827ef4.json,False,False,[],0,0,,,,,Anguilla,#greenscreenvideo #macysownyourstyle #AerieREAL #pov #trending #viral #fypシ #comedy #relatable #emo #black #color,0,0,0,0,0,1,0,0,1,1
5,US,7073232323336015146,1646865235,#peacock #peacocksoftiktok #barnlife #farmlife #farmlifeisthebestlife #nopet #nopetting #fyp #farmlifeproblems,6838600874270737414,Farm Life 😊,"I love animals, laughter and positivity 😊",0,False,https://m.tiktok.com/v/7073232323336015146.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073232323336015146&source=h5_m,1494839,3600,6172,110,110309,6937723642352503557,6937723642352503557,72,6937723642352503557,original sound - lorenapages (Contains music from: Nishaan Kaka - Kaka),"Contains music from: ""Nishaan Kaka""",6.647911207150141e+18,Lorena Pages,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6937723669712096005.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d19d624aec7cf748fd207facc9910f35.json,False,False,[],0,0,Kaka,Nishaan Kaka,original sound - lorenapages (Contains music from: Nishaan Kaka - Kaka),"Contains music from: ""Nishaan Kaka""",Anguilla,#peacock #peacocksoftiktok #barnlife #farmlife #farmlifeisthebestlife #nopet #nopetting #fyp #farmlifeproblems,0,0,0,0,1,0,0,0,0,0
6,DE,7096387034880756998,1652256378,Yt Husband vibing on #buga @neraebella,6808267028756677637,Mr&Mrs LIPT,"Our King is Jesus🙏🏽
Follow IG: @pamsty.lipt
Current interest:Make u smile 😊",0,False,https://m.tiktok.com/v/7096387034880756998.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096387034880756998&source=h5_m,1449334,731,1677,855,77920,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#buga,0,0,0,0,0,0,0,0,0,0
7,US,7085856328886930731,1649804491,He not bout to k!ll me 😭 #fypage #ScreamItOut #newyorkcity #viral #taeloopy,7020074152276722693,Truth🖤,Text Me On Ig,0,False,https://m.tiktok.com/v/7085856328886930731.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085856328886930731&source=h5_m,2189046,5633,5722,5705,521547,7025859985829545985,7025859985829545985,10033,7025859985829545985,Rockin Chair,Yung Bredda,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/512c7f49a7c64622bbb9acefb7db89d8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b81408102ab468d9ec06a552b6fcf3b,False,True,[],0,0,,,,,Anguilla,#fypage #ScreamItOut #newyorkcity #viral #taeloopy,0,0,0,0,0,0,0,0,0,1
0,AI,7070127373500353797,1646142308,cuando el tigre te calla la boca🤣🤣🇩🇴🇨🇼🇸🇻🇭🇹🇨🇴🇪🇨🇺🇸🇵🇷🇵🇦🇺🇾🇻🇪🇲🇽🇦🇷🇦🇼🇧🇶🇧🇴🇧🇷🇨🇺🇪🇸🇭🇳🇬🇹🇵🇪🇨🇮parati #foryou#viral,6812389567015420934,Junior Polanco,,0,False,https://www.tiktok.com/@juniorpolanco44/video/7070127373500353797?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070127373500353797&source=h5_m,137316,412,1535,2068,7276,7070127364843653893,7070127364843653893,72,7070127364843653893,original sound - juniorpolanco44,Junior Polanco,6.812389567015421e+18,Junior Polanco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070127352373676805.mp3,,False,False,[],0,0,,,,,Anguilla,#foryou#viral,0,1,0,0,0,0,0,0,0,1
1,AI,7089958301844180229,1650759557,Responder a @edelinekook drop e kantika aki na mi youtube? Like Pa mi,6688825941840462854,iFechi Music,"🅺🅻🅸🅺 🆁🅸🅱🅰 🅴 🅻🅸🅽🅺 🅰🅺🅸 🅱🅾🆄
📢⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ 🔥❤🔥",0,False,https://www.tiktok.com/@ifechimusic/video/7089958301844180229?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089958301844180229&source=h5_m,4534,28,23,44,147,7089958298870778630,7089958298870778630,72,7089958298870778630,original sound - ifechimusic,iFechi Music,6.688825941840463e+18,iFechi Music,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089958307326413574.mp3,,False,False,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
2,US,7078772745214938411,1648155215,"not sensitive, but ✨emotionally intelligent✨ #cancer#cancerzodiac#cancermoon#cancerrising#cancermakeup#cancer♋️#zodiacmakeup#zodiacsigns#watersignsbelike#HaloSilverTeam#OscarsAtHome#LizzosBigGrrrls",6743848521399272454,Katie Farhood,"just another girl who’s into makeup
✨IG: @katiefarhood✨
✉️ katie@slashmgmt.com",0,False,https://www.tiktok.com/@katiefarhood/video/7078772745214938411?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078772745214938411&source=h5_m,4177335,4218,23163,10283,448254,6894927358399499010,6894927358399499010,72,6894927358399499010,original sound - cardibextra,Tik Toker,6.871649448390706e+18,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6894927308050778882.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8df08c9d0d2d3cb4940ee39821fef6dd.json,False,False,[],0,0,,,,,Anguilla,#cancer#cancerzodiac#cancermoon#cancerrising#cancermakeup#cancer♋️#zodiacmakeup#zodiacsigns#watersignsbelike#HaloSilverTeam#OscarsAtHome#LizzosBigGrrrls,0,0,0,0,0,0,0,0,0,0
3,US,7075099931735788846,1647300071,Micheal Myers stare down. Who do you think will win? #michealmyers #hauntedhouse #comingsoon www.myersmansion.com,7075008358839108651,Myers Mansion,"A BRAND NEW 
Haunted experience 
COMING SOON",0,False,https://www.tiktok.com/@mansionofmyersnj/video/7075099931735788846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075099931735788846&source=h5_m,11521197,11664,18487,20010,1109422,6795585271782967298,6795585271782967298,10033,6795585271782967298,Steven Universe,L.Dre,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5c5eca2f9c746c9af5f56e3859278b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e73595558a81422d85c856e33f24deef,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1499842228', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#michealmyers #hauntedhouse #comingsoon,0,0,0,0,0,0,0,0,0,0
4,US,7070243125398244654,1646169258,#yeah I’m good #CorollaCrossStep #sofibreakupchallenge,6971408122137740293,Jeezus Christ,🤟🫶 Listen more than you speak 🫠🫥,0,False,https://www.tiktok.com/@im_himforreal/video/7070243125398244654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070243125398244654&source=h5_m,6699689,8382,27980,78351,479100,7070243099796327214,7070243099796327214,72,7070243099796327214,original sound - im_himforreal,Jeezus Christ,6.97140812213774e+18,Jeezus Christ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070243108910500654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0fc2cd0810d52f94b99f680caef55fc.json,False,False,[],0,0,,,,,Anguilla,#yeah #CorollaCrossStep #sofibreakupchallenge,0,0,0,0,0,0,0,0,0,0
5,US,7080619906412154155,1648585291,LMAOOOOOO I k ow y’all felt this 😂 #fyp #fypシ #foryou #foryoupage #trending #viral #xyzbca,6750813944661771270,Elian Sosa,SUBSCRIBE TO MY YOUTUBE CHANNEL TRUST ME🙏🏽,0,False,https://www.tiktok.com/@eliansosa_03/video/7080619906412154155?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080619906412154155&source=h5_m,3239239,5084,14060,21917,535685,7018720234085387013,7018720234085387013,72,7018720234085387013,original sound - officialliljanky,🌟LilJanky🌟,6.807914612987266e+18,🌟LilJanky🌟,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018720306223139589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fdd1dfcc569de37c4bdd0288dcd55ec4.json,False,False,[],0,0,,,,,Anguilla,#fyp #fypシ #foryou #foryoupage #trending #viral #xyzbca,0,1,1,0,1,1,0,0,1,1
6,GB,7100606418830806277,1653238765,Me and my girlfriend get along so well 😩🤣 @oliviavelosa4 #fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral #coupleprank #couples,6645996991422480390,Nnamdi Anunobi,"Insta: @nnamdianunobi buisness enquiries

fawaz@connectmgt.com

⬇️YOUTUBE⬇️",0,False,https://www.tiktok.com/@nnamdianunobi/video/7100606418830806277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100606418830806277&source=h5_m,1230158,534,191,354,96695,7097691905752566533,7097691905752566533,72,7097691905752566533,abusadamente x bum bum tam tam by altegomusic (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",6.925393143870342e+18,ALTÉGO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097691914455059206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4fd6d3aa94117d2f1a4ade8849074c62.json,False,False,[],0,0,MC Fioti,Joga O Bum Bum Tam Tam,abusadamente x bum bum tam tam by altegomusic (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",Anguilla,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral #coupleprank #couples,0,1,0,0,1,0,0,0,0,1
7,GB,7100585782909488389,1653233959,Breakfast from around the world 🌎 Episode 1 - Jamaica #FoodTok #breakfast #ackeeandsaltfish #jamaica #🇯🇲,6738364936819328005,Xav,"Learning the ways 👨🏽‍🍳
 My links below ⬇️",0,False,https://www.tiktok.com/@xavskitchen/video/7100585782909488389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100585782909488389&source=h5_m,493203,1067,292,564,63139,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Anguilla,#FoodTok #breakfast #ackeeandsaltfish #jamaica #🇯🇲,0,0,0,0,0,0,0,0,0,0
0,AI,7089446564510321926,1650640408,Siiii 👸🏻,6783316871791576069,Jacquitoan,🇳🇮 💙,0,False,https://www.tiktok.com/@jacquitoan/video/7089446564510321926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089446564510321926&source=h5_m,132762,0,346,80,3342,7089048904506952490,7089048904506952490,72,7089048904506952490,original sound - aztecadominguez,Azteca Domínguez,6.765163895005087e+18,Azteca Domínguez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089048968381975338.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/572abeb0cc3bb4ea567945b35d33d552.json,False,False,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
1,AI,7080984369829121286,1648670150,...,6808236906591323141,user743538099047,,0,False,https://www.tiktok.com/@alianob/video/7080984369829121286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080984369829121286&source=h5_m,71481,20,2292,2207,1657,6723290326728968194,6723290326728968194,10033,6723290326728968194,Words - Original 1982,F.R. David,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc3832f9457b49da8178ac0ab70ae632,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f873a894f7524a53809c0446cac5c56a,False,True,[],0,0,,,,,Anguilla,,0,0,0,0,0,0,0,0,0,0
2,US,7076478028309597483,1647620936,"Q&A time. Chapter 4 of my book is called, I Love Jesus But I Will Punch a…. A) HoB) Hole in the wallC) Holy CowD) ______________#WhoDoIThinkIAmTour #anjelahjohnson #standupcomedy #funnyvideos",6589439189732933638,Anjelah Johnson-Reyes,,0,False,https://www.tiktok.com/@anjelahjohnson/video/7076478028309597483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076478028309597483&source=h5_m,15563558,14537,54461,5518,1740313,7076478016125225770,7076478016125225770,72,7076478016125225770,"original sound - anjelahjohnson (Contains music from: I Love Jesus, But I Will Punch a Ho - Anjelah Johnson)","Contains music from: ""I Love Jesus, But I Will Punch a Ho""",6.589439189732934e+18,Anjelah Johnson-Reyes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076478038455618346.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c2c1577271e49d9ae115f3852f0534c.json,False,False,[],0,0,Anjelah Johnson,"I Love Jesus, But I Will Punch a Ho","original sound - anjelahjohnson (Contains music from: I Love Jesus, But I Will Punch a Ho - Anjelah Johnson)","Contains music from: ""I Love Jesus, But I Will Punch a Ho""",Anguilla,#WhoDoIThinkIAmTour #anjelahjohnson #standupcomedy #funnyvideos,0,0,0,0,0,0,0,0,0,0
