,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_aruba,hash_asmr,hash_blowthisup,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_parati,hash_storytime,hash_viral
2,GB,7103263096814226693,1653857321,#duet with @akamztwenty20 I think that fire was scared too 😂,7050617080755799045,Fabio Jackson,No bio yet,0,False,https://www.tiktok.com/@theefabiojackson/video/7103263096814226693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103263096814226693&source=h5_m,541564,481,211,1367,63535,7101717929498102534,7101717929498102534,72,7101717929498102534,original sound - akamztwenty20,Akamz,7.963910428337766e+16,Akamz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101717927988251397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd5db39a37ecf55411aa39134b486b48.json,False,False,[],0,0,,,,,Aruba,#duet,0,0,0,0,0,0,0,0,0,0
3,DE,7079104377373412614,1648232429,the tension between best friends is special #viral#pov#foryou#elevatorboys @Amp World,6813884539272201221,jacob rott,"IG: jacobrott
boy meets world 🌍 

𝕳𝖊𝖑𝖑 𝖜𝖆𝖘 𝖇𝖔𝖗𝖎𝖓𝖌",0,False,https://www.tiktok.com/@jacob_rtt/video/7079104377373412614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079104377373412614&source=h5_m,6007380,2433,1799,542,718281,6754513980556872450,6754513980556872450,24,6754513980556872450,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",6.752827045313299e+18,Oh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1649054595330049.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8767350a92dc6ba1e2acb9863e1019a5.json,False,False,[],0,0,MattyBRaps,Little Bit,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",Aruba,#viral#pov#foryou#elevatorboys,0,0,0,1,0,0,0,0,0,1
4,BR,7103197959109512453,1653842155,🤴🏽🤴🏽🤴🏽🤴🏽🤴🏽 @Dr. Dre @Snoop Dogg,6834305209809224710,Leo Miranda,"Profissão: Limpador de vidros
Rei da vitrine👑🧽",0,False,https://www.tiktok.com/@reidavitrine/video/7103197959109512453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103197959109512453&source=h5_m,936173,107,110,326,34465,7103197949953968902,7103197949953968902,72,7103197949953968902,original sound - reidavitrine,Leo Miranda,6.834305209809225e+18,Leo Miranda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103197940151274245.mp3,,False,False,[],0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
5,CA,7103283240751877381,1653862011,Let tomorrow be the last day you say “I’ll stay tmo” #weightloss #weightlossmotivation #weightlosstransformation,6682860561165812741,Emma | weight loss & life,"150lbs lost naturally • 5’9
insta @emmaa.getsfit
⇩ 1 YEAR workout program ⇩",0,False,https://www.tiktok.com/@emmaa.hooker/video/7103283240751877381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103283240751877381&source=h5_m,370780,154,655,628,25642,7027887924599442181,7027887924599442181,72,7027887924599442181,original sound - jd7.ftbl (Contains music from: Praise God - Kanye West),"Contains music from: ""Praise God""",6.988588245841266e+18,JD7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7027888016400059141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b2b91e08e6f3623353b189e778a76f3.json,False,False,[],0,0,Kanye West,Praise God,original sound - jd7.ftbl (Contains music from: Praise God - Kanye West),"Contains music from: ""Praise God""",Aruba,#weightloss #weightlossmotivation #weightlosstransformation,0,0,0,0,0,0,0,0,0,0
6,US,7071136073698528555,1646377166, ,6925191409549050886,Tik Toker,YBS 💯,0,False,https://www.tiktok.com/@ybs2raw._/video/7071136073698528555?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071136073698528555&source=h5_m,21075428,27425,165985,41327,1428803,7053859243434265350,7053859243434265350,72,7053859243434265350,original sound - depechemode8698,Sr. Lucifer,6.819827574970861e+18,Sr. Lucifer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053859268587752197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a545970f124c9a8eef3f4eeb09ccb11d.json,False,False,[],0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
7,GB,7103227669742963974,1653849072,#idiot,6776354777564709893,Mili Makes UK👩🏻‍🍳,"20 year old self taught baker👩🏻‍🍳
follow for baking tips & recipes🤝",0,False,https://www.tiktok.com/@milimakesuk/video/7103227669742963974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103227669742963974&source=h5_m,93028,47,10,8,5122,7103227661413763846,7103227661413763846,72,7103227661413763846,original sound - milimakesuk,Mili Makes UK👩🏻‍🍳,6.77635477756471e+18,Mili Makes UK👩🏻‍🍳,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103227664458205958.mp3,,False,False,[],0,0,,,,,Aruba,#idiot,0,0,0,0,0,0,0,0,0,0
0,AW,7092971155803344134,1651461042,@pyr3xliving You funny asl 😭❤️‍🔥#diggad #funny #edits #blowthisup #brr #knife #waist #lyraxz #lyraxzquotes #lyraxz2022 #føzy #føzygrp #viral #trending #fypシ #foryoupage #hiphoptrixycomp,6863543429982897158,Your Local AUA Papi David 😩❤️,"daily uploads🇦🇼
Use code Lyraxz
No Love Entertainment",0,False,https://www.tiktok.com/@lyraxz/video/7092971155803344134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092971155803344134&source=h5_m,680624,332,570,3018,71665,7080167985818437633,7080167985818437633,10033,7080167985818437633,What You Reckon,Digga D & B-Lovee,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/192f8f03b4cc4a24a85840f281efb76c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d5498ef609a84305a7229a292c6a841f,True,True,[],0,0,,,,,Aruba,#diggad #funny #edits #blowthisup #brr #knife #waist #lyraxz #lyraxzquotes #lyraxz2022 #føzy #føzygrp #viral #trending #fypシ #foryoupage #hiphoptrixycomp,0,0,1,0,1,0,1,0,0,1
1,AW,7074303553354943749,1647114650,#fy #fyp #interview insta spiritfuego333 👻godse_rojas2021,6985997646004601861,aizicisaac,INSTA spiritfuego333 snap 👻 alejocroes. I REPLY ON INSTA💨🔱🇻🇪🏴‍☠️🇦🇼,0,False,https://www.tiktok.com/@aizicisaac/video/7074303553354943749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074303553354943749&source=h5_m,49203,63,138,0,1249,7074303544052255494,7074303544052255494,72,7074303544052255494,original sound - aizicisaac,aizicisaac,6.985997646004602e+18,aizicisaac,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074303576004102917.mp3,,False,False,[],0,0,,,,,Aruba,#fy #fyp #interview,0,0,0,0,0,1,0,0,0,0
2,US,7070660633385078059,1646266467,kindergarten feels like it was yesterday😭 @queenmamadrama,106265555199795200,Peet Montzingo,"ginger with a soul 🤷🏻‍♂️
singer🎙
peet@28thave.com
ALL THE LINKS👇🏻",0,False,https://www.tiktok.com/@peetmontzingo/video/7070660633385078059?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070660633385078059&source=h5_m,41268180,11157,5801,25522,7126284,6906611612870920965,6906611612870920965,72,6906611612870920965,wake me up..,J-TREBLE,6.738211357781411e+18,J-TREBLE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6906611691144940294.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c47f80d49ca058e4f9eb88141b42c54.json,False,False,[],0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
3,US,7102419522832846122,1653660910,It’s just really attractive,6754915036232582149,Zack Lugo,"Small town boy chasing his dreams 
👇🏼Other socials/Business below👇🏼",0,False,https://www.tiktok.com/@zacklugo/video/7102419522832846122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102419522832846122&source=h5_m,534138,316,547,699,80178,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,[],0,0,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",Aruba,,0,0,0,0,0,0,0,0,0,0
4,US,7101543305950792961,1653456902,Loving the little things in life 😇 #SHEIN #funstuff,6617092880810983430,SHEIN,"SHEIN.COM
WEAR YOUR WONDERFUL
Get featured using #SHEIN or tag @shein_official",2,False,https://www.tiktok.com/@shein_official/video/7101543305950792961?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101543305950792961&source=h5_m,309968,155,85,14,26628,7053109246283778821,7053109246283778821,72,7053109246283778821,whos that chick (Contains music from: Who's That Chick? (feat. Rihanna) - David Guetta),"Contains music from: ""Who's That Chick? (feat. Rihanna)""",6.932892813953484e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053109255125863173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8375301b6882de84cba52a674e5351e6.json,False,False,[],0,0,David Guetta,Who's That Chick? (feat. Rihanna),whos that chick (Contains music from: Who's That Chick? (feat. Rihanna) - David Guetta),"Contains music from: ""Who's That Chick? (feat. Rihanna)""",Aruba,#SHEIN #funstuff,0,0,0,0,0,0,0,0,0,0
5,US,7102253012516785454,1653622141,"This transition is so fun, I had to do another one😆 #swaytransition #fyp",6767858577681679365,Gabrielle Nevaeh,"Catch me on Nickelodeon & Netflix🤩
CLICK THE LINK TO STREAM “IM ON IT”🔥
⬇️",0,False,https://www.tiktok.com/@gabriellenevaeh/video/7102253012516785454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102253012516785454&source=h5_m,118482,484,16,91,13653,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,[],0,0,,,,,Aruba,#swaytransition #fyp,0,0,0,0,0,1,0,0,0,0
6,US,7102555691042327854,1653692614,What’s in the Hole?! 🌊 #voozhydrate @voozhydrate,6573473743640297477,Jacob Colvin,"@BangEnergy Elite 💥
Jake.pnw@viralnationtalent.com ✉️
⬇️ NEW Videos ⬇️",0,False,https://www.tiktok.com/@jake.pnw/video/7102555691042327854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102555691042327854&source=h5_m,230386,111,32,62,21416,7102558759389760302,7102558759389760302,72,7102558759389760302,original sound - jake.pnw,Jacob Colvin,6.573473743640297e+18,Jacob Colvin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102558789253073710.mp3,,False,False,[],0,0,,,,,Aruba,#voozhydrate,0,0,0,0,0,0,0,0,0,0
7,US,7103297026388970794,1653865219,#stitch with @primalmana absolutely not.,79815491132772352,Adam Rose,"dad, actor on tv and in movies, and then i make videos in a blue cardigan 🤷‍♂️",0,False,https://www.tiktok.com/@realadamrose/video/7103297026388970794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103297026388970794&source=h5_m,77083,94,202,7,9308,7072513628145977346,7072513628145977346,10033,7072513628145977346,Aesthetic,Tollan Kim,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/574e7c5d315246148130dc45d6038a02,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6bb14cd1a0604578a4319e4c2e02b2a4,True,True,[],0,0,,,,,Aruba,#stitch,0,0,0,0,0,0,0,0,0,0
0,AW,7094482992441101573,1651813046,YOU GONE BYE IT #foryoupage #foryou #xyzbca #kpopfyp #bts #kpop #kpopfypシ,7020362493985883141,Hardcore bts stan🚶🏽‍♀️,"Kpop account 🤸‍♂️
16
Lowkey don’t know what to post sometimes",0,False,https://www.tiktok.com/@lovely_bts_stan/video/7094482992441101573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094482992441101573&source=h5_m,247494,707,1320,2248,66631,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Aruba,#foryoupage #foryou #xyzbca #kpopfyp #bts #kpop #kpopfypシ,0,0,0,1,1,0,0,0,0,0
1,AW,7097182172498431238,1652441496,#runningtips for #Summer 🏃🏽‍♀️✨ #running #runningtiktok #fyp,6834864303330886662,Franziska,"Running 🏃🏼‍♀️Instagram: franziskaschoebel
10km 46:25",0,False,https://www.tiktok.com/@franziskaschoebel/video/7097182172498431238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097182172498431238&source=h5_m,98940,18,19,56,6492,7085294202547899137,7085294202547899137,72,7085294202547899137,The Spins X The Other Side x Kids (Contains music from: The Spins - Mac Miller),"Contains music from: ""The Spins""",6.85524381372906e+18,darcy 🦦,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085294163587107585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/069b23c488ccc5f96d5bc33a4ac2b477.json,False,False,[],0,0,Mac Miller,The Spins,The Spins X The Other Side x Kids (Contains music from: The Spins - Mac Miller),"Contains music from: ""The Spins""",Aruba,#runningtips #Summer #running #runningtiktok #fyp,0,0,0,0,0,1,0,0,0,0
2,AU,7100830108318977282,1653290846,#ad I don’t dance… but did someone say @Sennheiser Momentum True Wireless 3 earbuds? #InspiredByMusic #ad,6627750917427544070,Nathan Lust,"Australia, Queensland📍 

Email: david@emberartists.com",0,False,https://www.tiktok.com/@nathanlust/video/7100830108318977282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100830108318977282&source=h5_m,1568510,506,425,2912,270502,6948155699897617158,6948155699897617158,72,6948155699897617158,original sound - aimz1991 (Contains music from: Shake Senora (feat. T-Pain & Sean Paul) - Pitbull),"Contains music from: ""Shake Senora (feat. T-Pain & Sean Paul)""",6.806017878099559e+18,Amy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6993918326078589698.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/436480aab28c0b4bf041645967850a31.json,False,False,[],0,0,Pitbull,Shake Senora (feat. T-Pain & Sean Paul),original sound - aimz1991 (Contains music from: Shake Senora (feat. T-Pain & Sean Paul) - Pitbull),"Contains music from: ""Shake Senora (feat. T-Pain & Sean Paul)""",Aruba,#ad #InspiredByMusic #ad,0,0,0,0,0,0,0,0,0,0
3,GB,7085033584859417862,1649612931,Aruba is really pretty and all but the gov only invests in the white side of the island. Some investments have been made on the other side but it still doesn’t feel like enough… pariba tin hopi potential #aruba #trend #fyp,7031225621619835909,S,medium funny,0,False,https://www.tiktok.com/@keshidolo/video/7085033584859417862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085033584859417862&source=h5_m,61844,263,115,310,6324,7079730544426093317,7079730544426093317,72,7079730544426093317,original sound - vcqince,katie 💟,7.079708441242404e+18,katie 💟,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079730565934484229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76bcfc7ad9ae92442ce42c83c24cf180.json,False,False,[],0,0,,,,,Aruba,#aruba #trend #fyp,1,0,0,0,0,1,0,0,0,0
4,GB,7093539155690491142,1651593289,Who’s got the best rhythm 🕺 @Beta Squad,6692013448290911238,Chunkz,Hi i’m Chunkz x,0,False,https://www.tiktok.com/@chunkz/video/7093539155690491142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093539155690491142&source=h5_m,6303923,3709,1521,3954,733748,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Aruba,,0,0,0,0,0,0,0,0,0,0
