,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bdtiktokofficial,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_unfrezzmyaccount,hash_video,hash_viral
0,BD,7103133961282391322,1653827252,Mention করুন আপনার সেই বন্ধুকে যে বার বার বাইক এর চাবি চায় 🤣 @Nobel Mahmud #princemamun143,6604461353082912773,🔥🤴🏻M_A_M_U_N🔥,"Public figure 
00:43 ━●━━━━━━━━━ 5:28
⇆ㅤㅤ◁ㅤㅤ❚❚ㅤㅤ▷ㅤ ↻
Like follow my FB page👇🏻",0,False,https://www.tiktok.com/@princemamun143/video/7103133961282391322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103133961282391322&source=h5_m,3260729,1222,1519,7184,330652,7082358078561192730,7082358078561192730,72,7082358078561192730,original sound - pappu.2002,Pappu Vaiya,6.628063612932588e+18,Pappu Vaiya,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082358114019756827.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c4bcbc0bf8e972023f20ec86678a1fa0.json,False,False,,,,,[],0,0,Bangladesh,#princemamun143,0,0,0,0,0,0,0,0,0,0
1,BD,7103026689516588314,1653802276,I made this🤣🤣 #fypシ,6747500961583006725,👑ESHA🧚🏻,"💕Love to being simple😅
Wish me 12 April☺️🍰
🏘Narayangonj",0,False,https://www.tiktok.com/@myself_esha/video/7103026689516588314?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103026689516588314&source=h5_m,601337,328,122,466,43505,6964579724241455106,6964579724241455106,10033,6964579724241455106,Tigini,Kikimoteleba,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a5a6aee58ca246b9a806ae914d1d78bb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/29b0c2fc9f7e47228fd70b89dcd6338c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1568446684', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#fypシ,0,0,0,0,1,0,0,0,0,0
2,US,7091218677088963882,1651053014,"My name is William and i have no split personality.but i like to act double face😊,Can you give me some encouragement?#william #fyp #sing #doubleface #visualstimulus #followers😘thanku #foryou #tiktok #fypシ @tiktok",7088601986614133802,William,Follow me for more exciting content😘,0,False,https://www.tiktok.com/@doublefaceo/video/7091218677088963882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091218677088963882&source=h5_m,37782406,29587,48099,65735,3053152,7091218417872767790,7091218417872767790,72,7091218417872767790,original sound - doublefaceo,William,7.088601986614134e+18,William,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091218605618039594.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/45e185bb822711bcde2e5415bffbc83e.json,False,False,,,,,[],0,0,Bangladesh,#william #fyp #sing #doubleface #visualstimulus #followers😘thanku #foryou #tiktok #fypシ,0,1,0,1,1,1,0,0,0,0
3,BD,7095688739606891802,1652093777, ,7094215062492414981,@ Akash 1234,B  l love you,0,False,https://www.tiktok.com/@akashvaiofficial04/video/7095688739606891802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095688739606891802&source=h5_m,763654,3135,11234,2485,279251,7093768904320928538,7093768904320928538,72,7093768904320928538,original sound - rajesh63770,Hridoy,6.994696790969599e+18,Hridoy,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093768893357247258.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a160e4e3c2a1e0b9d96180527773f906.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
4,PK,7103334261574339867,1653873889,please don't under review #fyp #foryou #fypシ #tiktokchaina先生让我出名我正在努力 #viralvideo #100k #xxx #xxxtentaction #por,7103202115387966491,user135094517683,,0,False,https://www.tiktok.com/@china_boxing7901/video/7103334261574339867?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103334261574339867&source=h5_m,1686,8,26,5,110,7101609922051263258,7101609922051263258,72,7101609922051263258,original sound - saraiki__status,💫𝙰𝚛𝚜𝚕𝚊𝚗 𝚂𝚊𝚛𝚒𝚖💫,6.834828922208994e+18,💫𝙰𝚛𝚜𝚕𝚊𝚗 𝚂𝚊𝚛𝚒𝚖💫,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101609939545770778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47723e8f545a69e25f31b2e8f0046d07.json,False,False,,,,,[],0,0,Bangladesh,#fyp #foryou #fypシ #tiktokchaina先生让我出名我正在努力 #viralvideo #100k #xxx #xxxtentaction #por,0,1,0,1,1,0,0,0,0,0
5,BD,7102820898498956570,1653754362,#এই গানটা কার কার ভালো লাগে#foryou #sinhajara5 #unfrezzmyaccount #fpyツ #foryoupage #bttiktokofficial🤞✌️🤘,6770977873312433158,—SinHa—,"Assalamu Alaikum
-wish me On: August 21
  
Narsingdi maye",0,False,https://www.tiktok.com/@sinha..jara..5/video/7102820898498956570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102820898498956570&source=h5_m,64305,75,626,20,4174,6851211705091951362,6851211705091951362,72,6851211705091951362,original sound - dristy_anam (Contains music from: Sawan Aaya Hai - Arijit Singh),"Contains music from: ""Sawan Aaya Hai""",3.0862889267481395e+17,𝔇𝔯𝔦𝔰𝔱𝔶_𝔄𝔫𝔞𝔪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6851211422463052545.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bed47d0776b6acceb3ee8d39ea44275.json,False,False,Arijit Singh,Sawan Aaya Hai,original sound - dristy_anam (Contains music from: Sawan Aaya Hai - Arijit Singh),"Contains music from: ""Sawan Aaya Hai""",[],0,0,Bangladesh,#এই #foryou #sinhajara5 #unfrezzmyaccount #fpyツ #foryoupage #bttiktokofficial🤞✌️🤘,0,1,1,0,0,0,0,1,0,0
6,BD,7102039054648102171,1653572324,Reply to @rabiul1016 #capcut #ভোলার🇧🇩ছেলে #প্রিয় #mushfiqur_rahim #cricket #foryoupege #ilove_mushy_fans #ক্রিকেট_প্রেমী,6852621888892961793,🖤Mushfiq.15 Lover❤Tanvir🖤,"Big fan Of Mushfiqur Rahim.15
ID""Sh.Tanvir b🇧🇩d cricket lover ❤
Bhola Lalmohan",0,False,https://www.tiktok.com/@sh.tanvir..15/video/7102039054648102171?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102039054648102171&source=h5_m,2387279,1462,2475,442,397001,7082700030171155226,7082700030171155226,72,7082700030171155226,original sound - jeon.chnv,ভালা পুলাগো শয়তান বউ🌚,6.913030053254055e+18,ভালা পুলাগো শয়তান বউ🌚,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082700039679740698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dbcf83ab8cf18a59921fbc25fc439c33.json,False,False,,,,,[],0,0,Bangladesh,#capcut #ভোলার🇧🇩ছেলে #প্রিয় #mushfiqur_rahim #cricket #foryoupege #ilove_mushy_fans #ক্রিকেট_প্রেমী,0,0,0,0,0,0,0,0,0,0
7,TR,7093944145328311553,1651687582,hhhhh🤣🤣🤣🤣🤣,7086051407652160513,𝐌𝐫_𝐯𝐢𝐨🖤,"my☺💫
dream💭
1m🎉♥️🎊",0,False,https://www.tiktok.com/@khaludi_0/video/7093944145328311553?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093944145328311553&source=h5_m,11102958,1180,5298,22166,260579,7084951997350251266,7084951997350251266,72,7084951997350251266,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",7.084321733624808e+18,orici4,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084951974914902786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcdf9d32fde9c3062dc4c6a641e0b58.json,False,False,K3t Savage,Paul Aussaresses,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
0,BD,7099609567234903323,1653006666,#foryou,6956812444221719558,RSD OMOR YT,💘পাশে💘পাবেন💘লাইক💘দিলে💘লাইক পাবেন💘ফলোদিলে💘ফলো 💘বেক পাবেন🥰,0,False,https://www.tiktok.com/@__omor___on___fire/video/7099609567234903323?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099609567234903323&source=h5_m,683741,73,10708,2554,203320,7099119687514032922,7099119687514032922,72,7099119687514032922,original sound - rakib46333,rakib46333,7.087131416971085e+18,rakib46333,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099119714160380699.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/79e301e88c28ee554781a2a638f54fc2.json,False,False,,,,,[],0,0,Bangladesh,#foryou,0,1,0,0,0,0,0,0,0,0
1,BD,7076367729191554331,1647595254,#viral #video #fypシ #😁,6584689228947849222,🏍️ Crazy🏍️ Rider🏍️,"alhamdulillah For Everything 🙂
❤️❤️SYLHETY❤️❤️
🏍️CRAZY RIDER🏍️
👉PUBG LOVR👈",0,False,https://www.tiktok.com/@sk_salauddin_ahmed/video/7076367729191554331?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076367729191554331&source=h5_m,5407601,1223,4958,30506,396791,7000380287863606042,7000380287863606042,72,7000380287863606042,original sound - aminahmed3516,আমিন আহমেদ,6.972419778728625e+18,আমিন আহমেদ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7000380249712184091.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e98009652d5dca98f7a2af949c5f46be.json,False,False,,,,,[],0,0,Bangladesh,#viral #video #fypシ #😁,0,0,0,0,1,0,0,0,1,1
2,US,7102606921328233770,1653704541,#fyp #relationships #loveofmylife💍,6977881112266802181,www.tiktok.com/@marcoirizarry2,Music is my life… believe in faith,0,False,https://www.tiktok.com/@marcoirizarry2/video/7102606921328233770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102606921328233770&source=h5_m,944958,1532,7782,160,52837,7102606893058640682,7102606893058640682,72,7102606893058640682,original sound - marcoirizarry2,www.tiktok.com/@marcoirizarry2,6.977881112266802e+18,www.tiktok.com/@marcoirizarry2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102606921143683886.mp3,,False,False,,,,,[],0,0,Bangladesh,#fyp #relationships #loveofmylife💍,0,0,0,1,0,0,0,0,0,0
3,BD,7083147721229520154,1649173844,#🤣🤣🤣,6870467832196875266,___Mamun___6,"- অপেক্ষা করো,,,😊
- বিশ্বাস রাখো, শেষটা সুন্দর হবে!❤️🥀",0,False,https://www.tiktok.com/@mmmdmamun6/video/7083147721229520154?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083147721229520154&source=h5_m,2071139,497,1244,5253,154125,7077159867185761050,7077159867185761050,72,7077159867185761050,tpnirobking (Contains music from: Bash Bagane Aisho Bondhu 05 - Putul Sarker),"Contains music from: ""Bash Bagane Aisho Bondhu 05""",6.988805888250463e+18,@Tp Nirob king@,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7077159872341166875.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21a34d3b4b7e109867bd3eb95cbc3cd7.json,False,False,Putul Sarker,Bash Bagane Aisho Bondhu 05,tpnirobking (Contains music from: Bash Bagane Aisho Bondhu 05 - Putul Sarker),"Contains music from: ""Bash Bagane Aisho Bondhu 05""",[],0,0,Bangladesh,#🤣🤣🤣,0,0,0,0,0,0,0,0,0,0
4,BD,7099699454424534298,1653027594,Reply to @milisabnam1 যারা পার্ট ০১ ও০২ এবং০৩ দেখেননি আমার প্রোফাইলে গিয়ে দেখে আসুন ভালো লাগলে লাইক দিবেন ##tiktok #আহাদ #md #ahad #foryou #foryoupge,6987005653127152667,Ahad hasan,Ahad hasan obro,0,False,https://www.tiktok.com/@mt396924/video/7099699454424534298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099699454424534298&source=h5_m,4212277,349,221,1685,171536,7099699453124299547,7099699453124299547,72,7099699453124299547,original sound - mt396924,Ahad hasan,6.987005653127153e+18,Ahad hasan,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099699472397011738.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6365f4d4cb82d3f931d3b7e13a4a6f1.json,False,False,,,,,[],0,0,Bangladesh,##tiktok #আহাদ #md #ahad #foryou #foryoupge,0,1,0,0,0,1,0,0,0,0
5,BD,7085622200555834650,1649749978,#atifahmedniloy খুব অসুস্থ সবার কাছে দোয়া চাই😭❤️#atifahmedniloy #bangladesh #foryourpage,6929091780525179909,Atif ahmed niloy,Hey guys I am Atif Ahmed Niloy : this is my new Real Tik Tok account Follow me💝,0,False,https://www.tiktok.com/@atifahmedniloy.1/video/7085622200555834650?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085622200555834650&source=h5_m,1402479,2475,781,3797,151063,7002808894502210331,7002808894502210331,72,7002808894502210331,original sound - nayeemhasan560,Nayeem,6.979010934832416e+18,Nayeem,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7002808863409900315.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05a586b99958b4ad6a96cf2b063dad6e.json,False,False,,,,,[],0,0,Bangladesh,#atifahmedniloy #atifahmedniloy #bangladesh #foryourpage,0,0,0,0,0,0,0,0,0,0
6,BD,7102790853801872667,1653747367,#shahriar_ahmed144 #trending #fyp #islam #,7100955569457038362,shahriar_ahmed4,টিকটক,0,False,https://www.tiktok.com/@shahriar_ahmed144/video/7102790853801872667?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102790853801872667&source=h5_m,1899976,3217,3924,3455,261478,6991498715999603483,6991498715999603483,72,6991498715999603483,original sound - islamofficial389 (Contains music from: Huwa Alquran (Vocals Only Version) - Maher Zain),"Contains music from: ""Huwa Alquran (Vocals Only Version)""",6.890404558825883e+18,Islam,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6991498642670619419.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3fbb68e6694fcbc8c22fbdbd087ca0a7.json,False,False,Maher Zain,Huwa Alquran (Vocals Only Version),original sound - islamofficial389 (Contains music from: Huwa Alquran (Vocals Only Version) - Maher Zain),"Contains music from: ""Huwa Alquran (Vocals Only Version)""",[],0,0,Bangladesh,#shahriar_ahmed144 #trending #fyp #islam #,0,0,0,1,0,0,1,0,0,0
7,NG,7096975738850528517,1652393431,#answer to @Theophilus Fernandez #goodmother,6811138588660532230,Darasimi❤️❤️🌹,"March 19 bae ❤️😎
30k 🙏❤️✌🏾",0,False,https://www.tiktok.com/@aduke_6/video/7096975738850528517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096975738850528517&source=h5_m,922774,1196,2552,10243,50810,6705101173034059777,6705101173034059777,10033,6705101173034059777,you are my sunshine,christina perri,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/884dddf5619b4380829bf4fea34101c4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aa9978b6d21d49b696e94a5660355890,True,True,,,,,[],0,0,Bangladesh,#answer #goodmother,0,0,0,0,0,0,0,0,0,0
0,BD,7103043094576155931,1653806096,অনেক আশা নিয়ে এই ভিডিও টা করলাম😇পিলিজ ভাইয়া এই ভিডিও পাইলে একটা কমেন্ট করে যেয়েন প্লিজ 🙏🙏@amdadul_10,6990981270985507845,★Crash Queen ★,😜😜 √√℅টাংগাইলের মেয়ে❤️❤️ সবাই একটু সাপট করবেন℅ √√😜😜আই লাভ আল্লাহ 🤟,0,False,https://m.tiktok.com/v/7103043094576155931.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103043094576155931&source=h5_m,126313,306,35,75,13868,7101523966837279514,7101523966837279514,72,7101523966837279514,original sound - sayed_093,💞Voice Of Sayed 💞,7.081372854491989e+18,💞Voice Of Sayed 💞,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101523984277130011.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f103b37b84d6dbcc1ee26fb821303146.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
1,PK,7090513407295753499,1650888801,#foryoupage #trending #LoveToSuffer #account #grow #foryou #love #TikTokisLove #fornite #viral #foryoupa #fory #trend #TikTokis #joying #trending,6853871038435148802,Dr.Arslan Baloch,Inshallah to be Doctor 👨‍⚕️. Traveler 🇨🇳🇵🇰🇦🇺🇨🇦🇨🇺🇨🇱🇮🇷🇯🇴🇮🇹🇱🇷,0,False,https://m.tiktok.com/v/7090513407295753499.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090513407295753499&source=h5_m,8839721,263,408,4256,101731,7081681242139134747,7081681242139134747,72,7081681242139134747,original sound - masken394,Tik Toker,7.032271484006237e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081681269901380378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42bfeefcd7ced564c20f498353b5e604.json,False,False,,,,,[],0,0,Bangladesh,#foryoupage #trending #LoveToSuffer #account #grow #foryou #love #TikTokisLove #fornite #viral #foryoupa #fory #trend #TikTokis #joying #trending,0,1,1,0,0,0,2,0,0,1
2,CA,7099059311682309381,1652878551,after a long 16 hour surgery he's out. after 6 hrs they removed his breathing tube. thank you to his team and all the support from everyone #IWK #novascotia #canada #heart #warriors #doubleoutletrightventricle #severepulmonarystenosis #babyboy #heartwarrior,6728957631908430854,Lotus,"Working Mom of 6 
Proudly 🇨🇦",0,False,https://m.tiktok.com/v/7099059311682309381.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099059311682309381&source=h5_m,14184539,20132,10909,684,882161,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#IWK #novascotia #canada #heart #warriors #doubleoutletrightventricle #severepulmonarystenosis #babyboy #heartwarrior,0,0,0,0,0,0,0,0,0,0
3,BD,7102799334898421019,1653749341,🙂#trendingsong,6899772888351998977,Summu🥀,⬇️⬇️⬇️⬇️⬇️,0,False,https://m.tiktok.com/v/7102799334898421019.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102799334898421019&source=h5_m,416848,152,185,681,57627,7100544462140541722,7100544462140541722,72,7100544462140541722,original sound - _mohim_14,M O H I M🖤,7.06936826287843e+18,M O H I M🖤,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100544479727291163.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eefc455bbfa596169862024565e7f5a2.json,False,False,,,,,[],0,0,Bangladesh,#trendingsong,0,0,0,0,0,0,0,0,0,0
4,BD,7103292569878039835,1653864184,"এএএএএএএএ..."" 'ব্যাচেলর' থাকাটাই একটা নেশা। চাইলেই যে-কেউ ব্যাচেলর থাকতে পারে না।""",7055449226284909574,Marzuk Russell,"I’m Marzuk! That’s it. 
Who are you motherfucker?",0,False,https://m.tiktok.com/v/7103292569878039835.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103292569878039835&source=h5_m,179788,181,160,779,26370,7103292512273435418,7103292512273435418,72,7103292512273435418,original sound - marzukrussell,Marzuk Russell,7.05544922628491e+18,Marzuk Russell,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103292506426624794.mp3,,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
5,NP,7085298108195704091,1649674519,#❤️🤗🥰 #monkey #tiktoknepal🇳🇵,6642228030683971590,Birendra Maharjan,,0,False,https://m.tiktok.com/v/7085298108195704091.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085298108195704091&source=h5_m,47948068,8743,110008,612344,1970970,6780144496102378242,6780144496102378242,24,6780144496102378242,मेरो फोटाे आयो,Khanal Min,6.706829562766247e+18,Khanal Min,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1655309233092626.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d80cddac868c4b3fda13e3ce3d6e0284.json,False,False,,,,,[],0,0,Bangladesh,#❤️🤗🥰 #monkey #tiktoknepal🇳🇵,0,0,0,0,0,0,0,0,0,0
6,BD,7101863842833059099,1653531530, ,6716445980214608897,kantaislam,"🤩🤩 নানি নাতি 🥰🥰
❤️ love all ❤️",0,False,https://m.tiktok.com/v/7101863842833059099.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101863842833059099&source=h5_m,5346197,945,951,5775,209803,7101863834322815771,7101863834322815771,72,7101863834322815771,original sound - kantaislam123,kantaislam,6.716445980214609e+18,kantaislam,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101863853901794074.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/535d60dcbd37855dbfdb160f003050c6.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
7,GB,7090611353198562566,1650911607,Boss looking dapper!#funny #dog #fyp #foryoupage #viral,6981433692657517574,Animals of TikTok,"Follow for daily content!
Sub to my YouTube so I can create videos
DM 4 promos",0,False,https://m.tiktok.com/v/7090611353198562566.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090611353198562566&source=h5_m,26564104,19824,290487,127461,1492251,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#funny #dog #fyp #foryoupage #viral,0,0,1,1,0,0,0,0,0,1
0,BD,7100799767973825819,1653283782,#halloween2020 #ইসলামিক_ভিডিও_🤲🕋🤲,7100588763605189659,king is back😈😈,"mir pur 7😈
আমগো লগে আইও না লাকতে
পারবা না টিকতে ফালাই দিমু
বাটে পরবি না ভাকতে😈",0,False,https://www.tiktok.com/@roman_reigns_34/video/7100799767973825819?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100799767973825819&source=h5_m,65122,1767,1428,336,20573,7073381338992216859,7073381338992216859,72,7073381338992216859,original sound - djdinislam4,ভালোবাসার রং তুলি,6.947658659477194e+18,ভালোবাসার রং তুলি,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073381344293833498.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6ecb3dd6d68015aa6cc268f22bfe3a82.json,False,False,,,,,[],0,0,Bangladesh,#halloween2020 #ইসলামিক_ভিডিও_🤲🕋🤲,0,0,0,0,0,0,0,0,0,0
1,BD,7076077280119901466,1647527628,who is your naika/nayok😊💜#fypシ #bdtiktok #bd_bangtan_army13 #unfreeze #unfrezzmyaccount #foryou,7032138948319773723,💜Professional_Single🥴🇧🇩,"Armys are Oxygen &💜
Haters are Carbon Dioxide
For Bangtan Boys 💜💜",0,False,https://www.tiktok.com/@bd_bangtan_army13/video/7076077280119901466?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076077280119901466&source=h5_m,18494193,8201,20674,159163,1617458,7068291882027141915,7068291882027141915,72,7068291882027141915,original sound - _.audity_,❌𝐀𝐔𝐃𝐈𝐓𝐘🤍🥀,6.706103043744548e+18,❌𝐀𝐔𝐃𝐈𝐓𝐘🤍🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068291874989132570.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7c135164f9eba75af77bd2a589b2a9ca.json,False,False,,,,,[],0,0,Bangladesh,#fypシ #bdtiktok #bd_bangtan_army13 #unfreeze #unfrezzmyaccount #foryou,0,1,0,0,1,0,0,1,0,0
2,CO,7092926449224535301,1651450633,#loveyou,6831310932963410950,ospina,,0,False,https://www.tiktok.com/@ivanospi/video/7092926449224535301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092926449224535301&source=h5_m,132913,102,574,1243,9147,6826425108006030086,6826425108006030086,72,6826425108006030086,original sound - skatermolly,molly,6.719771722331882e+18,molly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6052d2c7955b3fe0ea9b6270134ca74b.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/32a1fa334cf602c675962897a5d3d0cf.json,False,False,,,,,[],0,0,Bangladesh,#loveyou,0,0,0,0,0,0,0,0,0,0
