,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_eesti,hash_eestitiktok,hash_estonia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_viral
0,US,7103578725505125675,1653930808,Just for fun 😌. #offtheclock #barista #oldtrends #coffee#coffeetime,6584485725939957766,Pasteldumplin,"Hello!This is where I like to express myself 💗
Do NOT repost 
Off the clock fun",0,False,https://www.tiktok.com/@pastelbunniii/video/7103578725505125675?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103578725505125675&source=h5_m,97965,313,55,94,18935,6947351821157485317,6947351821157485317,72,6947351821157485317,this song is brooklyn blood pop omg (Contains music from: #BrooklynBloodPop! - SyKo),"Contains music from: ""#BrooklynBloodPop!""",6.895450773850031e+18,anelyse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6947351901918874373.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5461be73ba82271b1104523f2c465289.json,False,False,SyKo,#BrooklynBloodPop!,this song is brooklyn blood pop omg (Contains music from: #BrooklynBloodPop! - SyKo),"Contains music from: ""#BrooklynBloodPop!""",[],0,0,Estonia,#offtheclock #barista #oldtrends #coffee#coffeetime,0,0,0,0,0,0,0,0,0,0
1,EE,7098027349349879041,1652638278, ,6653600519850180613,Mimikliffi,,0,False,https://www.tiktok.com/@mimikliffi/video/7098027349349879041?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098027349349879041&source=h5_m,18193108,34685,3309,1285,765200,7092370326948252418,7092370326948252418,24,7092370326948252418,오사하면 주김,오직 효피만 메이♡̷,7.048944903308576e+18,오직 효피만 메이♡̷,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092370307717106433.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f8686595d51bfc2dffff8724d5c6916.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
2,FR,7101410738375265542,1653426035,💀 #zodiac #zodiacsigns #astrology #fyp #foryou #viral #aesthetic,6579638765886488582,Aestheticc11113,"🌈This is a safe space🌈
SHE / HER
Goal ➡️ 500K",0,False,https://www.tiktok.com/@aestheticc11113/video/7101410738375265542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101410738375265542&source=h5_m,7396972,9873,8772,309,963243,6865000210507090693,6865000210507090693,72,6865000210507090693,pacify her,favsoundds,6.5569037141369e+18,favsoundds,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6865000207763901190.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f104493c1b46cb21bcb1bc8e9b1d2847.json,False,False,,,,,[],0,0,Estonia,#zodiac #zodiacsigns #astrology #fyp #foryou #viral #aesthetic,0,0,0,1,0,0,1,0,0,1
3,EE,7094361685032439045,1651784799,"Honestly, it’s perfect #estonia #easterneurope",7090954796975096838,Alice✨,🇪🇪,0,False,https://www.tiktok.com/@aliiiiceeee_/video/7094361685032439045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094361685032439045&source=h5_m,138928,669,977,1168,19182,6777422380517033986,6777422380517033986,10033,6777422380517033986,Creepy Music Box,One-Aloner,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3fb4a399a07345748d23af615c6e7a60,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e531b947e5ed41658f266e900b431bf2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1493403017', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#estonia #easterneurope,0,0,1,0,0,0,0,0,0,0
4,US,7103600272932474158,1653935824,years of struggling to fold chairs #tipsandtricks #inmy30s #lifehacks #todayilearned #todayyearsold #growthmindset #LearnOnTikTok #themoreyouknow #folding,59336629030514688,sidneyraz,"telling u things i didn’t 
know b4 i was in my 30s
biz: sidneyraz@gmail.com",0,False,https://www.tiktok.com/@sidneyraz/video/7103600272932474158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103600272932474158&source=h5_m,169797,313,203,68,25798,7103600228950985514,7103600228950985514,72,7103600228950985514,original sound - sidneyraz,sidneyraz,5.933662903051469e+16,sidneyraz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103600274048076590.mp3,,False,False,,,,,[],0,0,Estonia,#tipsandtricks #inmy30s #lifehacks #todayilearned #todayyearsold #growthmindset #LearnOnTikTok #themoreyouknow #folding,0,0,0,0,0,0,0,0,0,0
5,GB,7099514231925525766,1652984470,Caption,7069805580160353285,Spam = block <3,"sped up songs !
500K baes <3",0,False,https://www.tiktok.com/@bestspeedup/video/7099514231925525766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099514231925525766&source=h5_m,10364667,4644,6592,54751,1611440,7099514237395733253,7099514237395733253,72,7099514237395733253,original sound - bestspeedup,Spam = block <3,7.069805580160353e+18,Spam = block <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099514229677427461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a6abe341799e26dc5cb9a19d2ffcfef2.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,EE,7099892032168234246,1653072433,#fyp #asmr #scratchoffticket,6868607866518422534,Diana Vats,"📍Tallinn
Instagram: HGYAP💗",0,False,https://www.tiktok.com/@dianavats/video/7099892032168234246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099892032168234246&source=h5_m,63174,10,4,3,835,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#fyp #asmr #scratchoffticket,0,0,0,0,0,0,1,0,0,0
7,EE,7093110646551678213,1651493520,Jalutasime ja dj kutsus meid paadile 😄,6786222361697420293,Blue Spirulina,"🎬🍼🐯💎🐪

I do a lot of things, but i also make youtube videos ↓",0,False,https://www.tiktok.com/@bluespirulina/video/7093110646551678213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093110646551678213&source=h5_m,50053,66,4,0,3774,7075033522712464134,7075033522712464134,72,7075033522712464134,original sound - lanasmonkeys,Liveforlana_,6.983311437565855e+18,Liveforlana_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075033531298122502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7eee79b2dcf4720ae2d4758bbc6ac9d0.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
0,EE,7072723350329560325,1646746731,"ma olen täis asf, hmu 🥵 #fyp #missiintoimub #mstpodcast",7051544169199125505,mis siin toimub?,"andrei & robin mähivad mikritesse
ametlik “mis siin toimub” podcasti tiktok 🚫🧢",0,False,https://www.tiktok.com/@mstpodcast/video/7072723350329560325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072723350329560325&source=h5_m,45889,14,55,57,3974,7072723323604142854,7072723323604142854,72,7072723323604142854,original sound - mstpodcast,mis siin toimub?,7.051544169199126e+18,mis siin toimub?,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072723308290116358.mp3,,False,False,,,,,[],0,0,Estonia,#fyp #missiintoimub #mstpodcast,0,0,0,0,0,0,1,0,0,0
1,EE,7091023010953547014,1651007455,Subway Surfers trying to reach 1 Billion Score! #subwaysurfers #1billion #subwaysurfersrecord,6991497686521709574,Naaag,"Bonus videos and Handcam on my Youtube. 

Thank You so much for 300k ❤️❤️❤️",0,False,https://www.tiktok.com/@naaag/video/7091023010953547014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091023010953547014&source=h5_m,14567012,5146,1057,2229,1177326,6971423853276825602,6971423853276825602,10033,6971423853276825602,SUBWAY SURFERS  (Main Theme),Subway Surfers,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8194295a6d704c1fb6b7c15e9c55f2ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f1b10ae047b3488db0251ff71579c650,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571306930', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#subwaysurfers #1billion #subwaysurfersrecord,0,0,0,0,0,0,0,0,0,0
2,EE,7081614928712387845,1648816963,Rick Astley - Never Gonna Give You Up #fyp,6893861532041577474,.,🍀,0,False,https://www.tiktok.com/@coinyes/video/7081614928712387845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081614928712387845&source=h5_m,6485743,22556,30446,60629,1074367,7081614921061960454,7081614921061960454,72,7081614921061960454,never gonna give you up (Contains music from: Odd Steps (Original Mix) - Tony Rohr & Tony Rohr & Tim Xavier & Tim Xavier),"Contains music from: ""Odd Steps (Original Mix)""",6.893861532041577e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081614904058284805.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/90d5633ee3479d94475ef44ae2b3033e.json,False,False,Tony Rohr & Tony Rohr & Tim Xavier & Tim Xavier,Odd Steps (Original Mix),never gonna give you up (Contains music from: Odd Steps (Original Mix) - Tony Rohr & Tony Rohr & Tim Xavier & Tim Xavier),"Contains music from: ""Odd Steps (Original Mix)""",[],0,0,Estonia,#fyp,0,0,0,0,0,0,1,0,0,0
3,US,7101801143960980778,1653516932,Day 75- a trans take on tampons #trans,6791237041642669061,Dylan Mulvaney,"She/they 🌸🌷🌼
LA actress/comedian 
Collab: hello@dylanmulvaney.com",0,False,https://www.tiktok.com/@dylanmulvaney/video/7101801143960980778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101801143960980778&source=h5_m,5250665,20459,4425,1093,1244297,6781515050600368129,6781515050600368129,10033,6781515050600368129,Elevator Music,Bohoman,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2003f56491924450818ef49d6a3701fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0816a2c63fb94f4a884bf74597637a6a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1494178518', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#trans,0,0,0,0,0,0,0,0,0,0
4,US,7102075169379765506,1653580734,What Delta doesn't want you to know about damaged bags 🤯🤫 #lawyer #money #hacks,6756516717655540742,Money Lawyer Erika,"Lawyer▪️#1 Finance TikToker
Erika@creatorsagency.co
FREE STOCKS👇🏼",0,False,https://www.tiktok.com/@erikakullberg/video/7102075169379765506?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102075169379765506&source=h5_m,6244190,2428,6828,17328,1132573,7102075168104794881,7102075168104794881,72,7102075168104794881,original sound - erikakullberg,Money Lawyer Erika,6.756516717655541e+18,Money Lawyer Erika,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102075178913385218.mp3,,False,False,,,,,[],0,0,Estonia,#lawyer #money #hacks,0,0,0,0,0,0,0,0,0,0
5,EE,7094158299959954693,1651737447,igakord kui Madis helistab,6988410946256061445,kasekesed,"Kertu ja Madis
IG
@kase.kesed
@kasepesto
@mediocretattoos",0,False,https://www.tiktok.com/@kasekesed/video/7094158299959954693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094158299959954693&source=h5_m,49266,30,68,67,3010,7091721035430726406,7091721035430726406,72,7091721035430726406,original sound - sandersinivee,Sander Sinivee,6.924726309634573e+18,Sander Sinivee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091721041944398597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5a3c4fd7d44cf117e020174969110b72.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,EE,7088917662767566086,1650517265,"Väljavõte konverentsist "" Globaalne kriis. See puudutab juba igat ühte """,7085766413428818950,Creative Society Eesti 🌏,"LIITU 7.05.22! Veebifoorum ""Globaalne Kriis. Me oleme inimesed. Me tahame elada""",0,False,https://www.tiktok.com/@creativesociety.eesti/video/7088917662767566086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088917662767566086&source=h5_m,65134,144,13683,224,3328,6481095060535380749,6481095060535380749,22,6481095060535380749,Main Titles,Charlie Clouser,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ac011c6c4c84052a2a8e6bc5c3eee3e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aeaac8ce696f4970b69284c74f44675f,False,True,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
7,EE,7089019242351185157,1650540915,No more blonde jokes 😌                         Thank u @HairEd Studio 💜   #mua #makeup #hairtransition #transition #fypシ,6775521323138515974,Lizzy,"▫️Estonia 🇪🇪 |20|
▫️Self-taught ✨",0,False,https://www.tiktok.com/@mualizzyr/video/7089019242351185157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089019242351185157&source=h5_m,292607,84,236,246,31113,7067701312401541934,7067701312401541934,72,7067701312401541934,Fine mfs be using this sound (Contains music from: Roll It All Dump - Emma Dicki),"Contains music from: ""Roll It All Dump""",7.065285316825794e+18,༺☠︎༻ ⚕️1M0G3N⚕️༺☠︎༻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7067701314658061103.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9327d7a3c750b7d9d06fa4a725ddebf9.json,False,False,Emma Dicki,Roll It All Dump,Fine mfs be using this sound (Contains music from: Roll It All Dump - Emma Dicki),"Contains music from: ""Roll It All Dump""",[],0,0,Estonia,#mua #makeup #hairtransition #transition #fypシ,0,0,0,0,0,0,0,1,0,0
0,US,7101347429462838574,1653411294,Oatmeal,6561639946150510598,Lee Troutman,"Dm me on Instagram @lee_trout
GO BUY TLF MERCH USE CODE TLF-LEE
TLF ATHLETE",0,False,https://www.tiktok.com/@leetroutman/video/7101347429462838574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101347429462838574&source=h5_m,2704740,2106,779,522,292734,7101347361594592042,7101347361594592042,72,7101347361594592042,original sound - leetroutman,Lee Troutman,6.561639946150511e+18,Lee Troutman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101347412593199918.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
1,EE,7090433537668697349,1650870213,veits nunnu 👸🏼✨ @Getter Jaani @kristinapartel #foryou #eesti,6653443025447354374,MyHits,#1 HIT MUSIC STATION IN ESTONIA,0,False,https://www.tiktok.com/@myhitseesti/video/7090433537668697349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090433537668697349&source=h5_m,76003,27,19,31,6269,7072533799778650922,7072533799778650922,72,7072533799778650922,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",6.716248483681207e+18,random videos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072533820301478699.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/abdc0939ce8a51643e3a2f6a09c1f54a.json,False,False,Young Adon,My Favourite Curse Word,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",[],0,0,Estonia,#foryou #eesti,1,0,0,1,0,0,0,0,0,0
2,AU,7102399060149128450,1653656146,Reply to @kyuruni what a save ✨ #foodies #foodtiktok #groceryshopping #hotpot,6747261041090511877,TIEN,"@tientrnn
💌 hello@foodwtien.com",0,False,https://www.tiktok.com/@foodwtien/video/7102399060149128450?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102399060149128450&source=h5_m,2299942,422,241,801,228874,7075301651015322414,7075301651015322414,72,7075301651015322414,Sweetest pie dua lip and megan thee stallion (Contains music from: Reliable - Artwork),"Contains music from: ""Reliable""",7.044109716095583e+18,Moon 🫧 ⭑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075301713351052075.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5872911bcbc89a3533196a8a071c3d5f.json,False,False,Artwork,Reliable,Sweetest pie dua lip and megan thee stallion (Contains music from: Reliable - Artwork),"Contains music from: ""Reliable""",[],0,0,Estonia,#foodies #foodtiktok #groceryshopping #hotpot,0,0,0,0,0,0,0,0,0,0
3,EE,7100990678942977285,1653328233,y’all really thought i’d write learn huh,7056376797164094470,costumlatteart,"follow for daily coffee art <3
👇🏼 grab yours now 👇🏼",0,False,https://www.tiktok.com/@costumlatteart/video/7100990678942977285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100990678942977285&source=h5_m,63478,99,59,143,4336,7088818198568585990,7088818198568585990,72,7088818198568585990,Listen to Noble Son on Spotify (Contains music from: To Build A Home - The Cinematic Orchestra),"Contains music from: ""To Build A Home""",6.781208765813343e+18,Noble Son,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088818206135126790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/abaf0c6628df034ad2b2300ba13f2c59.json,False,False,The Cinematic Orchestra,To Build A Home,Listen to Noble Son on Spotify (Contains music from: To Build A Home - The Cinematic Orchestra),"Contains music from: ""To Build A Home""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
4,EE,7096919607558098182,1652380361,"Vaata homme “Seitsmeseid” kell 19.00, ikka TV3s! 😎 Tuleb ERITI põnev saade! 😁 @Kethi Uibomägi @Nathan Evans #wellerman #wellermansong #nathanevans #fyp #tiktokviral #newsanchor #duet #singers",6797471838207296518,TV3 Eesti,Parim meelelahutus algab Kolmes! 😍💫,0,False,https://www.tiktok.com/@tv3eesti/video/7096919607558098182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096919607558098182&source=h5_m,94297,97,142,168,8003,7096919606417279749,7096919606417279749,72,7096919606417279749,original sound - tv3eesti,TV3 Eesti,6.797471838207297e+18,TV3 Eesti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096919591686916869.mp3,,False,False,,,,,[],0,0,Estonia,#wellerman #wellermansong #nathanevans #fyp #tiktokviral #newsanchor #duet #singers,0,0,0,0,0,0,1,0,0,0
5,EE,7079341604611296517,1648287664,ENSV Hooaeg 15 Osa 9,6839419006127850502,Pask,"""Kutse Saarele"" NÜÜD VÄLJAS!
👇",0,False,https://www.tiktok.com/@paskc0ntent/video/7079341604611296517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079341604611296517&source=h5_m,63563,180,674,602,5958,7079341594935069446,7079341594935069446,72,7079341594935069446,original sound - paskc0ntent,Pask,6.83941900612785e+18,Pask,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079341566644783877.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
6,EE,7100535133236776197,1653222168,Nagu lubatud 😋 11/10st 😋#foryou #fyp #ivarvähioffical #sipsid,6745050527673533445,IvarVähiOfficial,Sipsid ja mu sisu🙂,0,False,https://www.tiktok.com/@vahiivar/video/7100535133236776197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100535133236776197&source=h5_m,47977,90,182,177,2942,6724635897007966209,6724635897007966209,10033,6724635897007966209,Gopher,Yma Sumac,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/364ff9bcefee43f39b74688f13121f5f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1830f308275049ef9e3735997b388904,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '490025663', 'external_song_key': 'apple_song_id'}]",0,0,Estonia,#foryou #fyp #ivarvähioffical #sipsid,0,0,0,1,0,0,1,0,0,0
7,EE,7101329313521339654,1653407077,Imeline ilm ja imelised inimesed mu ümber kes armastavad mind sellisena nagu olen siirad tänud neile kes ei ole võltsid,6777726431390811141,Kaja Linkmann,,0,False,https://www.tiktok.com/@kajalinkmann8/video/7101329313521339654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101329313521339654&source=h5_m,49165,70,909,417,1668,7101329295993359109,7101329295993359109,72,7101329295993359109,original sound - kajalinkmann8 (Contains music from: Kas Tead - Helen Adamson),"Contains music from: ""Kas Tead""",6.777726431390811e+18,Kaja Linkmann,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101329293086690053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d2b0d359b6bf0a78d29157899be73a9.json,False,False,Helen Adamson,Kas Tead,original sound - kajalinkmann8 (Contains music from: Kas Tead - Helen Adamson),"Contains music from: ""Kas Tead""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
0,US,7081724187760528683,1648842402,That one blonde in horror movies @oxbrandi #fyp #parody #horror #scream,6543805538483765254,Joshua Alden,"Pudge controls the weather

joshiiwuh3@gmail.com",0,False,https://www.tiktok.com/@joshiiwuhhh/video/7081724187760528683?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081724187760528683&source=h5_m,2185955,2286,3435,5739,419367,7081724160153619242,7081724160153619242,72,7081724160153619242,original sound - joshiiwuhhh,Joshua Alden,6.543805538483765e+18,Joshua Alden,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081724198665653038.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d1ae2333173529edfc58ce81f389b9e3.json,False,False,,,,,[],0,0,Estonia,#fyp #parody #horror #scream,0,0,0,0,0,0,1,0,0,0
1,US,7101038319831764226,1653339324,my neighbor got on top of my car 😳 #fyp #fakebody,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://www.tiktok.com/@nataliereynoldsx/video/7101038319831764226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101038319831764226&source=h5_m,9903382,3826,3759,278,664135,7067154379870489350,7067154379870489350,72,7067154379870489350,original sound - editsbykathi,kathi,7.067148344825677e+18,kathi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067154385100737286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5019f12a2f6752579a727a15a8f58f49.json,False,False,,,,,[],0,0,Estonia,#fyp #fakebody,0,0,0,0,0,0,1,0,0,0
2,SE,7102364902530043142,1653648195,Did you know all of they,6994818340741956614,Musiktopplistor,,0,False,https://www.tiktok.com/@musiktopplistor/video/7102364902530043142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102364902530043142&source=h5_m,1810171,3194,2148,3232,242788,7102364859957922565,7102364859957922565,72,7102364859957922565,original sound - musiktopplistor,Musiktopplistor,6.994818340741957e+18,Musiktopplistor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102364876613438214.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
3,LV,7092426368503385345,1651334198,Reply to @itskaciejones I fell like I speak bad even in my mother tongue 🥴 #languages #learninglanguages #fypシ,60457315945938944,Sasha Joestar,"日本と日本語についてのコンテンツとその他
Content about Japan and Japanese language and more",0,False,https://www.tiktok.com/@misakikurokishi/video/7092426368503385345?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092426368503385345&source=h5_m,950459,1122,125,369,171551,6777329408060426242,6777329408060426242,10036,6777329408060426242,We Rise Against (Full),Jonathan Paulsen,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/18b50e0f55f141ddaf1c5694b52f9e1d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5aaf2c35202a4140bc399dad122740dc,False,True,,,,,[],0,0,Estonia,#languages #learninglanguages #fypシ,0,0,0,0,0,0,0,1,0,0
