,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_oscarsathome,hash_trending,hash_viral,hash_xyzbca
5,CA,7093293152756403461,1651536013,No #greenscreenvideo #fypシ #viral #xyzbca,6989795860834141190,Imagine,Thanks for 9.0k,0,False,https://www.tiktok.com/@imagine.if.this/video/7093293152756403461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093293152756403461&source=h5_m,468390,1800,3150,7196,105254,7086283510620719914,7086283510620719914,72,7086283510620719914,heaven can wait . (Contains music from: Heaven Can Wait - Michael Jackson),"Contains music from: ""Heaven Can Wait""",6.957621424321005e+18,:),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086283543231531822.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e3853d20cbeedc6f69043b74bba42e4b.json,False,False,Michael Jackson,Heaven Can Wait,heaven can wait . (Contains music from: Heaven Can Wait - Michael Jackson),"Contains music from: ""Heaven Can Wait""",[],0,0,Curaçao,#greenscreenvideo #fypシ #viral #xyzbca,0,0,0,0,0,1,0,0,1,1
6,GB,7075289833672822062,1647344288, ,7075204946366465066,reesewiththefrog,"✈️Worldwide shipping 🚀
Click my following
👆👆👆
Then you see the link",0,False,https://www.tiktok.com/@reesewiththefrog/video/7075289833672822062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075289833672822062&source=h5_m,665357,4195,3001,2169,56579,7063192390395267845,7063192390395267845,72,7063192390395267845,what a time,<3,7.043094043756807e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063192395420027654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52fb7caa2a078c15196c4446da4c31e4.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
7,US,7081009408267914539,1648675979, ,154167,Kiddo🇩🇴,"Flexo🖤
Follow me on insta😏",0,False,https://www.tiktok.com/@iitskiddo/video/7081009408267914539?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081009408267914539&source=h5_m,347816,1476,1832,1828,85394,7063109333492140806,7063109333492140806,72,7063109333492140806,Iskaba,Yahooze😕,7.043863493116265e+18,Yahooze😕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063109367993780997.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8280708a0ddcc3b9fbd3409d2d663bc.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
0,AU,7098980469517077761,1652860193,#fyp#basketball #NBA #viral#blowthisup#basketballedits,7071814388223476738,Basketball Edits 🔥🏀,🏀 Daily Basketball Highlights And Edits 🏀,0,False,https://m.tiktok.com/v/7098980469517077761.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098980469517077761&source=h5_m,2062150,170,273,34,201866,7098980449799703297,7098980449799703297,72,7098980449799703297,original sound - balleditz._ (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",7.071814388223477e+18,Basketball Edits 🔥🏀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098980363401267970.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eea0787dc4fde8e290b0b9d6a4199a8d.json,False,False,Nico & Vinz,Am I Wrong,original sound - balleditz._ (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",[],0,0,Curaçao,#fyp#basketball #NBA #viral#blowthisup#basketballedits,0,0,0,0,1,0,0,0,1,0
1,GB,7102061521022291206,1653577557,"The most depressing time of my life ,I still can’t believe this is the same person 😱 #hyperpigmentationtreatment #hyperpigmentation #eczema  #fyp #foryou #nailtok",7045489512856552454,SOSGIRLSPACE,"🦋 A girls space 
❣️No gatekeeping here
💌 sosgirlspace@gmail.com",0,False,https://m.tiktok.com/v/7102061521022291206.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102061521022291206&source=h5_m,5510647,3097,1425,2111,576036,6944143160956242694,6944143160956242694,10036,6944143160956242694,Malibu,Miley Cyrus,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4e6dd23ccdb843f79956eeeab0c8999f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/137e668cbf094e0c9a3e0f3c0c41d5fa,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1462327577', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#hyperpigmentationtreatment #hyperpigmentation #eczema #fyp #foryou #nailtok,1,0,0,0,1,0,0,0,0,0
2,US,7090601781130186030,1650909378,Country Murder Mystery!!!??? #fyp #foryou #foryoupage #countries #murdermystery,6790093440690062342,Zybo,"21 | King of Murder Mystery???
Road to 1M
Started TikTok 3/18/2022",0,False,https://m.tiktok.com/v/7090601781130186030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090601781130186030&source=h5_m,6547032,15477,1767,6017,930399,7090601734053301038,7090601734053301038,72,7090601734053301038,original sound - zybo,Zybo,6.790093440690062e+18,Zybo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090601791531780910.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/793cec7e20c11543835cb0ab67376082.json,False,False,,,,,[],0,0,Curaçao,#fyp #foryou #foryoupage #countries #murdermystery,1,1,0,0,1,0,0,0,0,0
3,US,7095068232507510062,1651949304,#foryou #foryourpage #viral #xyzcba,7094123467125376043,outsiderh,,0,False,https://m.tiktok.com/v/7095068232507510062.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095068232507510062&source=h5_m,1492001,447,607,1797,89071,7084356286112009006,7084356286112009006,72,7084356286112009006,original sound - bjquotezz,❤️,7.678599129800294e+16,❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084356314582879019.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1368775716424ec4db2721323e9f39b.json,False,False,,,,,[],0,0,Curaçao,#foryou #foryourpage #viral #xyzcba,1,0,0,0,0,0,0,0,1,0
4,US,7097941503749754154,1652618292,Walkin tacos 🌮 🥰#hungry #foodie #foodtiktok #food,7096450043767407662,good food,"Share a variety of food practices,you can follow me if you like .",0,False,https://m.tiktok.com/v/7097941503749754154.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097941503749754154&source=h5_m,9931496,3407,17253,11829,423911,7097941382966430510,7097941382966430510,24,7097941382966430510,original sound - sharecooking,good food,7.096450043767408e+18,good food,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097941451744561963.mp3,,False,False,,,,,[],0,0,Curaçao,#hungry #foodie #foodtiktok #food,0,0,0,0,0,0,0,0,0,0
5,US,7098887623338380587,1652838575,Our neighbors always got something going on  @oliver6060 #couplehumor #couplegoals #agegapcouple #foryou,6984097241485067270,King quran 🤴🏾,If you have a small business and want a s/o P.O. Box 3091 Rome ga 30164,0,False,https://m.tiktok.com/v/7098887623338380587.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098887623338380587&source=h5_m,1534919,1454,308,268,55795,6927348508873837317,6927348508873837317,72,6927348508873837317,original sound - mr757finest,Tik Toker,6.917824719031977e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6927348505551964933.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8d69d180a0a5627656fec437d72208b3.json,False,False,,,,,[],0,0,Curaçao,#couplehumor #couplegoals #agegapcouple #foryou,1,0,0,0,0,0,0,0,0,0
6,US,7102242427712392491,1653619678,idk #foryou #teacher #fyp #dance #school,7047096340229981231,💖,"dh barbie who doesn’t play dh 😯
other acc: @emeraldhefner",0,False,https://m.tiktok.com/v/7102242427712392491.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102242427712392491&source=h5_m,1458035,6509,6333,10838,343374,7097163556914776838,7097163556914776838,72,7097163556914776838,original sound - vayec,vayec,6.990374421439301e+18,vayec,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097163590410488581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a75576e16c186f4e57dd4270cad2ac7a.json,False,False,,,,,[],0,0,Curaçao,#foryou #teacher #fyp #dance #school,1,0,0,0,1,0,0,0,0,0
7,GB,7095529923313470726,1652056801, ,6937410593708262406,Best comedy sketches,Laugh laughter laughing,0,False,https://m.tiktok.com/v/7095529923313470726.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095529923313470726&source=h5_m,737015,1147,1539,120,43389,7095529880632216325,7095529880632216325,72,7095529880632216325,original sound - viral_lab,Best comedy sketches,6.937410593708262e+18,Best comedy sketches,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095529865218181894.mp3,,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
0,CA,7096632288762481926,1652313466,#foryou #fypシ,7062596615446807557,\(*^*)/,"Memes n funny videos
Greatest @ on tiktok",0,False,https://www.tiktok.com/@vanillagoodnesss/video/7096632288762481926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096632288762481926&source=h5_m,21367506,27828,46100,54265,2824733,7096632261138746118,7096632261138746118,72,7096632261138746118,original sound - vanillagoodnesss,\(*^*)/,7.062596615446808e+18,\(*^*)/,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096632239940799237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c80c4411d9a563047ca51690e8669c0a.json,False,False,,,,,[],0,0,Curaçao,#foryou #fypシ,1,0,0,0,0,1,0,0,0,0
1,US,7103561993239448874,1653926912, ,1116311,sexy lady,No bio yet,0,False,https://www.tiktok.com/@v1ctoryuh3.0/video/7103561993239448874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103561993239448874&source=h5_m,227495,286,283,307,63144,7103561952282020651,7103561952282020651,72,7103561952282020651,original sound - v1ctoryuh3.0,sexy lady,1116311.0,sexy lady,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103560075826039598.mp3,,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
2,US,7075039052726177070,1647285897,Caught him off guard… 👀😂 @lexnour   #nerd #fy,166223542680760320,Dax,“Dear Alcohol” MEGA REMIX 🎥⬇️,0,False,https://www.tiktok.com/@thatsdax/video/7075039052726177070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075039052726177070&source=h5_m,4693760,4447,4140,23499,563496,7065514550395799553,7065514550395799553,10033,7065514550395799553,Dear Alcohol,Dax,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/132edf0cf7b44ce783f1fc5813482165,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9105d6d79b5049bf8d8a06bd26c92184,True,True,,,,,[],0,0,Curaçao,#nerd #fy,0,0,0,1,0,0,0,0,0,0
3,US,7080801795911486762,1648627644,#boyfriend #black3 #darkestpaint #blackestpaint #girlfriend #couple #painttest #diyproject #couples #gift #couplediy #giftideas #blackpaint,6746468088172594181,Emily Luk,"exposing my bf and myself for your humor
emilylukbooking@gmail.com",0,False,https://www.tiktok.com/@emilylukofficial/video/7080801795911486762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080801795911486762&source=h5_m,67009573,8114,3029,4766,7132748,7080801694493231914,7080801694493231914,72,7080801694493231914,original sound - emilylukofficial,Emily Luk,6.746468088172594e+18,Emily Luk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080801740425317166.mp3,,False,False,,,,,[],0,0,Curaçao,#boyfriend #black3 #darkestpaint #blackestpaint #girlfriend #couple #painttest #diyproject #couples #gift #couplediy #giftideas #blackpaint,0,0,0,0,0,0,0,0,0,0
4,US,7084351570397203754,1649454137,DRY ICE ICE CREAM!!! 🍦#tiktokfood #yum #experiment #dryice #icecream #fyp,6977783989693547525,AbbyintheGalley,"Hi, little chef 😉",0,False,https://www.tiktok.com/@abbyinthegalley/video/7084351570397203754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084351570397203754&source=h5_m,8241073,3106,510,3705,945567,6739921400431134721,6739921400431134721,10033,6739921400431134721,Up - Movie Theme,Giampaolo Pasquile,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6228e19cb9ee4a3b8f02a56b8340ed59,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bbadd7fc62ff489d9b4359455b14d1ae,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '979259859', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#tiktokfood #yum #experiment #dryice #icecream #fyp,0,0,0,0,1,0,0,0,0,0
5,GB,7103128586932014341,1653826003,like i only want u to m yself #fyp #foryoupage #viral,7076724392190116870,simpcity,,0,False,https://www.tiktok.com/@simp.city12/video/7103128586932014341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103128586932014341&source=h5_m,699127,2487,5668,7802,141307,7096247217614506798,7096247217614506798,72,7096247217614506798,original sound - f69v_,✌︎︎,6.918049949934814e+18,✌︎︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096247257720179499.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f6636739d4f51880621af7ff2bf2ed0.json,False,False,,,,,[],0,0,Curaçao,#fyp #foryoupage #viral,0,1,0,0,1,0,0,0,1,0
6,US,7075940887330606378,1647495872,Like Fr #fyp,6585714069205041154,user786912,"504 📍🇵🇸
40k?
Snap- kvng_taz504",0,False,https://www.tiktok.com/@kvng_m3tez/video/7075940887330606378?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075940887330606378&source=h5_m,3406020,902,16745,1522,235785,7073282023036750638,7073282023036750638,72,7073282023036750638,original sound - stevenjotv (Contains music from: Gasolina (Gas Prices Too High) - Steven Jo),"Contains music from: ""Gasolina (Gas Prices Too High)""",6.772477079391258e+18,StevenJoTV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073282051331410730.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e0bd8b4b8be0ba3549756fdbfe370cca.json,False,False,Steven Jo,Gasolina (Gas Prices Too High),original sound - stevenjotv (Contains music from: Gasolina (Gas Prices Too High) - Steven Jo),"Contains music from: ""Gasolina (Gas Prices Too High)""",[],0,0,Curaçao,#fyp,0,0,0,0,1,0,0,0,0,0
7,VN,7072293355199155482,1646646614,Cắp cua _ bị cua cắp,6648226905508757506,Phi Thường,Hà Nội,0,False,https://www.tiktok.com/@dienmayphithuong/video/7072293355199155482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072293355199155482&source=h5_m,38254370,28496,14262,37123,1574855,7072293361662659354,7072293361662659354,24,7072293361662659354,original sound - dienmayphithuong,Phi Thường,6.648226905508758e+18,Phi Thường,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072293349734681371.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f9144dcc7183b4995fe6f7340c00639.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
0,US,7076985072821292330,1647738991,Season 2 Part 2,7074384218367149102,Beckie,"⭐️ 1,036+ Happy Customers ⭐️
🛍  Products 🛍
👇🏻",0,False,https://www.tiktok.com/@therealbeckie/video/7076985072821292330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076985072821292330&source=h5_m,8591276,3408,1111,3046,1275814,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
1,US,7078651032808459566,1648126878,@Mel Hall (she/her) credit to the original!#MomsofTikTok #dadsoftiktok #parenting #kidssafety #police #HaloSilverTeam #springbreak2022,6903327372402213893,"Killer Bee Tactical, LLC","I’m old; I’m retired; happily married…
Get off my lawn.",0,False,https://www.tiktok.com/@purepower34/video/7078651032808459566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078651032808459566&source=h5_m,25520672,33812,127337,57970,3894152,6763798984403208193,6763798984403208193,10033,6763798984403208193,Epic Emotional,AShamaluevMusic,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1c5448fc6d944a5a142f399ebdf3d96,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0cb85d5c80c84f46800e52dd6de7fc8e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1434832726', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,#MomsofTikTok #dadsoftiktok #parenting #kidssafety #police #HaloSilverTeam #springbreak2022,0,0,0,0,0,0,0,0,0,0
2,US,7084285474063289646,1649438748,Share this if it’s their birthday 😂 #fyp,6783112410016269317,Jonathan Bynoe,"𝐄𝐧𝐣𝐨𝐲 📸
jonathanbynoe20@gmail.com",0,False,https://www.tiktok.com/@jonathanbynoe/video/7084285474063289646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084285474063289646&source=h5_m,5274202,4603,11245,10593,640342,6976084515542420230,6976084515542420230,72,6976084515542420230,original sound - bchasewilliams.shabach (Contains music from: Another Year - Lörd Isaac),"Contains music from: ""Another Year""",6.97384256385496e+18,bchasewilliams.shabach,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6976084594109975301.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d02c030e8b8de9c9d3abcf6d3bb2ccdd.json,False,False,Lörd Isaac,Another Year,original sound - bchasewilliams.shabach (Contains music from: Another Year - Lörd Isaac),"Contains music from: ""Another Year""",[],0,0,Curaçao,#fyp,0,0,0,0,1,0,0,0,0,0
3,US,7075077619640978734,1647294876, ,8107239,Salice Rose,"Hi I LOVE YOU ❤️🏳️‍🌈
businessinquiries@salicerose.com",0,False,https://www.tiktok.com/@officialsalicerose/video/7075077619640978734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075077619640978734&source=h5_m,13776828,12824,52201,24665,3115982,7075077612384602923,7075077612384602923,72,7075077612384602923,original sound - officialsalicerose,Salice Rose,8107239.0,Salice Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075077625819024171.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f7bc3b5428c4ec2f457ed93158f6f14c.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
4,US,7083757512289291566,1649315826,#duet #LearnOnTikTok #howto #braces #dentaloffice #dentalhygienist #teethtok #hygienist,7062859913781888047,kemarcus,,0,False,https://www.tiktok.com/@kemarcus1/video/7083757512289291566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083757512289291566&source=h5_m,9933428,4390,5339,14630,728571,7083757404906687274,7083757404906687274,72,7083757404906687274,original sound - kemarcus1,kemarcus,7.062859913781888e+18,kemarcus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083757431075015470.mp3,,False,False,,,,,[],0,0,Curaçao,#duet #LearnOnTikTok #howto #braces #dentaloffice #dentalhygienist #teethtok #hygienist,0,0,0,0,0,0,0,0,0,0
5,US,7100969281848036654,1653323253, ,7064919694012777519,f7szsrhbtil,"Please follow me and have fun together 
     Love you ❤️",0,False,https://www.tiktok.com/@f7szsrhbtil/video/7100969281848036654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100969281848036654&source=h5_m,1180826,2081,9126,7557,93030,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
6,US,7101882252103126318,1653535817,😏 #fyp,6787482960566174726,Dane🕷🖤,"texas🤠
Follow me😎
48k <33
My Other Socials ⬇️⬇️",0,False,https://www.tiktok.com/@postingzs/video/7101882252103126318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101882252103126318&source=h5_m,475078,6483,3540,6751,93914,7100187251178588933,7100187251178588933,72,7100187251178588933,original sound - spxedupsongs,Esteve <3,7.037579377487594e+18,Esteve <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100187262982015749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3a77dd0bfa4d765bca0f8f1f58474970.json,False,False,,,,,[],0,0,Curaçao,#fyp,0,0,0,0,1,0,0,0,0,0
7,US,7073121186015759662,1646839360,Let’s pray.     #morningprayer  #morningprayers #dearlord #christiantiktokers #chtistiantiktok #prayers #prayer,7052394031695414278,Pheebe Ashlei Abraham,Content creator (YouTuber)  || Proud wife || Blessed mother || Singer&Worshipper,0,False,https://www.tiktok.com/@queenpheebeashlei/video/7073121186015759662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073121186015759662&source=h5_m,534917,8211,24102,19102,86597,7072357038646430506,7072357038646430506,72,7072357038646430506,Prayer_Lord thank You for breath in my lungs,FollowTheLight,6.931943574008284e+18,FollowTheLight,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072357111832857387.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6b41b59c2b9378874b5c3fd81b667d2a.json,False,False,,,,,[],0,0,Curaçao,#morningprayer #morningprayers #dearlord #christiantiktokers #chtistiantiktok #prayers #prayer,0,0,0,0,0,0,0,0,0,0
0,US,7077259672901684522,1647802925,Retirement bars pt. 3 😤💀,6894872919156360198,Retirement House,"💜 age gracefully 💜

starring:
rose, curtis, mabel, eugene, bubbe, and larry",0,False,https://m.tiktok.com/v/7077259672901684522.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077259672901684522&source=h5_m,4031569,4338,38762,4099,363126,7077259662868908842,7077259662868908842,72,7077259662868908842,original sound - retirementhouse,Retirement House,6.89487291915636e+18,Retirement House,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077259676840348462.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5c2829c44092c207f9cdd210ece9d0b9.json,False,False,,,,,[],0,0,Curaçao,,0,0,0,0,0,0,0,0,0,0
1,NL,7101397514372353285,1653422956,i aint gettting no work done🤦🏾‍♀️ #afrobeats #kpop #dancing #fyp #blackyardigann,6745144356291757061,Avany <3,18,0,False,https://m.tiktok.com/v/7101397514372353285.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101397514372353285&source=h5_m,350026,966,2395,6402,84665,7058362036883032879,7058362036883032879,72,7058362036883032879,original sound - spedcaribbean,spedupcaribbean,7.05710491827649e+18,spedupcaribbean,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7058362064024374063.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6650b6aebdf6aabd47711ce98211977.json,False,False,,,,,[],0,0,Curaçao,#afrobeats #kpop #dancing #fyp #blackyardigann,0,0,0,0,1,0,0,0,0,0
2,US,7077655797039238443,1647895155,Fellas y’all know what we talking ab 😂😮‍💨 @igobykese #fyp #SeeHerGreatness #foryou #viral,6786188956921807877,Babyjoe💕,"HTX📍
BLM ✊🏾 
Goal: 1m? 
Business inquiries: josephneal10@yahoo.com
EARN EASY💰",0,False,https://m.tiktok.com/v/7077655797039238443.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077655797039238443&source=h5_m,210239,167,44,23,23914,7064760168793262895,7064760168793262895,72,7064760168793262895,Streets X blood sweat tears (Contains music from: Blood Sweat & Tears - BTS),"Contains music from: ""Blood Sweat & Tears""",6.945976025101239e+18,🤨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7064760181472791342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/09e9f49b8594e2ab577d3c8d46534285.json,False,False,BTS,Blood Sweat & Tears,Streets X blood sweat tears (Contains music from: Blood Sweat & Tears - BTS),"Contains music from: ""Blood Sweat & Tears""",[],0,0,Curaçao,#fyp #SeeHerGreatness #foryou #viral,1,0,0,0,1,0,0,0,1,0
