,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_fyp,hash_fypシ,hash_on,hash_viral,hash_дуэт,hash_казахстан,hash_рек,hash_рекомендации,hash_хочуврек
1,KZ,7083121125361765634,1649167652,Дэд инсайд #рекомендации,6758796594747491334,Oksukpaevak,"Хочу жить в твоих РЕКах🤡

Inst: oksukpaevak",0,False,https://www.tiktok.com/@oksukpaeva_k/video/7083121125361765634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083121125361765634&source=h5_m,2293440,971,1350,3099,209957,7083121110618753794,7083121110618753794,72,7083121110618753794,original sound - oksukpaeva_k,Oksukpaevak,6.758796594747491e+18,Oksukpaevak,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083121094302911234.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a3df044c1094dbcd3bde5bc7a0ec1167.json,False,False,,,,,[],0,0,Kazakhstan,#рекомендации,0,0,0,0,0,0,0,0,1,0
2,UA,7103505448598277382,1653913748,НАЗВАНИЕ В КОММЕНТАРИЯХ👉,7082891738348454918,Kino_galant,"Хочу 222к 🥹
Все отрывки сериалов и фильмов беру тут👇🏻",0,False,https://www.tiktok.com/@kino_galant/video/7103505448598277382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103505448598277382&source=h5_m,2448612,450,238,690,277796,6761759820828641281,6761759820828641281,10033,6761759820828641281,Love Is Gone (Acoustic),"SLANDER, Dylan Matthew",,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f01b0f11a9c94069bfa2ee3d9d59517d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b3bd642c4757457bb83f0488ecc8e35c,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1486692267', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
3,KG,7099409823254482177,1652960160,продолжаем? 🫶🏻 fake bodyy,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7099409823254482177?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099409823254482177&source=h5_m,3388607,1219,1187,5261,301309,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
4,US,7093506190713408769,1651585613,we tried to open lemonade together :D@dovetaill_7,6568336230509133830,HOSHIN,"📍 Almaty, KZ
PR/AD: offer@yummy.global
⠀ 
all socials:
⬇️⬇️⬇️",0,False,https://www.tiktok.com/@vlad.hoshin/video/7093506190713408769?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093506190713408769&source=h5_m,10252572,6392,1349,4471,1476115,7093506199278062338,7093506199278062338,72,7093506199278062338,original sound - vlad.hoshin,HOSHIN,6.568336230509134e+18,HOSHIN,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093506187278584578.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,KZ,7101008102224366850,1653332288,Кафеге барғанды жек көрем дейді.#Жездуха32,7068338411598152710,qanat.million,,0,False,https://www.tiktok.com/@qanat.million/video/7101008102224366850?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101008102224366850&source=h5_m,3946066,3292,1361,2978,193900,7101008101804968706,7101008101804968706,72,7101008101804968706,original sound - qanat.million (Contains music from: Кайфовать хочу кайфовать (Kanatbek Remix) - Vuqar Seda),"Contains music from: ""Кайфовать хочу кайфовать (Kanatbek Remix)""",7.068338411598153e+18,qanat.million,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101008086953495298.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/500eaf424d15b806f510aedbf628117c.json,False,False,Vuqar Seda,Кайфовать хочу кайфовать (Kanatbek Remix),original sound - qanat.million (Contains music from: Кайфовать хочу кайфовать (Kanatbek Remix) - Vuqar Seda),"Contains music from: ""Кайфовать хочу кайфовать (Kanatbek Remix)""",[],0,0,Kazakhstan,#Жездуха32,0,0,0,0,0,0,0,0,0,0
6,IE,7102112471430827269,1653589420,#joke #fyp #🤣🤣🤣 #laugh #comedy #funny,6915824741354882054,josephcawley3,"🤣 I upload funny videos every day🤣
❤️ hope you like them❤️
😊 follow for more",0,False,https://www.tiktok.com/@funnyvideostoday83/video/7102112471430827269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102112471430827269&source=h5_m,3518165,707,1844,8036,293637,7095049712633531141,7095049712633531141,72,7095049712633531141,make me go viral,josephcawley3,6.915824741354882e+18,josephcawley3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095049730895481606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b90af353e336c67d4e8d2c9e4ad4c639.json,False,False,,,,,[],0,0,Kazakhstan,#joke #fyp #🤣🤣🤣 #laugh #comedy #funny,0,1,0,0,0,0,0,0,0,0
7,KZ,7100112595314642178,1653123787,#хочуврек,6701246598746522630,aidarrais,Insta: Itsdoni_ar👆🏻,0,False,https://www.tiktok.com/@aidarrais/video/7100112595314642178?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100112595314642178&source=h5_m,1689751,1718,820,2233,206365,7100112584598244097,7100112584598244097,72,7100112584598244097,original sound - aidarrais (Contains music from: Ana - RaiM & Artur),"Contains music from: ""Ana""",6.701246598746523e+18,aidarrais,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100112578604452610.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0c7e889cf899cb37bc598f5acd26a607.json,False,False,RaiM & Artur,Ana,original sound - aidarrais (Contains music from: Ana - RaiM & Artur),"Contains music from: ""Ana""",[],0,0,Kazakhstan,#хочуврек,0,0,0,0,0,0,0,0,0,1
0,KZ,7096117388726308098,1652193581,😂💜,6858046550016705542,Qambarali Ganibek,Баринизды жаксы корем❤️,0,False,https://m.tiktok.com/v/7096117388726308098.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096117388726308098&source=h5_m,1068816,3093,2714,4576,109941,7096117390722747138,7096117390722747138,72,7096117390722747138,original sound - kambaraly_ (Contains music from: Harleys In Hawaii - Katy Perry),"Contains music from: ""Harleys In Hawaii""",6.858046550016706e+18,Qambarali Ganibek,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096117369215044353.mp3,,False,False,Katy Perry,Harleys In Hawaii,original sound - kambaraly_ (Contains music from: Harleys In Hawaii - Katy Perry),"Contains music from: ""Harleys In Hawaii""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
1,KZ,7088671271449316610,1650459896, ,6716374898119476229,Манзура Абдукаримова,Insta ➡️ Manzura.05,0,False,https://m.tiktok.com/v/7088671271449316610.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088671271449316610&source=h5_m,938708,144,83,9,61521,7061191526781061890,7061191526781061890,10036,7061191526781061890,Таю (feat. Кейс),Karina Cold,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/43ce57d9e81e47fe829e48b83ec543e2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/74145a38600d475ab47751b6ff19a8d8,False,True,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KZ,7091699998420700418,1651165076,#spritechallenge,6589186648000888838,Aliyeva Diana,,0,False,https://m.tiktok.com/v/7091699998420700418.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091699998420700418&source=h5_m,3439380,2476,5879,7315,345014,7091699990199814914,7091699990199814914,72,7091699990199814914,original sound - ave_di,Aliyeva Diana,6.589186648000889e+18,Aliyeva Diana,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091699987872254721.mp3,,False,False,,,,,[],0,0,Kazakhstan,#spritechallenge,0,0,0,0,0,0,0,0,0,0
3,US,7086823496705150251,1650029678, ,7064990098341577733,colorvec,No bio yet,0,False,https://m.tiktok.com/v/7086823496705150251.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086823496705150251&source=h5_m,3933980,863,971,2353,130353,7086823491189656366,7086823491189656366,72,7086823491189656366,original sound - colorvec,colorvec,7.064990098341578e+18,colorvec,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086823507522620202.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
4,KG,7080045331987188998,1648451515,Нaзвaние фильма в комментах 😱👉🏻,6935527166060168194,Лучшие фильмы,↘️ ВСЕ НАЗВАНИЯ ФИЛЬМОВ ТУТ ↙️,0,False,https://m.tiktok.com/v/7080045331987188998.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080045331987188998&source=h5_m,17598691,19,8655,418,664707,7080045259253746437,7080045259253746437,72,7080045259253746437,original sound - tapfilms,Лучшие фильмы,6.935527166060168e+18,Лучшие фильмы,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080045299510545157.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,DE,7097212767089806598,1652448619,#viral #foryou #china #korean #boyfriend #girlfriend,6951452418069890053,China girl,🇨🇳,0,False,https://m.tiktok.com/v/7097212767089806598.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097212767089806598&source=h5_m,21397174,49686,93422,5257,4799160,7027000124794555163,7027000124794555163,24,7027000124794555163,original sound - bukantulisan (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",6.911966527559042e+18,sadvibes🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7027000090938149659.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51b089d37fda573992bcb7f792cb0319.json,False,False,Glass Animals,Heat Waves,original sound - bukantulisan (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,Kazakhstan,#viral #foryou #china #korean #boyfriend #girlfriend,1,0,0,0,1,0,0,0,0,0
6,KZ,7077130288429649153,1647772801,😂😂😂😂,6972193414968755206,Қыздардың арманы😍,"Tusa🔥
Понтарез спортсмен🇰🇿
2004-тердің арманы❤️",0,False,https://m.tiktok.com/v/7077130288429649153.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077130288429649153&source=h5_m,4197588,3411,11928,16655,382856,7077130271367924481,7077130271367924481,72,7077130271367924481,original sound - upu4uk_2004,Қыздардың арманы😍,6.972193414968755e+18,Қыздардың арманы😍,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077130279902579457.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/676f51c43374b147cbf98b48d73016f9.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,KZ,7098763317971291393,1652809633,where are you from?😍 Inst: kagiristwins,16665941,Kagiris Twins,"inst: kagiristwins 
      20 y.o.
adv: kagiristwins@gmail.com",0,False,https://m.tiktok.com/v/7098763317971291393.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098763317971291393&source=h5_m,3491968,5193,587,3622,211097,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7098290993585212674,1652699662, ,6872416349181625345,itskennara,Ссылка на телеграм канал💸,0,False,https://www.tiktok.com/@itskennara/video/7098290993585212674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098290993585212674&source=h5_m,1595534,2122,1113,4845,122419,7095439348086229761,7095439348086229761,72,7095439348086229761,original sound - zharasovnaaa1_,zharasovnaaa_,6.835463883261445e+18,zharasovnaaa_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095439343300479746.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b3c9fe5623c3dd6eeb9b8092adf7ba9d.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
1,UA,7078321200971123973,1648050082,#мотивация #мудрость #силамысли #хочуврекомендации,6793015077541856262,dobrjanska,"«Я – частина тієї сили, що вічно хоче зла і вічно робить благо»",0,False,https://www.tiktok.com/@dobrjanska/video/7078321200971123973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078321200971123973&source=h5_m,13567783,5147,14186,668,1062956,7078321172257065734,7078321172257065734,72,7078321172257065734,original sound - dobrjanska,dobrjanska,6.793015077541856e+18,dobrjanska,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078321180721171205.mp3,,False,False,,,,,[],0,0,Kazakhstan,#мотивация #мудрость #силамысли #хочуврекомендации,0,0,0,0,0,0,0,0,0,0
2,KZ,7079813412066282754,1648397515,Теперь Шаурму сможешь приготовить сам! Продукты заказываю на @wolt.kazakhstan,6740675444200817670,Пардаев Алибек,"Привет друзья 👋
Добро пожаловать во вкусный мир!",0,False,https://www.tiktok.com/@parnishacook/video/7079813412066282754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079813412066282754&source=h5_m,6342319,1540,40017,80154,398016,7079813419863444225,7079813419863444225,72,7079813419863444225,original sound - parnishacook,Пардаев Алибек,6.740675444200818e+18,Пардаев Алибек,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079813399206546177.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
3,KZ,7096439596145200386,1652268600,Конференция  Octagon #octagon #октагон #еркебулантоктар #erkebulantoktar,6954092099487400965,dzinndzinn,Inst: Abdibekovvnaaaaa,0,False,https://www.tiktok.com/@dzinndzinn/video/7096439596145200386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096439596145200386&source=h5_m,2350113,1766,591,2183,158027,6719192890091767810,6719192890091767810,10033,6719192890091767810,Мистер 718,Скриптонит,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7b63bebfdf124f8b93891a1972a67574,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/61d4be8ec4b74fdebb84662d6369af5a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1326104400', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,#octagon #октагон #еркебулантоктар #erkebulantoktar,0,0,0,0,0,0,0,0,0,0
4,KZ,7098222287219920129,1652683666,Эх🥲 псқ аа?,7057578126318289926,Dea_araikaaaa_,,0,False,https://www.tiktok.com/@dea_araikaaa_/video/7098222287219920129?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098222287219920129&source=h5_m,2242404,1482,814,1631,148109,7098222284560780034,7098222284560780034,72,7098222284560780034,original sound - dea_araikaaa_,Dea_araikaaaa_,7.05757812631829e+18,Dea_araikaaaa_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098222275400420098.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/481ce034d0c6626aed531479a9924a45.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,KZ,7093590388727876865,1651605217,#🤣🤣🤣,6952597350183339013,Lady_barber,"Мужские, стильные стрижки. г. Атырау",0,False,https://www.tiktok.com/@lyazzat_hairstyle/video/7093590388727876865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093590388727876865&source=h5_m,6186700,2716,11699,15746,277115,7093590374752488193,7093590374752488193,72,7093590374752488193,original sound - lyazzat_hairstyle,Lady_barber,6.952597350183339e+18,Lady_barber,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093592160238308097.mp3,,False,False,,,,,[],0,0,Kazakhstan,#🤣🤣🤣,0,0,0,0,0,0,0,0,0,0
6,KZ,7086026103990635778,1649844020,#clicbot,6842620694942745606,ClicBot CIS,ВСЁ о роботе ClicBot ⬇️,0,False,https://www.tiktok.com/@clicbot.robot/video/7086026103990635778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086026103990635778&source=h5_m,3297411,165,584,835,40485,7086026088513604354,7086026088513604354,72,7086026088513604354,original sound - clicbot.robot,ClicBot CIS,6.842620694942746e+18,ClicBot CIS,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086026077264530178.mp3,,False,False,,,,,[],0,0,Kazakhstan,#clicbot,0,0,0,0,0,0,0,0,0,0
7,KZ,7097544261842914562,1652525800,collaboration with @Kagiris Twins 😍,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7097544261842914562?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097544261842914562&source=h5_m,11602905,1603,3405,20658,1359289,7076716994933967642,7076716994933967642,72,7076716994933967642,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076714810171853594.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6946d05949572c299c69050a50227934.json,False,False,Luis Fonsi & Daddy Yankee,Despacito - Remix,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7102356213500841217,1653646170,#самаясамая #нурмухаммеджакып #рек #нурмухаммеджакыпсамаясамая,6982156906233283586,nurmuhammed_ibragim,"Ссылка на новый трек
👇👇👇",0,False,https://www.tiktok.com/@nurmuhammed_ibragim/video/7102356213500841217?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102356213500841217&source=h5_m,830033,1000,2401,2787,56311,7102356214700411650,7102356214700411650,72,7102356214700411650,original sound - nurmuhammed_ibragim (Contains music from: Самая Самая - Nurmuhammed Jaqyp),"Contains music from: ""Самая Самая""",6.982156906233284e+18,nurmuhammed_ibragim,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102356207495301889.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/214e848629b3aca1559ab908886c2ce1.json,False,False,Nurmuhammed Jaqyp,Самая Самая,original sound - nurmuhammed_ibragim (Contains music from: Самая Самая - Nurmuhammed Jaqyp),"Contains music from: ""Самая Самая""",[],0,0,Kazakhstan,#самаясамая #нурмухаммеджакып #рек #нурмухаммеджакыпсамаясамая,0,0,0,0,0,0,0,1,0,0
1,KZ,7092074845831236866,1651252352,#рек #teacher мне стыдноооо🤣🤣🤣🤣,6775862799023784965,Kabirova013 🧚🏼‍♀️,Камиля Мухтаржановна👩🏻‍🏫,0,False,https://www.tiktok.com/@kabirova013/video/7092074845831236866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092074845831236866&source=h5_m,1601007,595,825,1457,113022,7050876674954496769,7050876674954496769,72,7050876674954496769,original sound - itsvivx_58,itsvivx🐱,6.790394639007417e+18,itsvivx🐱,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7050876665848777474.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8159e93d59c63cba94e2deda13d2b96d.json,False,False,,,,,[],0,0,Kazakhstan,#рек #teacher,0,0,0,0,0,0,0,1,0,0
2,KZ,7098067017873296642,1652647514,Шок😱 Камшат Жолдыбаева 🍒#рек #fly #fyp,6852337294624605190,Бақытбек Алмат,"Наша цель 20 тыс.
2002ж
Пусть будет вечер добрым со мной🌆😮‍💨",0,False,https://www.tiktok.com/@dfyjxdhhcc/video/7098067017873296642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098067017873296642&source=h5_m,3384940,4024,3209,6243,149639,7098067006456351490,7098067006456351490,72,7098067006456351490,original sound - dfyjxdhhcc,Бақытбек Алмат,6.852337294624605e+18,Бақытбек Алмат,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098066929159604993.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bf54620f9528bdf7fb2a6684256adfac.json,False,False,,,,,[],0,0,Kazakhstan,#рек #fly #fyp,0,1,0,0,0,0,0,1,0,0
3,KZ,7103401791697505537,1653889614,Менің айғырым емес.Барынша аман алып қалуға тырыстым😔,6919901273497519105,Дархан,"Профильды қарап болсаңыз,подписка жасап,лайк,комментарий қалдыруды ұмытпаңыз🥰",0,False,https://www.tiktok.com/@kh_baikadam/video/7103401791697505537?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103401791697505537&source=h5_m,1010545,1800,2229,2993,35471,7103401785146002178,7103401785146002178,72,7103401785146002178,original sound - kh_baikadam,Дархан,6.919901273497519e+18,Дархан,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103401778049239810.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
4,KG,7102429644007165186,1653663266,#cadh,6868668461289374721,Crush House,"На 5🍋  сделаем ФАН встречу😍 
 Inst:Crushhouse_",0,False,https://www.tiktok.com/@crushhouse_/video/7102429644007165186?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102429644007165186&source=h5_m,1769113,1949,313,1478,144482,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,#cadh,0,0,0,0,0,0,0,0,0,0
5,KZ,7100120247432121601,1653125569,Суши жаксы корееем😻😹  @Gosushi  #рек #рекомендации #казахстан #алматы #майгатмайгат,6632160822489546757,inkariko,"Zharkent/Almaty ❤️
Insta: inkarikooo",0,False,https://www.tiktok.com/@inkarikooo/video/7100120247432121601?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100120247432121601&source=h5_m,1495487,3907,2419,4720,91499,7100120290831387394,7100120290831387394,72,7100120290831387394,original sound - inkarikooo,inkariko,6.632160822489547e+18,inkariko,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100120268877990658.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ff58c0a6a1e7e998ab0a4bc7a4c40f62.json,False,False,,,,,[],0,0,Kazakhstan,#рек #рекомендации #казахстан #алматы #майгатмайгат,0,0,0,0,0,0,1,1,1,0
6,KZ,7101877795659189505,1653534782,Пока не выпили… #ик #иринакайратовна,7031144866533573633,akynbekoova,Скромная десең),0,False,https://www.tiktok.com/@akynbekoova/video/7101877795659189505?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101877795659189505&source=h5_m,200534,265,25,54,18414,7101877796892314370,7101877796892314370,72,7101877796892314370,original sound - akynbekoova,akynbekoova,7.031144866533574e+18,akynbekoova,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101877802495904514.mp3,,False,False,,,,,[],0,0,Kazakhstan,#ик #иринакайратовна,0,0,0,0,0,0,0,0,0,0
7,KG,7095017462772550913,1651937484,fake body⚠️🤫,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7095017462772550913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095017462772550913&source=h5_m,1958805,581,458,2312,137382,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
