,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_crushhousekg,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_viral,hash_дуэт,hash_кыргызстан,hash_рек,hash_рекомендации
4,US,7101137698722762027,1653362462,#,7057480787704464389,chibueze,"🚀Don't hesitate
You must be looking for these...👀
⬇️Click Below to Shop Now⬇️",0,False,https://m.tiktok.com/v/7101137698722762027.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101137698722762027&source=h5_m,16046137,13384,4553,8822,1296605,7101137657794693931,7101137657794693931,72,7101137657794693931,original sound - chibueze179,chibueze,7.057480787704464e+18,chibueze,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101137692607384362.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/19ee53a6aa1cd90de676343d8cac0c44.json,False,False,,,,,[],0,0,Kyrgyzstan,#,0,0,0,0,0,0,0,0,0,0
5,KG,7084143960884612353,1649405800,Руор,6963977631126815749,Sadykovuww,🇰🇬,0,False,https://m.tiktok.com/v/7084143960884612353.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084143960884612353&source=h5_m,968037,609,599,2248,44381,7066759787404774145,7066759787404774145,72,7066759787404774145,original sound - dias.ernisovich,Диастуратбеков,6.770579773276456e+18,Диастуратбеков,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7066759776893553410.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c0564fa942ab110dfe0f0c21fb8f9474.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
6,KG,7078273910831140098,1648039072,#переписка любовь ❤️,6941802939128611846,Erika Jekwenova,,0,False,https://m.tiktok.com/v/7078273910831140098.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078273910831140098&source=h5_m,1509337,807,1316,1559,13843,7038259306445228801,7038259306445228801,72,7038259306445228801,original sound - aibi_or97,Айжана Усенова,6.785060002040038e+18,Айжана Усенова,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7038259305291778818.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/be84071cb938df137984125e13ed8872.json,False,False,,,,,[],0,0,Kyrgyzstan,#переписка,0,0,0,0,0,0,0,0,0,0
7,KZ,7099503182702791937,1652981897,🤍🕊#rek #fup #ВДухеFreestyle,6913392411079181318,🖤_azerka_🖤,🖤,0,False,https://m.tiktok.com/v/7099503182702791937.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099503182702791937&source=h5_m,1487854,401,14687,38750,89273,7099503174188288770,7099503174188288770,72,7099503174188288770,original sound - ay_2o.o9.o3_da,🖤_azerka_🖤,6.913392411079181e+18,🖤_azerka_🖤,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099503175056575234.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ca404575ca2eef4ddc6f340b06bc90e5.json,False,False,,,,,[],0,0,Kyrgyzstan,#rek #fup #ВДухеFreestyle,0,0,0,0,0,0,0,0,0,0
0,US,7100030419218763050,1653104653,Rhea is trying to call out my 7 year old daughter. 😅 #wwe #smackdown #wrestling #rhearipley #wrestlingtiktok @WWE,6806856984501175302,Mona,"IG and Twitter: mzan943
Wrestling fan. 
Makeup lover.",0,False,https://m.tiktok.com/v/7100030419218763050.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100030419218763050&source=h5_m,4874177,2394,568,114,270570,7100030382443301678,7100030382443301678,72,7100030382443301678,original sound - mzan943,Mona,6.806856984501175e+18,Mona,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100030415624260398.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#wwe #smackdown #wrestling #rhearipley #wrestlingtiktok,0,0,0,0,0,0,0,0,0,0
1,KG,7078327674740968705,1648051589,Very interesting game… #crushhousekg,6868668461289374721,Crush House,"На 5🍋  сделаем ФАН встречу😍 
 Inst:Crushhouse_",0,False,https://m.tiktok.com/v/7078327674740968705.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078327674740968705&source=h5_m,727113,415,418,864,54996,6981732667649755906,6981732667649755906,10036,6981732667649755906,Earth Defense Force,Emetsound,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd5417b94ab7451890e23bea1ce433c4,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7d738524cf6d4e3a95b6b9c7f52a47c9,False,True,,,,,[],0,0,Kyrgyzstan,#crushhousekg,1,0,0,0,0,0,0,0,0,0
2,US,7101586842843172097,1653467037,Anotha one 🫡🔥. #fyp #foryourpage #trending #viral #foryou #dance #elalfa,6951183548687238145,Kate & Loren,"Follow our Instagram for more^
   
Lebanese 🇱🇧 // 📍LA",0,False,https://m.tiktok.com/v/7101586842843172097.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101586842843172097&source=h5_m,1590740,178,472,1317,88147,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Kyrgyzstan,#fyp #foryourpage #trending #viral #foryou #dance #elalfa,0,1,0,1,0,1,0,0,0,0
3,KG,7102417508254141698,1653660441,@iwin.oo 🧀,6600718601161900037,Азамат🫀,"Instagram : azarteas
участник Crush House",0,False,https://m.tiktok.com/v/7102417508254141698.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102417508254141698&source=h5_m,428749,130,52,243,60684,7099116443559643910,7099116443559643910,72,7099116443559643910,original sound - spxedupsongs,Esteve <3,7.037579377487594e+18,Esteve <3,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099116443568622341.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b7875683d77a0e677af0438d3d039e3.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
4,IL,7075372456390774017,1647363524,#animalsoftiktok #vet #angrycat #fypシ #foryou #pethealthclinic #fypシ゚viral🖤tiktok #catsoftiktok,6853914643811795973,Moayad Jamhor,"Doctor Of Veterinary Medicine And Surgery 
 د. مؤيد جمهور - قلنسوة المثلث",0,False,https://m.tiktok.com/v/7075372456390774017.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075372456390774017&source=h5_m,116631738,36565,87044,86591,6697861,7075372452250946306,7075372452250946306,72,7075372452250946306,original sound - dr.moayadjamhor,Moayad Jamhor,6.853914643811796e+18,Moayad Jamhor,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075372435596069634.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b3cfa12d081bf6fd4e8698fb542c18d.json,False,False,,,,,[],0,0,Kyrgyzstan,#animalsoftiktok #vet #angrycat #fypシ #foryou #pethealthclinic #fypシ゚viral🖤tiktok #catsoftiktok,0,1,0,0,2,1,0,0,0,0
5,US,7079091601850567978,1648229455,It’s literally sideways #secretaccount,6563026338419310598,😳,"uh oh #secretaccount
a(ye)gender / they
21 ‼️
I kin problematic ENTJs",0,False,https://m.tiktok.com/v/7079091601850567978.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079091601850567978&source=h5_m,10217203,2701,2776,7894,236900,7079091617797311275,7079091617797311275,72,7079091617797311275,original sound - coffinone,😳,6.563026338419311e+18,😳,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079091642707266347.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#secretaccount,0,0,0,0,0,0,0,0,0,0
6,KZ,7103246960563358978,1653853564, ,6781129970767053829,Мобилограф ALMATY📲 IPHONE 13,❤️,0,False,https://m.tiktok.com/v/7103246960563358978.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103246960563358978&source=h5_m,415007,171,220,959,32857,7103246955199531777,7103246955199531777,72,7103246955199531777,original sound - orynbasarovvv12,Мобилограф ALMATY📲 IPHONE 13,6.781129970767054e+18,Мобилограф ALMATY📲 IPHONE 13,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103246911888460545.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
7,PH,7098605452782472475,1652772877,trying to be cute huhu,6586997852861235202,@PatrickTheStar🌟,"Road to 1M🥺🥳
DON'T SPAM LIKE PLEASE 🥹
IG➡️Patrickbantecil
YouTube channel 👇",0,False,https://m.tiktok.com/v/7098605452782472475.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098605452782472475&source=h5_m,1924072,1067,243,772,80722,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
0,UA,7103115826537975045,1653823032,"Ну что, а теперь ждём результат! Как думаете, мне пойдут кучеряшки?😬",169517841094848512,Кирилл БРИТНИ🤑,"inst: kirealss
Kyiv🇺🇦
Сотрудничество: kirillpetrenkowork@gmail.com / direct⬆️",0,False,https://www.tiktok.com/@kirealss/video/7103115826537975045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103115826537975045&source=h5_m,2051774,172,158,435,86619,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
1,PH,7102334060453760283,1653641011,I can't see really @tarankaaa  #dashataran,6815728053063894017,TEAM DASHANS 🇵🇭🇷🇺🇰🇷,"⚠️FAN ACCOUNT⚠️
2nd acc: @fadashataran",0,False,https://www.tiktok.com/@team_dashans/video/7102334060453760283?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102334060453760283&source=h5_m,4205422,1536,1604,4441,434610,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#dashataran,0,0,0,0,0,0,0,0,0,0
2,UA,7090466322999495941,1650877842,Божжееее #хочуврек,7063548402396038150,Buffalo,Всём привет я снимаю годные видео ставьте лайки и подписывайтесь чтоб не потерят,0,False,https://www.tiktok.com/@buffalomemez/video/7090466322999495941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090466322999495941&source=h5_m,17004237,12626,44503,22665,602455,6911350596247226370,6911350596247226370,10033,6911350596247226370,Грустная музыка,MR & AT,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0b13f7174d63448b8ab265538191fc16,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5445cb95bee546db8d3c311f7b59bc29,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1546617004', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#хочуврек,0,0,0,0,0,0,0,0,0,0
3,KG,7102223428224027906,1653615257, ,6955875778504999941,exorcest,🤦,0,False,https://www.tiktok.com/@exor.cest/video/7102223428224027906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102223428224027906&source=h5_m,72419,21,8,52,2475,6877545753183520770,6877545753183520770,10033,6877545753183520770,Crocko Laco,Ulukmanapo,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc067308eb874d5b8554bd95dea6f20b,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f33e3da84b8b404db40a9395a79f51ad,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1533702021', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
4,KG,7102062548731628802,1653577796,Ваши Мамы тоже такие?😅 @umidaodi.lova #bayelart #fyp #рекомендации,6651111292135587845,BAYELART,"FOLLOW MY INSTAGRAM↖️
Member of @crushhouse_
GOAL 2🍋",0,False,https://www.tiktok.com/@bayelbayga/video/7102062548731628802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102062548731628802&source=h5_m,239228,81,28,122,12242,7086477926132894470,7086477926132894470,10036,7086477926132894470,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16ed938aa03f47f99990ab584998ee21,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32f4070dfb2a447d87c154d854ebe59a,False,True,,,,,[],0,0,Kyrgyzstan,#bayelart #fyp #рекомендации,0,0,0,1,0,0,0,0,0,1
5,KG,7097586758296096001,1652535695,#цветглазэффект Habibi🥰 🇦🇪,6884571240406909954,Ajara_alisherovna,"Follow me 🥰
inst:ajar_1ife",0,False,https://www.tiktok.com/@ajar_a_/video/7097586758296096001?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097586758296096001&source=h5_m,415680,311,44,219,8487,7092151489073859333,7092151489073859333,72,7092151489073859333,malikas eid sound,malika <3,6.757579746063681e+18,malika <3,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092151472565439237.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3fb0c15ff09dd2b19f374472d3ff5c39.json,False,False,,,,,[],0,0,Kyrgyzstan,#цветглазэффект,0,0,0,0,0,0,0,0,0,0
6,KG,7093103382830828802,1651491827,Это называется кайф,6599567946536386566,Aivara,"Instagram: @raymoondii ✨
Bishkek, Kyrgyzstan 🇰🇬",0,False,https://www.tiktok.com/@aivaraa/video/7093103382830828802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093103382830828802&source=h5_m,4320069,6856,18327,18376,499945,7080641158057134853,7080641158057134853,72,7080641158057134853,original sound - bestspeedup,Spam = block <3,7.069805580160353e+18,Spam = block <3,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080641163115498246.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35111d33a9e893cde328334cd8563eea.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
7,BR,7088427142261853445,1650403055,#TheRock #rondarousey,7012376287143117830,mikaelmorais191,,0,False,https://www.tiktok.com/@mikael3.16/video/7088427142261853445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088427142261853445&source=h5_m,12487817,1404,3436,29267,325690,6829545618336189186,6829545618336189186,24,6829545618336189186,original sound - hphctngn (Contains music from: Aku Suka Body Mama Muda - Yanto DJ),"Contains music from: ""Aku Suka Body Mama Muda""",6.596129413384929e+18,hphuc,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/f156224ff8d0be4b9bf4455a93b76978.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/476968ebbd1e4db761459591e0763a07.json,False,False,Yanto DJ,Aku Suka Body Mama Muda,original sound - hphctngn (Contains music from: Aku Suka Body Mama Muda - Yanto DJ),"Contains music from: ""Aku Suka Body Mama Muda""",[],0,0,Kyrgyzstan,#TheRock #rondarousey,0,0,0,0,0,0,0,0,0,0
0,UA,7098770936387652869,1652811408,😅,6899812295799866374,Andrey,,0,False,https://www.tiktok.com/@andruliik/video/7098770936387652869?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098770936387652869&source=h5_m,6838598,479,444,1637,255263,7093723643569621762,7093723643569621762,72,7093723643569621762,original sound - semibaev777 (Contains music from: Ok Ok - Ulukmanapo),"Contains music from: ""Ok Ok""",7.027887211330176e+18,Semibaev,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093723623109724929.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52ff4da25ec9f7006368e57fd99c3e11.json,False,False,Ulukmanapo,Ok Ok,original sound - semibaev777 (Contains music from: Ok Ok - Ulukmanapo),"Contains music from: ""Ok Ok""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
1,FR,7080467721816673542,1648549858,Ball boy ⚽️ #tottenham #ballboy #magic #football #ucl #assist,7048242012152431621,FS2,"❕𝙁𝙤𝙤𝙩𝙗𝙖𝙡𝙡 𝙀𝙙𝙞𝙩𝙤𝙧 ❕
Banned at 960k 🥀
FRENCH 🇫🇷
Road to 1M 🎯",0,False,https://www.tiktok.com/@ftblstoryy/video/7080467721816673542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080467721816673542&source=h5_m,29458266,5771,27044,3078,1924352,7080467690619423493,7080467690619423493,72,7080467690619423493,original sound - ftblstoryy,FS2,7.048242012152432e+18,FS2,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080467704796154629.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38ebe224d1aefb28149db4a5e5e09215.json,False,False,,,,,[],0,0,Kyrgyzstan,#tottenham #ballboy #magic #football #ucl #assist,0,0,0,0,0,0,0,0,0,0
2,KZ,7102449843104173313,1653667970,💗,6989154258428527617,thehouse.16,"Always Teens, always 16🤘🏻
Cooperation📩 house16@st16.kz
Follow us on Instagram",0,False,https://www.tiktok.com/@thehouse.16/video/7102449843104173313?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102449843104173313&source=h5_m,997627,430,283,763,74051,7092395731911215878,7092395731911215878,72,7092395731911215878,i wanna i wanna ridee,quentin’,7.091964324415948e+18,quentin’,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092395735131360006.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51c18e4eedd89224941c3d0f95076293.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
3,US,7096847942119886126,1652363682,Sprite Cucumba #spicy,6852492533143553030,albert_cancook,"BUSINESS team@undercurrent.net

CHECK MY LINKS 👇🏻👇🏼👇🏾👇🏿",0,False,https://www.tiktok.com/@albert_cancook/video/7096847942119886126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096847942119886126&source=h5_m,10093242,1704,2039,10835,596791,7096847892236847918,7096847892236847918,72,7096847892236847918,original sound - albert_cancook (Contains music from: น้ำแดงน้ำส้ม - JV.JARVIS),"Contains music from: ""น้ำแดงน้ำส้ม""",6.852492533143553e+18,albert_cancook,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096847949392562986.mp3,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/29f3730ea7bfe399d662baed2577ff74.json,False,False,JV.JARVIS,น้ำแดงน้ำส้ม,original sound - albert_cancook (Contains music from: น้ำแดงน้ำส้ม - JV.JARVIS),"Contains music from: ""น้ำแดงน้ำส้ม""",[],0,0,Kyrgyzstan,#spicy,0,0,0,0,0,0,0,0,0,0
4,US,7082727396503194922,1649075980,#makeup #asmr #fyp #uk #foryou #usa #face,7039206742106604549,Glamour_Cuties,"🇺🇸Eyebrow is like the new moon.💄
Shop 👇👇👇",0,False,https://www.tiktok.com/@glamour_cuties/video/7082727396503194922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082727396503194922&source=h5_m,28357641,13696,39039,39631,1455912,7008301679820950278,7008301679820950278,72,7008301679820950278,U RIGHT X LUXURIOUS,Baby Q💖,6.893661397294761e+18,Baby Q💖,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7008301840295136005.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92fb9e623e213057ec17d57a8db6b9e5.json,False,False,,,,,[],0,0,Kyrgyzstan,#makeup #asmr #fyp #uk #foryou #usa #face,0,1,0,1,0,0,0,0,0,0
5,KG,7102408992328076545,1653658458,@azartea 🦶🏻,6627431491288694789,айвин,"follow my instagram🐢
member of @crushhouse_🐌🐿",0,False,https://www.tiktok.com/@iwin.oo/video/7102408992328076545?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102408992328076545&source=h5_m,380546,198,56,355,71263,7099116443559643910,7099116443559643910,72,7099116443559643910,original sound - spxedupsongs,Esteve <3,7.037579377487594e+18,Esteve <3,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099116443568622341.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b7875683d77a0e677af0438d3d039e3.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
6,KG,7091689391776730369,1651162607,☺️🤍,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7091689391776730369?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091689391776730369&source=h5_m,880182,455,211,866,100170,7019862529954351878,7019862529954351878,72,7019862529954351878,DJ Rony Remix (Contains music from: Sindhi Dialog (352) - Sajjad Ali Chandio),"Contains music from: ""Sindhi Dialog (352)""",6.780132320621708e+18,Rony,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7019862561542015749.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ba36682c23304b8c00f0bf1d6875a946.json,False,False,Sajjad Ali Chandio,Sindhi Dialog (352),DJ Rony Remix (Contains music from: Sindhi Dialog (352) - Sajjad Ali Chandio),"Contains music from: ""Sindhi Dialog (352)""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
7,TR,7096554815848729857,1652295426,Military Ve UFO👽 #ufos #ufo #aliens #alien #ufosighting #ufosky #ufologia #ce5 #ufosightings #ovni2022 #extraterrestres,7048463443385811969,UFO Fanatics,"Do you believe in Aliens?👽
 Follow for Never Seen UFO Content🛸",0,False,https://www.tiktok.com/@gizemli.videolar_/video/7096554815848729857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096554815848729857&source=h5_m,12592773,2075,15506,24963,245945,6861355060333398789,6861355060333398789,10036,6861355060333398789,Paris,Else,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9badd4ae733461fa81094af5b8be665,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ef0a6d12a52940cfaa870f9315b74f92,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461085630', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#ufos #ufo #aliens #alien #ufosighting #ufosky #ufologia #ce5 #ufosightings #ovni2022 #extraterrestres,0,0,0,0,0,0,0,0,0,0
0,KG,7092847358383262977,1651432217, ,6651132566701522950,SHABDANOVAaa,"Instagram: @shabdanova.aidai💌 
Участница : @crushhose_
Kyrgyzstan/Bishkek📍",0,False,https://www.tiktok.com/@shabdanovaaa/video/7092847358383262977?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092847358383262977&source=h5_m,594866,86,21,80,33513,7072533799778650922,7072533799778650922,72,7072533799778650922,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",6.716248483681207e+18,random videos,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072533820301478699.mp3,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/abdc0939ce8a51643e3a2f6a09c1f54a.json,False,False,Young Adon,My Favourite Curse Word,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
1,LU,7086486544063663361,1649951225,trim.3D2109B2-C408-400B-9EF1-6CBF0710E5E6,6815064756799669253,Жанна,"Мама двойни👼🏻👼🏻
Иман и Ислам 🖤🖤",0,False,https://www.tiktok.com/@kabatova94/video/7086486544063663361?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086486544063663361&source=h5_m,16361893,12925,86734,92583,749326,7086486526254729986,7086486526254729986,24,7086486526254729986,original sound - kabatova94,Жанна,6.815064756799669e+18,Жанна,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086486524941912834.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35733b0a59632cfccf8edce440126933.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
