,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
2,US,7098376481302154497,1652719566,Wonderful as you are,6705245568698254342,Wonderlife,"support@wonderlifestore.com📩📩
Fast Global Shipping ✈️
This is our only account",2,False,https://www.tiktok.com/@wonderlife.foryou/video/7098376481302154497?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098376481302154497&source=h5_m,8105291,3191,15627,915,482435,7077300555776920325,7077300555776920325,72,7077300555776920325,original sound - .00h.02m (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",6.993856931593995e+18,⠀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077300567269198598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1ae302af7fa9b42655aa0d251dde0e9.json,False,False,Demi Lovato,Cool for the Summer,original sound - .00h.02m (Contains music from: Cool for the Summer - Demi Lovato),"Contains music from: ""Cool for the Summer""",[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
3,DE,7086159216800566533,1649875012,Just a little different 🤌😍 #fy#joke#fürdich#fyp,6765594575445754885,Fabientietjen,"Insta📸 : Fabientietjen

📩 Fabien@thepeopleagency.net",0,False,https://www.tiktok.com/@fabien.tietjen/video/7086159216800566533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086159216800566533&source=h5_m,10387383,5288,13903,201,759774,6767836526366755590,6767836526366755590,72,6767836526366755590,original sound - mikajr97,Mika ♪,6.700635756916213e+18,Mika ♪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1652304315943974.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2671aafb94e2deb66a47adfd520d4d58.json,False,False,,,,,[],0,0,Christmas Island,#fy#joke#fürdich#fyp,0,0,0,0,1,1,0,0,0,0
4,BR,7075511713629539589,1647395949,Lychee time-lapse #timelapse #lapseclips #lychee #viral #rotting,7013131142585926662,Lapse Clips,Subscribe to YouTube:,0,False,https://www.tiktok.com/@lapseclips/video/7075511713629539589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075511713629539589&source=h5_m,48051837,3571,1877,8470,1125954,6766128122128500738,6766128122128500738,10033,6766128122128500738,Paris,Else,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aca63a99735047ac9989779640d493c7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7e13b36ea0bf4878848a43e561f9bc72,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461085630', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,#timelapse #lapseclips #lychee #viral #rotting,0,0,0,0,0,0,0,0,0,1
5,AU,7087777927886064898,1650251900,It triggers my cuteness aggression😩. #catloaf #catsoftiktok #cute #fyp #loaf #gingercat,6807592741989843974,Major Mapes,"Maple the cat who loves boxes, butt pats and bakes great loaves🐈
Melbourne🇦🇺",0,False,https://www.tiktok.com/@maplegingerboi/video/7087777927886064898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087777927886064898&source=h5_m,13176962,37335,67047,78343,2717487,7050570889636891439,7050570889636891439,72,7050570889636891439,i own seth (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",6.930276328261338e+18,OkayJordan💫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7050570927116962607.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f6e927695c8f7248fd0fe6fc8235cc0a.json,False,False,Caribbean Snake,Diging the sky,i own seth (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",[],0,0,Christmas Island,#catloaf #catsoftiktok #cute #fyp #loaf #gingercat,0,0,0,0,0,1,0,0,0,0
6,US,7078032766872603950,1647982926,Mental abuse is just as bad if not worse than physical 🙏 #WomenOwnedBusiness #DeserveADrPepperDuet #girls #mentalhealth #fyp  OV-@Ricky McDade,6804604439077536773,Mike,"Cape Coral, FL IG⬆️ 
Biz-Michael.j.gracia34@gmail.com
 Backup -officialmgracia34",0,False,https://www.tiktok.com/@mgracia34/video/7078032766872603950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078032766872603950&source=h5_m,18053191,38977,136477,4134,1620274,188467146820366336,188467146820366336,72,188467146820366336,original sound - snowflake1357,łüćŷ,9.280091994314752e+16,łüćŷ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/188467146820366336_1592641726.m4a,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d1ee731aab03e1799f24aed0c97caab1.json,False,False,,,,,[],0,0,Christmas Island,#WomenOwnedBusiness #DeserveADrPepperDuet #girls #mentalhealth #fyp,0,0,0,0,0,1,0,0,0,0
7,CA,7096612980699237637,1652308971,Dear future child! Be careful what you wish for🤣 #couple #funny #relationships #girlfriend #boyfriend,6722546287470822406,LoveK&R,"🤍🤍  
INSTAGRAM: @Kristenvp | @Mr._anderson18
💌partnerships@equationsales.com",0,False,https://www.tiktok.com/@kristenandreafe/video/7096612980699237637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096612980699237637&source=h5_m,27480451,16437,49877,292350,2723405,7043680768006458118,7043680768006458118,72,7043680768006458118,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",2.2245356847199027e+17,Jason Moments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7043680877330615046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7df030f082afbe22fd8ef3fc5a064e8e.json,False,False,Kaka,Tum Par Marte Hain,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",[],0,0,Christmas Island,#couple #funny #relationships #girlfriend #boyfriend,0,0,0,1,0,0,0,0,0,0
0,KR,7081837366993816833,1648868756,💍 🤵 👰,7074822840465425410,PSY,PSYchologist,0,False,https://www.tiktok.com/@42psy42/video/7081837366993816833?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081837366993816833&source=h5_m,69038352,52470,91660,164957,10829132,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
1,IT,7073522602316287237,1646932822,It's your turn to #keepitsimple 🤲🏿#learnfromkhaby #LearnOnTikTok @TikTok @Vinicius junior,127905465618821121,Khabane lame,"Se vuoi ridere sei nel posto giusto😎 
If u wanna laugh u r in the right place😎",0,False,https://www.tiktok.com/@khaby.lame/video/7073522602316287237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073522602316287237&source=h5_m,56510902,21145,8765,25991,4936286,7068807621117119278,7068807621117119278,72,7068807621117119278,original sound - triippyjermm (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",6.634554115862413e+18,triippyjermm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7068807647608343342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/da03b7398b27e9ee2365358cc069450a.json,False,False,will.i.am,Big And Chunky,original sound - triippyjermm (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,Christmas Island,#keepitsimple #learnfromkhaby #LearnOnTikTok,0,0,0,0,0,0,0,0,0,0
2,TR,7102706677232831745,1653727769,And we’re done :) 🎓🤍 #senior2022 #fyp #foryou #graduation #graduate,6716130357937587206,Rahaf_Sufian,Just for fun :))),0,False,https://www.tiktok.com/@rahaf_sufian/video/7102706677232831745?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102706677232831745&source=h5_m,15415304,4283,8129,21303,1208742,6941350506287647493,6941350506287647493,10036,6941350506287647493,Body,Russ Millions & Tion Wayne,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ace056400954199b0e748ba874b7e5a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db991c6c85574d75b681939edadd1714,True,True,,,,,[],0,0,Christmas Island,#senior2022 #fyp #foryou #graduation #graduate,0,1,0,0,0,1,0,0,0,0
3,US,7079555791962885419,1648337532,He was left alone for too long                     😂😂😂 @jlo1017 #fyp #InstaxChallenge #couple #AdventureVibes #HaloSilverTeam #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7079555791962885419?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079555791962885419&source=h5_m,165415604,54838,240209,161496,11955722,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,Christmas Island,#fyp #InstaxChallenge #couple #AdventureVibes #HaloSilverTeam #foryou,0,1,0,0,0,1,0,0,0,0
4,US,7073595105357204778,1646949702,here’s a recreation of my most viral video 🥺 #foryou #foryoupage #singing,6651700187301806086,Sami Rose,"18 
.
i love sad songs 
.
ENOUGH REMIX OUT NOW 🤍🎶",0,False,https://www.tiktok.com/@samii.rosee/video/7073595105357204778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073595105357204778&source=h5_m,20721867,14797,33705,239101,3345865,7073595068007238443,7073595068007238443,72,7073595068007238443,original sound - samii.rosee,Sami Rose,6.651700187301806e+18,Sami Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073595109291510574.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7ce6f354bdc473773b6040014cd2151a.json,False,False,,,,,[],0,0,Christmas Island,#foryou #foryoupage #singing,0,1,1,0,0,0,0,0,0,0
5,CA,7092393936429305131,1651326646,Don’t sleep on the hottest new rapper on the scene 🥸 #jigglejiggle #dogs #fypage,243568653877862400,Crusoe the Dachshund,"Those wiener dogs from YouTube 😋
———
DOWNLOAD MY NEW GAME, IT’S FREE 👇",0,False,https://www.tiktok.com/@crusoe_dachshund/video/7092393936429305131?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092393936429305131&source=h5_m,8520233,8983,66299,216,636602,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Christmas Island,#jigglejiggle #dogs #fypage,0,0,0,0,0,0,0,0,0,0
6,SA,7077672742027365633,1647899104, ,6677566951357350918,Majed,"البريد الإلكتروني  - E-mail

binsaaleh123@gmail.com",0,False,https://www.tiktok.com/@mnmnmnnmnmmn/video/7077672742027365633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077672742027365633&source=h5_m,44404201,86768,173183,124579,6160716,7077672747174415106,7077672747174415106,72,7077672747174415106,original sound - mnmnmnnmnmmn,Majed,6.677566951357351e+18,Majed,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077672688998812418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/96342b4f948e07904a29603922621cde.json,False,False,,,,,[],0,0,Christmas Island,,0,0,0,0,0,0,0,0,0,0
7,US,7076350886087298350,1647591335,Cash：MOM! sister alien is trying to breakout！ Let me show you!#catsoftiktok #catlover #cat #cutecat,6916916958085792774,Cash,"Helloew everyone, I'm talktive💰Cash and 💶Euro is my girl. 
Living in 📍L.A.",0,False,https://www.tiktok.com/@meow__cash/video/7076350886087298350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076350886087298350&source=h5_m,12864309,21788,83446,939,2938303,7076350822233180970,7076350822233180970,72,7076350822233180970,original sound - meow__cash,Cash,6.916916958085793e+18,Cash,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076350859914922794.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/05d4e72f60fcf9cb9e2bffbb89d351b7.json,False,False,,,,,[],0,0,Christmas Island,#catsoftiktok #catlover #cat #cutecat,0,0,0,0,0,0,0,0,0,0
0,US,7092610070466333998,1651376968,Reply to @sparklingcomet99 Almost missed the shoe 😪 #trend #dad #notviral,6760364431521285125,Nic Suarez,"🕺
mgmt: nick@underscoretalent.com",0,False,https://www.tiktok.com/@in_the_nic_of_time/video/7092610070466333998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092610070466333998&source=h5_m,42797489,31077,26240,69561,8374488,7082250350756907819,7082250350756907819,72,7082250350756907819,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",7.04176212468569e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082250387058707243.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/73b1325b2696a339f8ca8df42a836656.json,False,False,J. Cole,No Role Modelz,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",[],0,0,Christmas Island,#trend #dad #notviral,0,0,0,0,0,0,0,0,0,0
1,MX,7075078134395096325,1647294997,#yanstrang,6678870771882099717,sara bedolla,fan page #pdf,0,False,https://www.tiktok.com/@bedoufanpage/video/7075078134395096325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075078134395096325&source=h5_m,66976651,81015,110305,162841,9990553,7061271396685056774,7061271396685056774,72,7061271396685056774,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",7.060564211961742e+18,Spe3d_up_songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061271416649304837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b182c7614667851fe872d5217f0532f.json,False,False,Justin Bieber,Baby,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",[],0,0,Christmas Island,#yanstrang,0,0,0,0,0,0,0,0,0,0
2,ZA,7101725848054598917,1653499402,Amazing people🫶 #xyzbca #viral #ometv #fyp,256900885409210368,jeandre,"🇿🇦
Business:
xxjeandrexx@gmail.com
Check out my YouTube channel !!",0,False,https://www.tiktok.com/@jeandre.jvr/video/7101725848054598917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101725848054598917&source=h5_m,8292708,1935,1086,4875,1290691,7029043261298117381,7029043261298117381,72,7029043261298117381,Wasssssssup (Contains music from: Swim - Chase Atlantic),"Contains music from: ""Swim""",7.024477488835659e+18,Soha:)),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7029043382144060166.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a24e010f8756240c8d7f866e06e664ab.json,False,False,Chase Atlantic,Swim,Wasssssssup (Contains music from: Swim - Chase Atlantic),"Contains music from: ""Swim""",[],0,0,Christmas Island,#xyzbca #viral #ometv #fyp,0,0,0,0,0,1,0,0,0,1
