,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bissautiktok,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_guinebissautiktok,hash_tiktok,hash_trending,hash_viral
2,NG,7094607076701359365,1651841934,Kwesa kwesa !! 😎 W/ @itz_cdy & @toskysmash #crispdal #goviral #teamsam🔥 #trending #viral,6908079342631863302,Crispdal,"I bring beauty to music 🥰
Road to 2M 🕺🏽 
Dm For promotion ❤️
I REPLY ON IG",0,False,https://m.tiktok.com/v/7094607076701359365.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094607076701359365&source=h5_m,1399728,3209,1875,22769,159791,7089373731226684165,7089373731226684165,10036,7089373731226684165,Number One,Dj Consequence & Dj Tarico,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3db9cfb3b37b43bdb93324d82e6c4f43,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a2dfc04f45f04000b060616cd44b2dbc,False,True,,,,,[],0,0,Guinea-Bissau,#crispdal #goviral #teamsam🔥 #trending #viral,0,0,0,0,0,0,0,0,1,1
3,DE,7085041956727901446,1649614880,It’s all love .. abeg no bad energy here 🙏🏻,6885760985513788421,Trends Reaction☺️✌️,"All trending videos reaction
Thanks for 50k followers
Let’s hit 55k
No spam Like",0,False,https://m.tiktok.com/v/7085041956727901446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085041956727901446&source=h5_m,498089,1941,176,155,38831,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
4,US,7077682703193165102,1647901420, ,6786382529241302021,Moni,Instagram: @Imdatbitchmoni,0,False,https://m.tiktok.com/v/7077682703193165102.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077682703193165102&source=h5_m,1900379,728,1178,2128,58774,7062084720315239174,7062084720315239174,72,7062084720315239174,original sound - jg.uk (Contains music from: Ghetto Dance - Zerb),"Contains music from: ""Ghetto Dance""",7.027853312029378e+18,jamesy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062084717520571141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c02d08ad2258ae1b7d52985220e66ae3.json,False,False,Zerb,Ghetto Dance,original sound - jg.uk (Contains music from: Ghetto Dance - Zerb),"Contains music from: ""Ghetto Dance""",[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
5,ZA,7073898862179568897,1647020426, ,6921616341736752129,Lorraine Moropa,Let’s play!,0,False,https://m.tiktok.com/v/7073898862179568897.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073898862179568897&source=h5_m,17919240,5687,3955,119605,613082,7032531805613902593,7032531805613902593,72,7032531805613902593,original sound - newbitch18,newbitch18,7.005168965819942e+18,newbitch18,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7032531818779921154.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fcc1ffbda56c1d6f6befa6831bd0fb36.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
6,US,7102819831518432555,1653754114,😭😭😭 #selamcentral,7050807667379766278,SelamCentral_,"Our new account on tiktok 
💬 Dm content on ig to get posted",0,False,https://m.tiktok.com/v/7102819831518432555.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102819831518432555&source=h5_m,760928,1182,8982,275,30978,7102819786517957422,7102819786517957422,72,7102819786517957422,original sound - selamcentral_ (Contains music from: Love & Reggae - Collie Buddz),"Contains music from: ""Love & Reggae""",7.050807667379766e+18,SelamCentral_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102819822462946090.mp3,,False,False,Collie Buddz,Love & Reggae,original sound - selamcentral_ (Contains music from: Love & Reggae - Collie Buddz),"Contains music from: ""Love & Reggae""",[],0,0,Guinea-Bissau,#selamcentral,0,0,0,0,0,0,0,0,0,0
0,GW,7099561523923799301,1652995482, ,6929589094007899142,user2088432606198,,0,False,https://www.tiktok.com/@baronesa38/video/7099561523923799301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099561523923799301&source=h5_m,89525,193,146,104,3655,7099561523353242374,7099561523353242374,72,7099561523353242374,original sound - baronesa38,user2088432606198,6.929589094007899e+18,user2088432606198,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099561533276965638.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7092372620229807365,1651321684, ,7090634243886138370,user6249091675661,,0,False,https://www.tiktok.com/@sadraquinhas/video/7092372620229807365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092372620229807365&source=h5_m,95308,46,311,4455,2352,7092372585618377477,7092372585618377477,72,7092372585618377477,original sound - sadraquinhas,user6249091675661,7.090634243886138e+18,user6249091675661,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092372592187099910.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
2,BR,7100670918116019462,1653253783,#dueto com @marcelabritonunes #ginecologia #ginecologista #higieneintima #higiene,6865388718400799750,Dra Priscila Prebianca,"Ginecologista🐸 
Me segue no Ig @ginecomae
Consulta online 📲47 8894-2119",0,False,https://www.tiktok.com/@ginecomae/video/7100670918116019462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100670918116019462&source=h5_m,2224629,1933,1451,3234,104321,6722656094272883458,6722656094272883458,25,6722656094272883458,She Share Story (for Vlog),山口夕依,6.647470909311959e+18,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/829b4c8a915947b6b922214c6608832c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a18e9d70dbb048a9a4cf982292ee5134,True,True,,,,,[],0,0,Guinea-Bissau,#dueto #ginecologia #ginecologista #higieneintima #higiene,0,0,0,0,0,0,0,0,0,0
3,BR,7074608423366708486,1647185634,@yagomapoona ME SERVEEEE 😂😂😂 ❤️ #carminha #carminhaavenidabrasil #fy #fyp #viral,6807520261206868997,Phellyx,"phellyx@gaiah.ag
Instagram / @phellyxofficial",0,False,https://www.tiktok.com/@phellyxofficial/video/7074608423366708486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074608423366708486&source=h5_m,2443377,4514,3430,10242,353719,7073915219382651654,7073915219382651654,72,7073915219382651654,original sound - phellyxofficial,Phellyx,6.807520261206869e+18,Phellyx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074606221973572358.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b0d91d9d56ec8e11c47a7a70fe54ab0.json,False,False,,,,,[],0,0,Guinea-Bissau,#carminha #carminhaavenidabrasil #fy #fyp #viral,0,0,0,1,1,0,0,0,0,1
4,ES,7102085728607145221,1653583193,Dembouz and culers 🥰🔵🔴 #fcbarcelona #barcelona #barça #barçaontiktok #DeportesEnTikTok #dembele #australia #football,6594121926820872197,fcbarcelona,"🔵🔴 More than a Club. Més que un Club
🏟 #CampNou",0,False,https://www.tiktok.com/@fcbarcelona/video/7102085728607145221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102085728607145221&source=h5_m,4616256,840,476,4155,451319,7055366684722350854,7055366684722350854,72,7055366684722350854,original sound - cliphitesp (Contains music from: Ramenez la coupe à la maison - Vegedream),"Contains music from: ""Ramenez la coupe à la maison""",7.047572452793681e+18,ClipHitEsp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7055366691047738117.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/133f9f051a6e1c98d3f3390834651425.json,False,False,Vegedream,Ramenez la coupe à la maison,original sound - cliphitesp (Contains music from: Ramenez la coupe à la maison - Vegedream),"Contains music from: ""Ramenez la coupe à la maison""",[],0,0,Guinea-Bissau,#fcbarcelona #barcelona #barça #barçaontiktok #DeportesEnTikTok #dembele #australia #football,0,0,0,0,0,0,0,0,0,0
5,SA,7098226038416641282,1652684539, ,6742497262084375557,أمجد سليمان حميدي,"The name amjad 
Sudanese nationality 
Work chef 
The goal leads you forward.",0,False,https://www.tiktok.com/@amjadsuliman10/video/7098226038416641282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098226038416641282&source=h5_m,1338828,500,254,1776,17424,7098226034289478402,7098226034289478402,72,7098226034289478402,original sound - amjadsuliman10,أمجد سليمان حميدي,6.742497262084376e+18,أمجد سليمان حميدي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098269563061619458.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
6,NG,7102381387205922054,1653652033,I don wake up 🥰🥰🥰🥰🥰#_kuddydynasty #fyp #meme #foryoupage #meme #viralvideos #goviral #foryou,7026682950515934214,Kuddydynasty,7th December  twin  👯‍♀️ 🎂foodie 😋 I'm a big baby 🥺,0,False,https://www.tiktok.com/@_kuddydynasty/video/7102381387205922054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102381387205922054&source=h5_m,274916,162,140,1328,24075,7094606055795182342,7094606055795182342,72,7094606055795182342,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",6.763621678813464e+18,Meez_tori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094672736014584581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aab9110ee76c0085b385188cd7ea1412.json,False,False,Tekno,Buga,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",[],0,0,Guinea-Bissau,#_kuddydynasty #fyp #meme #foryoupage #meme #viralvideos #goviral #foryou,0,1,1,0,1,0,0,0,0,0
7,VN,7072666803016650010,1646733564,Gái xinh chiến đấu quái vật khủng 😱,6796263999316263942,BỒNG LAI CHANNEL,Xem video full thì qua bên Youtube kênh Bồng Lai Channel nhé mọi người 😍,0,False,https://www.tiktok.com/@bonglaichannel/video/7072666803016650010?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072666803016650010&source=h5_m,11729506,1362,1257,5105,310621,7072666819378563867,7072666819378563867,72,7072666819378563867,original sound - bonglaichannel,BỒNG LAI CHANNEL,6.796263999316264e+18,BỒNG LAI CHANNEL,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072666807101901595.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
0,GW,7099890083779628294,1653071980,memu sunhu 🇬🇼🇬🇼🇬🇼🇬🇼✌✌,6984181610988323845,King Bruno,KB BRUNO,0,False,https://www.tiktok.com/@kingbruno47/video/7099890083779628294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099890083779628294&source=h5_m,80669,27,277,134,4688,7099890080768789253,7099890080768789253,72,7099890080768789253,original sound - kingbruno47,King Bruno,6.984181610988324e+18,King Bruno,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099890078540991238.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7088434096690515206,1650404675,Lookinho de ontem💙🖤🤍🤎 #titapipoka #guinebissautiktok🇬🇼 #fypシ,6989289394582619142,Tita Pipoka,,0,False,https://www.tiktok.com/@titapipoka/video/7088434096690515206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088434096690515206&source=h5_m,100097,207,29,639,5169,6952234435941009409,6952234435941009409,10033,6952234435941009409,Ye Ye,Gerilson Insrael,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f3d14363f9b0406497599558c9e5443a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9700d03720b74aa4bb1a14412e4de938,False,True,,,,,[],0,0,Guinea-Bissau,#titapipoka #guinebissautiktok🇬🇼 #fypシ,0,0,0,0,0,1,1,0,0,0
2,NG,7079928669229157638,1648424351,#fypシ #fyp #blowthisup #duets #foryoupage,7017326894413644805,Gregg Boi👽💎,Instagram: @khhabyllame ⬆️ Follow,0,False,https://www.tiktok.com/@khhaby...llame/video/7079928669229157638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079928669229157638&source=h5_m,2229625,270,839,21289,106445,7012032667369621506,7012032667369621506,10033,7012032667369621506,AFRO-NAE,Kvng Vinci,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/999857231d094844a7c3ebeee85d16e9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a928a66363cc40b4aec5d5a05c4c982d,False,True,,,,,[],0,0,Guinea-Bissau,#fypシ #fyp #blowthisup #duets #foryoupage,0,0,1,0,1,1,0,0,0,0
3,DE,7096164819602017542,1652204624,#dúo con @abdulhaqq1234 🤔🤔🤔,6946888995612247046,pulloh Dimoh,,0,False,https://www.tiktok.com/@djeinaboupullohdi/video/7096164819602017542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096164819602017542&source=h5_m,216437,149,36,110,5361,7093776520182827781,7093776520182827781,72,7093776520182827781,original sound - abdulhaqq1234 (Contains music from: Tsa Ma Ndebele Kids - OSKIDO),"Contains music from: ""Tsa Ma Ndebele Kids""",6.98407360724997e+18,Abdulhaqq1234,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093776538692274950.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/410f13ecdc4cf41d971cedd4f862f057.json,False,False,OSKIDO,Tsa Ma Ndebele Kids,original sound - abdulhaqq1234 (Contains music from: Tsa Ma Ndebele Kids - OSKIDO),"Contains music from: ""Tsa Ma Ndebele Kids""",[],0,0,Guinea-Bissau,#dúo,0,0,0,0,0,0,0,0,0,0
4,FR,7098669262218267910,1652787737,😂😂,6793319929858884613,Bibiche Sow🇸🇳🇫🇷📍06,Hey ! N’hésitez pas à aller faire un tour sur mon site internet ❤️😘👇👇👇👇👇,0,False,https://www.tiktok.com/@bibichesow/video/7098669262218267910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098669262218267910&source=h5_m,253606,18,9,56,4393,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
5,NG,7102363939379399941,1653647971,❤️ #clintianoo,7101692481725350918,Clinton,"My backup page❤️
Incase the main one gets📌",0,False,https://www.tiktok.com/@iamclintianoo/video/7102363939379399941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102363939379399941&source=h5_m,695864,895,106,1580,73608,7089429907150834437,7089429907150834437,72,7089429907150834437,Why (Contains music from: Do Like That - Korede Bello),"Contains music from: ""Do Like That""",7.075831896256693e+18,YOUR BESTIE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098731748347169542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee198939ee989d90fbb2933b1ddc5c35.json,False,False,Korede Bello,Do Like That,Why (Contains music from: Do Like That - Korede Bello),"Contains music from: ""Do Like That""",[],0,0,Guinea-Bissau,#clintianoo,0,0,0,0,0,0,0,0,0,0
6,ES,7090235238609079558,1650824036, ,6824642904377246725,Manu bby❤️❤️,A tall mimada da mãe🇬🇼🇪🇸❤️❤️✅,0,False,https://www.tiktok.com/@manuelalarrissa85/video/7090235238609079558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090235238609079558&source=h5_m,136638,348,456,183,6284,7085836064179079941,7085836064179079941,72,7085836064179079941,original sound - fofagelfi,Fofa Fantexgelfi,7.008107011427894e+18,Fofa Fantexgelfi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085836085422836486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9684d94f9a3161e861661bab082ea62a.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
0,GW,7092180780994104581,1651277018,Pt mas tulo kum n’tene,6804638380459639813,Luís Pereira,,0,False,https://www.tiktok.com/@luispereira3junior/video/7092180780994104581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092180780994104581&source=h5_m,28220,8,17,700,796,7092180751693056774,7092180751693056774,72,7092180751693056774,original sound - luispereira3junior,Luís Pereira,6.80463838045964e+18,Luís Pereira,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092180779786144517.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7094547946963881222,1651828169,@anatalemignonacteur2 @safiofficiel,7040984545849017350,čhärö Lëğãñg Diallo,,0,False,https://www.tiktok.com/@charolegang2/video/7094547946963881222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094547946963881222&source=h5_m,69060,75,160,85,4091,7076435826460084226,7076435826460084226,10033,7076435826460084226,Manshallah - Faiza,Faiza,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f65336c6a10e4c66a932a0ec0ef111be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/836fc1666a79414da2e72f54762a9b43,False,True,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
2,NG,7079766019517975814,1648386480,#duet with @natashashukhla What a catch🫥,6810093131653284869,Iphe._a,"Follow my ig ⬆️
We here for fun 😜❤️😂🇳🇬
Add on Snap in the link below 👇🏽",0,False,https://www.tiktok.com/@iphe._a/video/7079766019517975814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079766019517975814&source=h5_m,910754,705,335,7739,44920,7077645063619693318,7077645063619693318,72,7077645063619693318,original sound - natashashukhla,Natasha Shukhla,7.071129073111959e+18,Natasha Shukhla,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077645056408128262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2521f0018ee9d783396b8e0fe4d2869.json,False,False,,,,,[],0,0,Guinea-Bissau,#duet,0,0,0,0,0,0,0,0,0,0
3,ES,7076524746262777094,1647631812, ,7062451169633453061,Junior andy fanki,Ce la vie qui compte,0,False,https://www.tiktok.com/@juniorandyfanki/video/7076524746262777094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076524746262777094&source=h5_m,188273,128,551,130,2956,7062828916897303301,7062828916897303301,72,7062828916897303301,original sound - djiwounkoun_k_tiktok,MontréBb la diablesse 💝🥰,6.987786037814117e+18,MontréBb la diablesse 💝🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062828922676742917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df53c7d60f57285b52474fc0b8500a7b.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
4,DE,7090164743507332357,1650807623, ,6944249215795479558,👸🏽,🔫,0,False,https://www.tiktok.com/@aj__me1/video/7090164743507332357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090164743507332357&source=h5_m,3206058,498,1129,319,242490,7074921905752525614,7074921905752525614,72,7074921905752525614,original sound - dakidlyric (Contains music from: Love Me Back (Fayahh Beat) - Trinidad Cardona & Robinson),"Contains music from: ""Love Me Back (Fayahh Beat)""",6.741454004695959e+18,🚀𝐷𝐴𝐾𝐼𝐷𝐿𝑌𝑅𝐼𝐶🧸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074921998043908907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9157bb9a0ae0537a58f8d72bd78d4bc3.json,False,False,Trinidad Cardona & Robinson,Love Me Back (Fayahh Beat),original sound - dakidlyric (Contains music from: Love Me Back (Fayahh Beat) - Trinidad Cardona & Robinson),"Contains music from: ""Love Me Back (Fayahh Beat)""",[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
5,NG,7082457188756720901,1649013066,I had to do it again 🔥😅 #fypシ #smoothg #teamsam🔥 #viral #trend #blowup #fy,6578456515421175813,Smooth G 🥶,"🇳🇬💫
Top Boy 👑
Thanks for the support Guys ❤️y’all 💯
800k??",0,False,https://www.tiktok.com/@smoothg_/video/7082457188756720901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082457188756720901&source=h5_m,3889526,1110,8739,96045,120837,7067654077760834310,7067654077760834310,72,7067654077760834310,Shut Up Remix (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",6.809977009579394e+18,charlesginus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067654084332964613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f906e81e457313c66ce9d02dbba4399.json,False,False,Dayin,Shut Up and Bend Over,Shut Up Remix (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",[],0,0,Guinea-Bissau,#fypシ #smoothg #teamsam🔥 #viral #trend #blowup #fy,0,0,0,1,0,1,0,0,0,1
6,DE,7090176969786084614,1650810469,#funny #funnyvideos #fyp #tiktok,6615565608926183430,🌪  Tornado 1261 🌪,Insta/(Tornado1261official),0,False,https://www.tiktok.com/@tornado1261/video/7090176969786084614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090176969786084614&source=h5_m,1463845,507,1352,2182,78068,6900756792566156033,6900756792566156033,72,6900756792566156033,original sound - zayhtet77 (Contains music from: Королева танцпола - Джаро & Ханза),"Contains music from: ""Королева танцпола""",6.70262741970102e+18,Zay Htet,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6900756706033208065.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03dd10479857d7943d57f295ff2747af.json,False,False,Джаро & Ханза,Королева танцпола,original sound - zayhtet77 (Contains music from: Королева танцпола - Джаро & Ханза),"Contains music from: ""Королева танцпола""",[],0,0,Guinea-Bissau,#funny #funnyvideos #fyp #tiktok,0,0,0,0,1,0,0,1,0,0
7,SA,7095055833146412289,1651946418,قميسو 🦣🦣💩#قميسو#جيش_السومو😎#سوق_البركه_بالمدينة#لك_عيسى_الحقوني_#المدينه_المنوره#المحمدية#المدينه_المنوره,6805278281232106502,السومو  الخال,"أول سومو خال و أقوى سومو في العالم🌏🌏
       وحياكم كلكم في سنابي abodi.sk8",0,False,https://www.tiktok.com/@bodomomo9/video/7095055833146412289?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095055833146412289&source=h5_m,2670695,198,368,4035,43276,7049124611669445382,7049124611669445382,72,7049124611669445382,Yoncé  (Contains music from: Partition - Beyoncé),"Contains music from: ""Partition""",6.805450592333563e+18,Atsuko Okatsuka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049124623203568389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/339465818667b64aa500526265eccad3.json,False,False,Beyoncé,Partition,Yoncé  (Contains music from: Partition - Beyoncé),"Contains music from: ""Partition""",[],0,0,Guinea-Bissau,#قميسو#جيش_السومو😎#سوق_البركه_بالمدينة#لك_عيسى_الحقوني_#المدينه_المنوره#المحمدية#المدينه_المنوره,0,0,0,0,0,0,0,0,0,0
0,GW,7080721130104835333,1648608860,Rasta Devano 🇬🇼🇬🇼🇬🇼,6966321334443901957,Rasta Devano,🇬🇼celebridade el negrito🇬🇼Rasta Devano ami simples ngosta d fasi amizade🇬🇼,0,False,https://m.tiktok.com/v/7080721130104835333.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080721130104835333&source=h5_m,108725,207,213,5620,3634,7080721087515855622,7080721087515855622,72,7080721087515855622,original sound - rastadevano,Rasta Devano,6.966321334443902e+18,Rasta Devano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080721095827475206.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7097289787937197317,1652466551, ,7073957268756431878,Wrsulina Fernandes,Seja você mesmo ♥️🇬🇼,0,False,https://m.tiktok.com/v/7097289787937197317.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097289787937197317&source=h5_m,67585,400,167,1696,3600,7097289796826188549,7097289796826188549,72,7097289796826188549,original sound - wrsulina,Wrsulina Fernandes,7.073957268756432e+18,Wrsulina Fernandes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097289781910260485.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
