,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
7,MV,7094548356076244229,1651828266,Which other names of coconut do you know? 😉 #maldives #maldivestiktok #dhivehi #dhivehitiktok #sunnysideoflife #visitmaldives #coconut,6803318498644706309,Viki Maldives,"homeless & jobless in Maldives 💃🏽
⚠️ JUST FOR FUN
I stand w/Ukraine &♥️🇲🇻",0,False,https://m.tiktok.com/v/7094548356076244229.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094548356076244229&source=h5_m,631751,167,85,152,5941,7094548306939874054,7094548306939874054,72,7094548306939874054,original sound - viki_maldives,Viki Maldives,6.803318498644706e+18,Viki Maldives,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094548299701291781.mp3,,False,False,,,,,[],0,0,Kuwait,#maldives #maldivestiktok #dhivehi #dhivehitiktok #sunnysideoflife #visitmaldives #coconut,0,0,0,0,0,0,0,0,0,0
0,MX,7100904234329083141,1653308106,😂🫶🏽,6890592109931594753,Camiso & Kassandra 👨🏽‍🦱👩🏻,"IG:Camisandra_off
camisandra@bts-agency.com",0,False,https://www.tiktok.com/@camisandra_/video/7100904234329083141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100904234329083141&source=h5_m,5766815,368,2610,2956,65661,6726375562752903942,6726375562752903942,72,6726375562752903942,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",6.682785956758685e+18,Кирилл,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1642181963988022.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/59ad7caae3718fcd8a11731c5634baa5.json,False,False,Miracle,Ozmodiar,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,CO,7102689728125799685,1653723826, ,7099778248549237766,💕 You Like My B1O 💟,👇 You Like It 💜,0,False,https://www.tiktok.com/@bsytss/video/7102689728125799685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102689728125799685&source=h5_m,4241031,408,5767,12409,47533,7094179885190908678,7094179885190908678,72,7094179885190908678,original sound - vvcstk,Tik Toker,7.094174843196868e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094179932762295046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cab0bac42836768496beb1b0dc43785.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,CA,7101821398326332678,1653521651,Ordering A Falafel Taco Box! 👌🏼 #shelbyscanada #shawarmalovers #arabtok #arabtik #fyp,6755064155948123142,Shelby’s,"Home Of The Longest Shawarma 🌯 (152.3)
Join the Society👇Follow us 👆on IG",0,False,https://www.tiktok.com/@shelbyscanada/video/7101821398326332678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101821398326332678&source=h5_m,4427559,1927,1960,2926,443755,6817375484368652290,6817375484368652290,10036,6817375484368652290,Shiina Ringo-like battle cool jazz,NakayamaNorikazu(BGM),,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/596ac95cbd42482ab4d42b9f52c32b0a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/16fba5cb314b46f78f76c603dfc56393,False,True,,,,,[],0,0,Kuwait,#shelbyscanada #shawarmalovers #arabtok #arabtik #fyp,0,0,0,1,0,0,0,0,0,0
3,TN,7093858260477840642,1651667585,Can you win this game ? 😍 #5mchouse #dogsofttiktok #eidmubarak #squidgame #glassbridge ‼️ Fake situation ❗️,6994420661054718977,5-Minute Crafts HOUSE,,0,False,https://www.tiktok.com/@5mc.house/video/7093858260477840642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093858260477840642&source=h5_m,28761425,3365,1247,5754,871734,7011006288477816834,7011006288477816834,10033,7011006288477816834,Pink Soldiers,23,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1fbc760c5789464b9df37079a1603038,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/80fb3053b25b44fdae56a66f4b481abc,False,True,,,,,[],0,0,Kuwait,#5mchouse #dogsofttiktok #eidmubarak #squidgame #glassbridge,0,0,0,0,0,0,0,0,0,0
4,AE,7103090810438044929,1653817206,#azeem_gour_07s #😄😄,6831264263233373189,Abdul Azeem,I'm Indian🇮🇳 work Dubai 🇦🇪,0,False,https://www.tiktok.com/@a_s_gour/video/7103090810438044929?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103090810438044929&source=h5_m,2417726,5015,13455,781,125379,7103090790578129666,7103090790578129666,72,7103090790578129666,original sound - a_s_gour,Abdul Azeem,6.831264263233373e+18,Abdul Azeem,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103090789589191426.mp3,,False,False,,,,,[],0,0,Kuwait,#azeem_gour_07s #😄😄,0,0,0,0,0,0,0,0,0,0
5,KW,7079069097895415042,1648224215,Kuwait 🇰🇼 & Ukraine 🇺🇦,6837563509443953670,Nat@Aliiya 🇺🇦ناتاليا 🇰🇼,"Hi🙋‍♀️I’m Nataliia ♏️ 🇺🇦✈️ Kuwait 🇰🇼📍
My Instagram➡️  Nataliia_92_official",0,False,https://www.tiktok.com/@nataliia_92_official/video/7079069097895415042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079069097895415042&source=h5_m,1576665,4565,679,2962,136895,7079069086822484738,7079069086822484738,72,7079069086822484738,original sound - nataliia_92_official,Nat@Aliiya 🇺🇦ناتاليا 🇰🇼,6.837563509443954e+18,Nat@Aliiya 🇺🇦ناتاليا 🇰🇼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079069034356001537.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c4a997654725f19800b01b08f2bbba1.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,PK,7102434412729519386,1653664376,jhuly Laal mastri#CtheChange #foryou #jaanriaz,6642539329606385670,Riaz jan,👇funy video subscribe 👇,0,False,https://www.tiktok.com/@jaanriaz/video/7102434412729519386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102434412729519386&source=h5_m,19464338,9455,51282,224351,749089,7091671023925431066,7091671023925431066,72,7091671023925431066,original sound - aneesjafer (Contains music from: Bolti hai nazar - Vijay Dayal),"Contains music from: ""Bolti hai nazar""",6.972220510059726e+18,Aneesjafer,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7091671053944048411.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38d3a6a3e60043fe0cf3884ecde301f9.json,False,False,Vijay Dayal,Bolti hai nazar,original sound - aneesjafer (Contains music from: Bolti hai nazar - Vijay Dayal),"Contains music from: ""Bolti hai nazar""",[],0,0,Kuwait,#CtheChange #foryou #jaanriaz,1,0,0,0,0,0,0,0,0,0
7,PH,7088658183027428635,1650456848,Wait for it🥹,6597612809469591553,Vladimir Grand,"Host🎤 Actor🎬 
PH Based🇵🇭   
BIZ: callmegrandbiz@gmail.com
IKON Media Inc.",0,False,https://www.tiktok.com/@callmegrand/video/7088658183027428635?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088658183027428635&source=h5_m,11968675,7786,43185,40523,486078,7088658176677382938,7088658176677382938,24,7088658176677382938,original sound - callmegrand,Vladimir Grand,6.597612809469592e+18,Vladimir Grand,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7088658201020762906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/68d90365930964361071c1478af0ede1.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
0,KW,7079885364009192706,1648414268,🐐,6726097818891813894,ahmad_omar22,"🙏الحمد لله 🙏
🌹صلي علي النبي🌹
شكرًا علي دعمكم …..❤️",0,False,https://www.tiktok.com/@ahmad_omar22/video/7079885364009192706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079885364009192706&source=h5_m,67249,11,79,7,4373,7079885336734026498,7079885336734026498,72,7079885336734026498,original sound - ahmad_omar22,ahmad_omar22,6.726097818891814e+18,ahmad_omar22,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079885343964547841.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,DO,7095366996287622406,1652018866,Míralo hasta el final,7052161790972822534,Yeimy Garcia,Sígueme en Instagram🔥😋😈👆,0,False,https://www.tiktok.com/@yeimygarcia011/video/7095366996287622406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095366996287622406&source=h5_m,4817830,592,606,3221,88852,6815707132504148741,6815707132504148741,72,6815707132504148741,original sound - mechyfissolo,Mechy Love ❤,6.754721054545282e+18,Mechy Love ❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663991739172885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b3fab68b6e17157776cc56730269b7e.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,JO,7102203380008750337,1653610589,#الشيخ_عثمان_الخميس #عثمان_الخميس #معاذ_الحافظ #اكسبلور,7010881730429125634,دعوة محبة,"﴿تَوَفَّنِي مُسْلِمًا وَأَلْحِقْنِي بِالصَّالِحِينَ﴾
—
انستغرام
@m0hammed_moaz",0,False,https://www.tiktok.com/@mohammed.moaz/video/7102203380008750337?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102203380008750337&source=h5_m,19158480,14558,108171,225269,712379,7102203325591948033,7102203325591948033,72,7102203325591948033,original sound - mohammed.moaz,دعوة محبة,7.010881730429126e+18,دعوة محبة,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102203276124343041.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/be5cbe897c0442bfddb9dc3033224973.json,False,False,,,,,[],0,0,Kuwait,#الشيخ_عثمان_الخميس #عثمان_الخميس #معاذ_الحافظ #اكسبلور,0,0,0,0,0,0,0,0,1,0
3,TH,7088991526444928283,1650534460,พร้อมโดนจับแล้วววว @jtklaurens #pov #fyp #viral #stitch,7069776790760735771,Phirain พิเรนทร์,"IG: florrain_

ติดต่องาน ⛈👇🏻👇🏻
ID LINE( Monthirafono )",0,False,https://www.tiktok.com/@florrain_/video/7088991526444928283?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088991526444928283&source=h5_m,60582988,23930,63392,102525,5010260,6853021156685941509,6853021156685941509,72,6853021156685941509,original sound - slowedss._.song (Contains music from: Ransom - Lil Tecca),"Contains music from: ""Ransom""",6.852872974526957e+18,Slowed song,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6853021111177792262.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2c42d32bfc526ac3448b740f61b89e3e.json,False,False,Lil Tecca,Ransom,original sound - slowedss._.song (Contains music from: Ransom - Lil Tecca),"Contains music from: ""Ransom""",[],0,0,Kuwait,#pov #fyp #viral #stitch,0,0,0,1,0,0,0,1,0,0
4,DE,7091565741350145285,1651133823,#foryou #kesfet #kesfetbeniöneçıkart #foryoupage #fyp #viral #clow #run,7015576071102383109,♛ 63/27 ♛,∂ιєηт zυя υηтєянαℓтυηg & 𝔘𝔫𝔱𝔢𝔯𝔰𝔱ü𝔱𝔷𝔲𝔫𝔤 😌♥️,0,False,https://www.tiktok.com/@memooriginal/video/7091565741350145285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091565741350145285&source=h5_m,6769685,318,1217,213,100795,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#foryou #kesfet #kesfetbeniöneçıkart #foryoupage #fyp #viral #clow #run,1,1,0,1,0,0,0,1,0,0
5,SA,7087780457802157314,1650252489,حقيقي 🤣🤣🤣##هشتاق_للرخوم #اكسبلورexplore #fypシ #fyp #رمضان #الهدا #الطايف,7031471705860899841,ALHANOUF,strong independent woman ✨🇸🇦,0,False,https://www.tiktok.com/@han0uf1/video/7087780457802157314?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087780457802157314&source=h5_m,9123733,4818,14382,27100,280034,6932517236892633857,6932517236892633857,72,6932517236892633857,original sound - albrens.nader,ألبرنس نادر🤙🏼0n_m,6.824547331595421e+18,ألبرنس نادر🤙🏼0n_m,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6932517199483783937.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9c9d02377e531de315bc0a02b487000e.json,False,False,,,,,[],0,0,Kuwait,##هشتاق_للرخوم #اكسبلورexplore #fypシ #fyp #رمضان #الهدا #الطايف,0,0,0,1,1,0,0,0,0,0
6,QA,7072079674720996610,1646596864, ,6793715058247320581,Ali  Al Thani🇶🇦🇶🇦🇶🇦,"🇶🇦Instagram - alialthani_19
🇶🇦Snapchat - alialthani7
🇶🇦Facebook - althania",0,False,https://www.tiktok.com/@alialthani7/video/7072079674720996610?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072079674720996610&source=h5_m,232406,964,967,503,12752,7005960532561807361,7005960532561807361,10033,7005960532561807361,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/587d21ee4ed54276805e7101f8a79b5f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6a2f5a1d75704501b89cf4ef7815e44c,False,True,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,US,7075959135178673450,1647500122,#fortnitememes #xyzbca #shitposting,7074857251870721070,Sprite but random,🔲 Sprite 🔳,0,False,https://www.tiktok.com/@spritebutrandom/video/7075959135178673450?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075959135178673450&source=h5_m,8488680,17690,25240,41085,837845,7075959033999625006,7075959033999625006,72,7075959033999625006,Sound,Sprite but random,7.074857251870721e+18,Sprite but random,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075959128828414766.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/90cbc4111d7fd13b3b44b7f014488478.json,False,False,,,,,[],0,0,Kuwait,#fortnitememes #xyzbca #shitposting,0,0,0,0,0,0,0,0,0,0
0,AZ,7091955275397188865,1651224514,#nerimanov #qızıl,6742554234719814662,Sehram Ibrahimov,,0,False,https://www.tiktok.com/@sehram610/video/7091955275397188865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091955275397188865&source=h5_m,25899512,1882,694,945,453754,7020217268852230146,7020217268852230146,10033,7020217268852230146,Helal Olsun Dayıoğlu - Club Remix,Dj Parliament,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/01dbe66dbade49c7ab24905c6b98ecdb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ebeb25b144594328be31c903de8b840d,False,True,,,,,[],0,0,Kuwait,#nerimanov #qızıl,0,0,0,0,0,0,0,0,0,0
1,PA,7097260424512457990,1652459715, ,7093346516874396678,Pamelatany,👇👇👇👇🙈🔞,0,False,https://www.tiktok.com/@pamelatany/video/7097260424512457990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097260424512457990&source=h5_m,6349333,461,2058,8182,136143,7077773241535777542,7077773241535777542,72,7077773241535777542,ČHÈČĶ МŶ þÒŖŅ0 ĨŃ МŶ βĨ0,💞open.me💞,7.07037144409016e+18,💞open.me💞,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077773216210586373.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d72f9bfad7753f33fe438a29800817ba.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,IT,7100256370556996870,1653157262,Rispondi a @dy3mwoc7gagr  #couple #love,6821410470806569989,Michele & Ginevra,"IG: ginevra_furmiglieri   michele_costanzo_
✉️ mickyeginny@gmail.com",0,False,https://www.tiktok.com/@michyeginny/video/7100256370556996870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100256370556996870&source=h5_m,6137593,776,992,1604,153649,6832448649671248646,6832448649671248646,72,6832448649671248646,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7971e94538ed4d5cc2c4df802602d2b3.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/804f35986df21a62f3ca7fd567c8a3df.json,False,False,,,,,[],0,0,Kuwait,#couple #love,0,0,0,0,0,0,0,0,0,0
3,QA,7100246834718805253,1653155043,Keep them wondering🌚👀 #eat974 #trend,6742977282018640901,Eat.974,"Qatar’s food Ambassador 🏆
Snap and Insta: Eat.974
New Youtube Video!!!! 👇🏻",0,False,https://www.tiktok.com/@eat.974/video/7100246834718805253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100246834718805253&source=h5_m,284099,177,177,216,7849,6834322610956897030,6834322610956897030,72,6834322610956897030,original sound - w.harris28 (Contains music from: Pimpin Ain't Eazy - Kodak Black),"Contains music from: ""Pimpin Ain't Eazy""",6.721929917254911e+18,Warren🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6834322530006829830.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0712b701731ff70273156192cb0b9d16.json,False,False,Kodak Black,Pimpin Ain't Eazy,original sound - w.harris28 (Contains music from: Pimpin Ain't Eazy - Kodak Black),"Contains music from: ""Pimpin Ain't Eazy""",[],0,0,Kuwait,#eat974 #trend,0,0,0,0,0,0,0,0,0,0
4,EG,7101627851140615430,1653476587,Dr Bean,6876023473237705730,"👑⚔ ""مـوتـشـا"" ⚔👑",,0,False,https://www.tiktok.com/@motha.edits/video/7101627851140615430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101627851140615430&source=h5_m,7764475,4320,5615,34884,784151,7101627826986388229,7101627826986388229,72,7101627826986388229,original sound - motha.edits,"👑⚔ ""مـوتـشـا"" ⚔👑",6.876023473237706e+18,"👑⚔ ""مـوتـشـا"" ⚔👑",False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101627813698095878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5631f7ffcacefdd40338df323e2207d0.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
5,SA,7103111304960953601,1653821978,#اكسبلور #foryou #fyp #4u,6942554114408924162,اسراري,Love your self <3,0,False,https://www.tiktok.com/@u.7xn/video/7103111304960953601?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103111304960953601&source=h5_m,1403364,2029,7721,9639,112199,7102765878307015425,7102765878307015425,72,7102765878307015425,original sound - gorouventi,just venti,6.95625296266263e+18,just venti,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102765856450480897.mp3,,False,False,,,,,[],0,0,Kuwait,#اكسبلور #foryou #fyp #4u,1,0,0,1,0,0,0,0,1,0
6,QA,7101980320714476801,1653558651, ,6849473481882682373,🇶🇦_ᴘʳⁱⁿᴄᵉˢˢ _🇶🇦,"=>OFW_QATAR=<
'No One oWNed mE'
  ❤waitiNg❤",0,False,https://www.tiktok.com/@futureko10xiloveu/video/7101980320714476801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101980320714476801&source=h5_m,68737,338,22,84,8160,7082081878525610754,7082081878525610754,72,7082081878525610754,original sound - iyakhyar0v (Contains music from: Possible Invasion - Lohenhiem),"Contains music from: ""Possible Invasion""",6.70084433522498e+18,idris,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082081850247695106.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df406c6b8a68c16a14adb2ffc59c3d82.json,False,False,Lohenhiem,Possible Invasion,original sound - iyakhyar0v (Contains music from: Possible Invasion - Lohenhiem),"Contains music from: ""Possible Invasion""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,CA,7082582212222176517,1649042177,#duet with @deborahyowa save the #fish,6608229780943306757,Ricky Berwick,"Your not so normal video entertainer!
For business: ricky@LFM.tv",0,False,https://www.tiktok.com/@therickyberwick/video/7082582212222176517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082582212222176517&source=h5_m,3002148,825,1461,3254,67266,7071920583717473029,7071920583717473029,72,7071920583717473029,original sound - deborahyowa,Deborah yowa,6.81603295737748e+18,Deborah yowa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071920554424486662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9235712454872526fbddc294913f97ae.json,False,False,,,,,[],0,0,Kuwait,#duet #fish,0,0,0,0,0,0,0,0,0,0
0,QA,7098334430699261190,1652709776,ما قدرت امسك حالي🥲 I couldn’t hold my excitement… thank you so much for this once in a lifetime opportunity 🥺 @ooredooqatar  @psg  #neymar #psg #qatar #قطر #fyp,6575879221213396997,AJNABIYEH,"Natalia | نتاليا الاجنبية 
Greek/Polish who loves Arabic
Based in 🇯🇴 & 🇶🇦",0,False,https://www.tiktok.com/@ajnabiyeh/video/7098334430699261190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098334430699261190&source=h5_m,16930322,16918,15541,38821,2067555,7097619004306557701,7097619004306557701,72,7097619004306557701,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097619038330735365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a8ecba8ea89685e75f5960792355c3e.json,False,False,Glass Animals,Heat Waves,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,Kuwait,#neymar #psg #qatar #قطر #fyp,0,0,0,1,0,0,0,0,0,0
1,SA,7070673531599736065,1646269471,مرعب 😭,6975167460526867457,لمحة “7,"﴿وَلِمَنْ خَافَ مَقَامَ رَبِّهِ جَنَّتَانِ﴾
[الرحمن - ٤٦]",0,False,https://www.tiktok.com/@tktoki11/video/7070673531599736065?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070673531599736065&source=h5_m,25136365,10207,24199,48083,805034,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,KW,7103505227193584898,1653913696,🙄🙄🙄🙄🙄,6816360586710221830,꧁𓊈 𝐏𝐫𝐚𝐭𝐡𝐚 𓊉꧂,పేజీ ఓపెన్ చేశారుగా నచ్చితే ఫాలో చేయండి డైలీ పోస్ట్ అప్లోడ్ & ఓల్డ్ సాంగ్స్,0,False,https://www.tiktok.com/@pratha883/video/7103505227193584898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103505227193584898&source=h5_m,1423449,329,207,691,22876,7103505216754354945,7103505216754354945,72,7103505216754354945,original sound - pratha883,꧁𓊈 𝐏𝐫𝐚𝐭𝐡𝐚 𓊉꧂,6.816360586710222e+18,꧁𓊈 𝐏𝐫𝐚𝐭𝐡𝐚 𓊉꧂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103505224330775297.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
3,GB,7096892959802789125,1652374158,Ameen. #fypfypfyp #islamic_video #islamic_media #islamvideos #dua #ameen #inshallah #muslims #goviral #fyp #muslimfyp #foryoupage #jannah #viral,7048762525127181317,helpwithislam,"Islamic Reminders
Don’t Forget to Pray",0,False,https://www.tiktok.com/@helpwithislam/video/7096892959802789125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096892959802789125&source=h5_m,1044312,3661,15324,14344,156069,6995963613638888198,6995963613638888198,72,6995963613638888198,original sound - smile_2_jannah,Smile_2_Jannah,6.908417804124063e+18,Smile_2_Jannah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6995963700918160133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ff37ac39c8ead803bd692cc8a22c5f9c.json,False,False,,,,,[],0,0,Kuwait,#fypfypfyp #islamic_video #islamic_media #islamvideos #dua #ameen #inshallah #muslims #goviral #fyp #muslimfyp #foryoupage #jannah #viral,0,1,0,1,0,0,0,1,0,0
