,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_israel,hash_trending,hash_viral,hash_פוריו,hash_اكسبلور,hash_فلسطين
0,IL,7078008264922778881,1647977221,Israel is here to stay 🇮🇱 #israel #fyp #israeli,6785031878930220037,Hananya Naftali,I’m that Israeli who talks to the camera about peace in the Middle East 🕊,0,False,https://www.tiktok.com/@hananyanaftali/video/7078008264922778881?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078008264922778881&source=h5_m,132603,2381,107,167,8706,6671095953610509058,6671095953610509058,141,6671095953610509058,Close Encounters,HuntorPrey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c689bc1f497d4aa189449a4282a3b708,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/882aeb3e89ea47cfa6613e7a5ffeacd1,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1331126571', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#israel #fyp #israeli,0,0,1,0,1,0,0,0,0,0
1,IL,7103610377535065346,1653938180,הממשלה הזאת עולה לכולנו ביוקר  ‼️,6867491921787683845,Benjamin Netanyahu - נתניהו,"הטיקטוק של בנימין נתניהו -
🇮🇱🇮🇱🇮🇱",0,False,https://www.tiktok.com/@bnetanyahu/video/7103610377535065346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103610377535065346&source=h5_m,57998,477,107,96,6950,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,,,,,[],1683439005981702,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,IL,7093200102935858434,1651514347,Israel haters are ✨OBSESSED✨ 🥰 stand with Israel 🇮🇱❤️@4ilorg,6761896581039408134,Orin Julie - Queen Of Guns,"IPSC Shooter, Combat Reservist, Shooting Instructor
ISRAEL 
Use code ORIN50⬇️",0,False,https://www.tiktok.com/@orinjulie/video/7093200102935858434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093200102935858434&source=h5_m,290742,752,50,77,12324,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
3,IL,7103226169369103618,1653848722, ,6739797208935482373,Muohamad Juma,,0,False,https://www.tiktok.com/@muohamadjuma/video/7103226169369103618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226169369103618&source=h5_m,867513,2074,7128,11859,70272,7103226155101145857,7103226155101145857,72,7103226155101145857,original sound - muohamadjuma,Muohamad Juma,6.739797208935482e+18,Muohamad Juma,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103226135202958082.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,FR,7095691345569910022,1652094386, ,7016253694128833542,פיקוד הכוחות המיוחדים,🇹🇷✡️🇮🇱 סגן אלוף,0,False,https://www.tiktok.com/@kartal.380/video/7095691345569910022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095691345569910022&source=h5_m,5012450,0,3243,558,124605,7054947665678781190,7054947665678781190,72,7054947665678781190,original sound - kartal.380,פיקוד הכוחות המיוחדים,7.016253694128834e+18,פיקוד הכוחות המיוחדים,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7054947703486548741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c82376b8341f8e4d1c506821d5f3dc0c.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7097564800095390978,1652530582,חברים לא תאמינו הוא הסכים לעשות איתי טיקטוק! #פוריו,6806733817593545730,Hilli_miller,"Dancer (:
🤍🤍🤍💗💗💗",0,False,https://www.tiktok.com/@hilli_miller/video/7097564800095390978?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097564800095390978&source=h5_m,1541765,4358,1141,28,117462,7097564789542603522,7097564789542603522,72,7097564789542603522,original sound - hilli_miller,Hilli_miller,6.806733817593546e+18,Hilli_miller,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097564755853904641.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f77811fa28856d51dedc82fa796a65a.json,False,False,,,,,[],0,0,Israel,#פוריו,0,0,0,0,0,0,0,1,0,0
6,CO,7091361381328407814,1651086237, ,7088777540646831109,miss_jackie11,58🤫,0,False,https://www.tiktok.com/@miss_jackie11/video/7091361381328407814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091361381328407814&source=h5_m,9069691,2216,11931,11428,320932,6811968697339579141,6811968697339579141,72,6811968697339579141,original sound - hizqueen_100,HizQueen💯,6.601044405204779e+18,HizQueen💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663078503873590.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05e6ff0faf6ea31abb4839a05347fe16.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,US,7091092909675597099,1651023727,they lowkey be flirting 👀,14956611,Maddie and Elijah,"YT: Maddie and Elijah 2M 🥰

📧: lamont@empiresocialmgmt.com",0,False,https://www.tiktok.com/@maddieandelijah/video/7091092909675597099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091092909675597099&source=h5_m,710371,205,745,330,72702,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
0,IL,7102779701122419970,1653744774,الرد على @1_mohammad_7_x_3 مين بعرف يافا؟؟ #جماعة_ابو_حميد #fyp,7065056289668105217,جماعة آبو حميد بلقلب والله♥️,"الحساب البديل بإسم ( ابو حميد شخصيًا)✅
Insta 👉🏽(ahmadmaher_official)
ألأسآسي⬇️",0,False,https://www.tiktok.com/@abo7med_official/video/7102779701122419970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102779701122419970&source=h5_m,528082,1007,1597,1793,14699,7102779704926538498,7102779704926538498,72,7102779704926538498,original sound - abo7med_official (Contains music from: Salameh محكمة #دس الكل  # راب الاردن - Ahmad),"Contains music from: ""Salameh محكمة #دس الكل  # راب الاردن""",7.065056289668105e+18,جماعة آبو حميد بلقلب والله♥️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102779702644984577.mp3,,False,False,Ahmad,Salameh محكمة #دس الكل  # راب الاردن,original sound - abo7med_official (Contains music from: Salameh محكمة #دس الكل  # راب الاردن - Ahmad),"Contains music from: ""Salameh محكمة #دس الكل  # راب الاردن""",[],0,0,Israel,#جماعة_ابو_حميد #fyp,0,0,1,0,0,0,0,0,0,0
1,QA,7098331654283955461,1652709131,"So much emotion… a dream of so many, I can’t believe it. حلم كل طفل و حلمي من زمان، مش مصدقة… شكراً من كل قلبي على هاي الفرصة @ooredooqatar @psg 🥺❤️ #messi #ooredooqatar #قطر",6575879221213396997,AJNABIYEH,"Natalia | نتاليا الاجنبية 
Greek/Polish who loves Arabic
Based in 🇯🇴 & 🇶🇦",0,False,https://www.tiktok.com/@ajnabiyeh/video/7098331654283955461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098331654283955461&source=h5_m,12829774,9652,8408,22520,1416134,7097619004306557701,7097619004306557701,72,7097619004306557701,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097619038330735365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a8ecba8ea89685e75f5960792355c3e.json,False,False,Glass Animals,Heat Waves,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,Israel,#messi #ooredooqatar #قطر,0,0,0,0,0,0,0,0,0,0
2,US,7094437965006540078,1651802558,Real life don’t let her fool you she get cray 😂 @jenniferstano #mrsandmrs #lgbtcouples #iloveyourshirt #skit,6793861870547289093,Danielle Tortorello,"Be kind to each other

♓️ 🏳️‍🌈❤️

Follow me on Instagram",0,False,https://www.tiktok.com/@danielletortorello/video/7094437965006540078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094437965006540078&source=h5_m,4778315,1362,4149,1513,324796,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Israel,#mrsandmrs #lgbtcouples #iloveyourshirt #skit,0,0,0,0,0,0,0,0,0,0
3,US,7080311459611282734,1648513476,Whose underwear are these !?!?!?!????,6618625927126663174,Summer Sky,"Master Of None
Cash App $ummersky
Instagram Summerskyvibe",0,False,https://www.tiktok.com/@summerskyvibe/video/7080311459611282734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080311459611282734&source=h5_m,37549082,84413,61807,17445,3216052,7080311452430568234,7080311452430568234,72,7080311452430568234,original sound - summerskyvibe,Summer Sky,6.618625927126663e+18,Summer Sky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080311465206401834.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,US,7077231098907888938,1647796272,Animals belong in the wild…not a prison. #zoo #zoos #animalsoftiktok #animals #billieeilish #lion #lions #lionsoftiktok #wildanimal #wildanimals #animalrights #vegan,6963395054312899590,_RobBanks,"Trying to make the world a better place. 
Follow me on IG @Rob__Banks.",0,False,https://www.tiktok.com/@_robbanks/video/7077231098907888938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077231098907888938&source=h5_m,11470060,11973,4360,3315,797829,6614106622463592453,6614106622463592453,10009,6614106622463592453,when the party's over,Billie Eilish,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/00d7cd79eb6b4495aef5899e93b00ee8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/598028252f09478394aa92c0df0fdea7,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1452831358', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#zoo #zoos #animalsoftiktok #animals #billieeilish #lion #lions #lionsoftiktok #wildanimal #wildanimals #animalrights #vegan,0,0,0,0,0,0,0,0,0,0
5,IL,7103141268565396737,1653828955,#stitch with @allthingsassyrian The best Israeli food😋🤤 #fyp #foryou #viral #פוריו #fypシ,6948701175223419909,Yanai_The_Ron,עושה גם בר מצוות,0,False,https://www.tiktok.com/@yanai_the_ron/video/7103141268565396737?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103141268565396737&source=h5_m,357301,2628,2592,1910,49893,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#stitch #fyp #foryou #viral #פוריו #fypシ,1,0,1,1,0,0,1,1,0,0
6,IL,7103012430594215170,1653798959, ,7028235285319009286,wlaa_khalaile,حساب جديد…صارو مسكرينلي 359 حساب 🤪توخدوش عقلبكو كلو للمزح وللضحك: انا مش متنمر…,0,False,https://www.tiktok.com/@wlaa_khalaile/video/7103012430594215170?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103012430594215170&source=h5_m,1017816,289,769,1047,26247,7099963971637218091,7099963971637218091,72,7099963971637218091,original sound - abood.mh16,A B OO D,7.081300199087457e+18,A B OO D,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099964006244404014.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/be46927ade049353349d2611b052f8cb.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7091249367318809857,1651060156,#rge #foryou שי לייי💋💋,6744441631913870342,𝗡𝗼𝘆𝗮 𝗮𝘀𝗵𝗮𝘀𝗵🦋,"💋💋💋💋💋💋💋💋💋💋💋💋💋💋
Instagram : Noya_ashash1",0,False,https://www.tiktok.com/@noyaashash5/video/7091249367318809857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091249367318809857&source=h5_m,948316,1014,635,922,72355,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#rge #foryou,1,0,0,0,0,0,0,0,0,0
0,IL,7080023529814609153,1648446438,#fyp #4u,6852276143942697989,orelruimi_,"זו ארצי , לבנות ולהיבנות בה 🇮🇱
𓂆 ✡︎",0,False,https://www.tiktok.com/@orelruimi_/video/7080023529814609153?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080023529814609153&source=h5_m,23110,59,7,0,3063,7072182858357410565,7072182858357410565,72,7072182858357410565,original sound - yolandafister (Contains music from: Lavel Up - Sunashi Rom),"Contains music from: ""Lavel Up""",6.924322216269104e+18,yolanda fister,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072182874849463045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cfbadad181b8f0a92fc4e0c95ec9c073.json,False,False,Sunashi Rom,Lavel Up,original sound - yolandafister (Contains music from: Lavel Up - Sunashi Rom),"Contains music from: ""Lavel Up""",[],0,0,Israel,#fyp #4u,0,0,1,0,0,0,0,0,0,0
1,IL,7103611995303202050,1653938554,ואז צעקו לי שיש ג׳וק על הבמה.,6832171634351637510,Noa Kirel,Dale Promo is OUT ! 🔥,0,False,https://www.tiktok.com/@noakirel/video/7103611995303202050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103611995303202050&source=h5_m,96472,221,53,102,8385,7099461030572460033,7099461030572460033,10033,7099461030572460033,DALE PROMO,Metro The Savage & Noa Kirel,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1d6771fbf5484479bec623f2eda26ad0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b1976379e7d74856b4f583c571e7cb81,False,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,US,7103380539150847274,1653884664,"הסרטון למטרת education בלבד, נא לא לשלוח שנאה לאף אחד מהמוזכרים בסרטון. (מעלה שוב למי שלא הספיק לראות) #פוריו #ישראלבידור #הצינור #סטטיק ￼",7034027753276523567,danielamram22,"חשבון מספר 2 *מדבר על מה שמעניין אותי*
אם אתם קוראים את זה תעקבו בטלגרם👇",0,False,https://www.tiktok.com/@danielamram22/video/7103380539150847274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103380539150847274&source=h5_m,387813,893,1930,550,25742,7103380531898829611,7103380531898829611,72,7103380531898829611,original sound - danielamram22,danielamram22,7.034027753276524e+18,danielamram22,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103380567592569646.mp3,,False,False,,,,,[],0,0,Israel,#פוריו #ישראלבידור #הצינור #סטטיק,0,0,0,0,0,0,0,1,0,0
3,IL,7084509678373244162,1649490950,كيف بتتوقع ردة فعل إمك تكون 🤔🤔 ‼️ #تلفزيونكم_TVcom #رمضان_كريم #فلسطين #رام_الله,7053813943692690434,تلفزيونكم - TVcom,,0,False,https://www.tiktok.com/@tvcom__/video/7084509678373244162?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084509678373244162&source=h5_m,1385066,786,950,66,63236,7084509673717943042,7084509673717943042,72,7084509673717943042,original sound - tvcom__,تلفزيونكم - TVcom,7.05381394369269e+18,تلفزيونكم - TVcom,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084509577810676482.mp3,,False,False,,,,,[],0,0,Israel,#تلفزيونكم_TVcom #رمضان_كريم #فلسطين #رام_الله,0,0,0,0,0,0,0,0,0,1
4,IL,7102402346281422081,1653656911,ستو انااا🤣❤️@hayasweiiid,6884695656745796609,ShadyAshi,No bio yet,0,False,https://www.tiktok.com/@shady.ashi/video/7102402346281422081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102402346281422081&source=h5_m,1456900,565,997,135,83204,7102402343198526210,7102402343198526210,72,7102402343198526210,original sound - shady.ashi,ShadyAshi,6.884695656745797e+18,ShadyAshi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102403155392350977.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11a989a8c31563ed9dc350de2a716341.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7093073370798935298,1651484839,#القدس #كفرعقب @ii.bakeer.xr,7006695061979218945,Famous figure ✌🏻❤️,"my only account 🖤✨
follow instagram 👋🏻✨",0,False,https://www.tiktok.com/@abdalla_.isk/video/7093073370798935298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093073370798935298&source=h5_m,752928,698,311,719,32611,7084981710074022657,7084981710074022657,72,7084981710074022657,original sound - gti.xp,Mohamed.odeh2 😍💔,7.031561784519869e+18,Mohamed.odeh2 😍💔,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084981659799456513.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fc0a185773a3a2b51e4ac2f24e72522b.json,False,False,,,,,[],0,0,Israel,#القدس #كفرعقب,0,0,0,0,0,0,0,0,0,0
6,IL,7095473367192554754,1652043633,אני עייפה😴.#foryou,6818988111214035974,Sara Masasa,,0,False,https://www.tiktok.com/@saramasasa55/video/7095473367192554754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095473367192554754&source=h5_m,901115,4763,2438,39,65632,7095473352655325953,7095473352655325953,72,7095473352655325953,original sound - saramasasa55,Sara Masasa,6.818988111214036e+18,Sara Masasa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095473280081595138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af0bdfc70bf99344ac8e10086706c666.json,False,False,,,,,[],0,0,Israel,#foryou,1,0,0,0,0,0,0,0,0,0
7,IL,7089795731858541829,1650721706,Responder a @mahmoudhawa7 This is Israel 🇮🇱 and I’m in love 😍🇲🇽#israel #palestine #mexico #ישראל #travel,6802289062590972934,💕Pink Doll ASMR💕,ASMR made with love 💕🙏🏼🎁🍒,0,False,https://www.tiktok.com/@pinkdollasmr/video/7089795731858541829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089795731858541829&source=h5_m,64279,378,13,11,1911,7089795715174140678,7089795715174140678,72,7089795715174140678,original sound - pinkdollasmr,💕Pink Doll ASMR💕,6.802289062590973e+18,💕Pink Doll ASMR💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089795705056889605.mp3,,False,False,,,,,[],0,0,Israel,#israel #palestine #mexico #ישראל #travel,0,0,0,0,1,0,0,0,0,0
0,US,7098554718145760555,1652761065,#marry #proposal #love,6859504625378395142,KERROBANDZ,Instagram - Kerrosro,0,False,https://m.tiktok.com/v/7098554718145760555.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098554718145760555&source=h5_m,8234270,5678,17613,989,1110498,7098554670037175082,7098554670037175082,72,7098554670037175082,original sound - kerrybandzz,KERROBANDZ,6.859504625378395e+18,KERROBANDZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098554720746490670.mp3,,False,False,,,,,[],0,0,Israel,#marry #proposal #love,0,0,0,0,0,0,0,0,0,0
1,VN,7096408578222787883,1652261387,Trêu anh à😎 #thegioidongvat #dongvat #animals #lionking,7088485648055501866,Kênh Động Vật,Giải trí- Thư giãn với những video vui vẻ❤️,0,False,https://m.tiktok.com/v/7096408578222787883.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096408578222787883&source=h5_m,3152059,2068,842,893,39383,7096408253046836010,7096408253046836010,24,7096408253046836010,original sound - giaitritv.2403,Kênh Động Vật,7.088485648055502e+18,Kênh Động Vật,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096408527601912622.mp3,,False,False,,,,,[],0,0,Israel,#thegioidongvat #dongvat #animals #lionking,0,0,0,0,0,0,0,0,0,0
2,US,7085828009407696171,1649797897, ,6881634439203816453,The Sicilian father,Just my funny outlook on life. Subscribe to my YouTube channel “Frankie”,0,False,https://m.tiktok.com/v/7085828009407696171.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085828009407696171&source=h5_m,19941787,10916,90464,1928,2290191,7085827958690138926,7085827958690138926,72,7085827958690138926,original sound - frankie4057,The Sicilian father,6.881634439203816e+18,The Sicilian father,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085828007503416106.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae67967e2111572db78207f6c97473d5.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
3,US,7093383333035478318,1651557009,Reply to @chanelleamberr  of course 😎 pt 2 is way more chaotic lol #universalstudios #universalstudioshollywood #animalactors #fyp,6975718880509969414,drylint,"i edraw 🤖
$adrianbalencia 🫶🏼",0,False,https://m.tiktok.com/v/7093383333035478318.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093383333035478318&source=h5_m,1395902,366,834,29,164146,7093383282406034219,7093383282406034219,72,7093383282406034219,original sound - drylints,drylint,6.975718880509969e+18,drylint,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093383331051572011.mp3,,False,False,,,,,[],0,0,Israel,#universalstudios #universalstudioshollywood #animalactors #fyp,0,0,1,0,0,0,0,0,0,0
0,IL,7103403776123358465,1653890076,#متابعه_الحساب_الثاني @omar_rajabi2 #المسجد_الأقصى_المبارك_باب_العمود_القدس_لنا🇵🇸🕌 #فلسطين_عاصمه_القدس #فولو #دمج #دويتو #كومينت #viral #اكسبلور,6660756854274457606,ابو عوض,لا اله الا الله محمد رسول الله,0,False,https://www.tiktok.com/@omar_rajabi1/video/7103403776123358465?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103403776123358465&source=h5_m,1475864,1487,2532,166,57638,7103403774215064321,7103403774215064321,72,7103403774215064321,original sound - omar_rajabi1,ابو عوض,6.660756854274458e+18,ابو عوض,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103403763544623873.mp3,,False,False,,,,,[],0,0,Israel,#متابعه_الحساب_الثاني #المسجد_الأقصى_المبارك_باب_العمود_القدس_لنا🇵🇸🕌 #فلسطين_عاصمه_القدس #فولو #دمج #دويتو #كومينت #viral #اكسبلور,0,0,0,0,0,0,1,0,1,0
1,IL,7103224827988692226,1653848410,😛 #fyp #מיזאת dc : @ofek.shoval,14356703,Anna Zak,"""מי זאת"" עכשיו ביוטיוב!!✨
music@itmodels.co.il",0,False,https://www.tiktok.com/@anna.zak/video/7103224827988692226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103224827988692226&source=h5_m,309395,287,105,3,26507,7099461032497661953,7099461032497661953,10033,7099461032497661953,מי זאת 2,אנה זק,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e630d01ad77b40b6b0adb54f9d0405f1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/84dfabfdf3ef4698976e72417643e5dd,False,True,,,,,[],0,0,Israel,#fyp #מיזאת,0,0,1,0,0,0,0,0,0,0
2,US,7100892328834927915,1653305334,اشتركو بقناتي على اليوتيوب فالرابط ❤️,6877409630039147526,بدر آل صفر,"👆 تابعوني على انستقرام   

اشتركو بقناتي على يوتيوب 👇",0,False,https://www.tiktok.com/@arabicbaderalsafar/video/7100892328834927915?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100892328834927915&source=h5_m,1184329,2509,501,690,17304,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
