,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
2,US,7093505054665182510,1651585349,Can you believe this was our first take #ShowYourJOWO #dallas #dentalstudent #dentalschool #FORDfortheBuilders #dentistry #tamu,6926388871627146246,Clayton Cooper,"You might laugh but probably won’t learn anything here
⬇️DiagnosUs ⬇️",0,False,https://www.tiktok.com/@blaytonbooper/video/7093505054665182510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093505054665182510&source=h5_m,6894228,1859,3733,3681,645219,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,British Indian Ocean Territory,#ShowYourJOWO #dallas #dentalstudent #dentalschool #FORDfortheBuilders #dentistry #tamu,0,0,0,0,0,0,0,0,0,0
3,US,7101363295612947754,1653414992, ,6959933543171507205,Ted.life.hacks,"Wonderful ideas🧠🧠

Life's Little Helper🦾🦾

Follow me now!👀👀👀",0,False,https://www.tiktok.com/@ted.life.hacks/video/7101363295612947754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101363295612947754&source=h5_m,14210306,4150,1066,6286,402390,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
4,DE,7094328021448002822,1651776961,Giants??💀 #googleearth #googlemaps #googlemapsfun,6881988720120300546,gmapsfun,"Best Maps places worldwide 🤯 
Coordinates on streetviewfails.com",0,False,https://www.tiktok.com/@googlemapsfun/video/7094328021448002822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094328021448002822&source=h5_m,6785424,5150,1534,218,310145,6781516994932951814,6781516994932951814,72,6781516994932951814,original sound - dt2unpoco (Contains music from: Introduction To The Afterglow - Anchors For Airplanes),"Contains music from: ""Introduction To The Afterglow""",6.645450297887506e+18,DeTodoUnPoco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1655647618462774.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07b58606eafb67a3eb924e9b9c267657.json,False,False,Anchors For Airplanes,Introduction To The Afterglow,original sound - dt2unpoco (Contains music from: Introduction To The Afterglow - Anchors For Airplanes),"Contains music from: ""Introduction To The Afterglow""",[],0,0,British Indian Ocean Territory,#googleearth #googlemaps #googlemapsfun,0,0,0,0,0,0,0,0,0,0
5,SA,7088422383740112130,1650401947,Habibi  💞! #fyp,6783581806257112069,اينعم سلطان  | SuLTAN,"I respond on Instagram 
-
4M?",0,False,https://www.tiktok.com/@n0dd/video/7088422383740112130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088422383740112130&source=h5_m,60322912,150499,538057,376774,6637760,7080321664210225946,7080321664210225946,24,7080321664210225946,Habibi (Contains music from: Habibi (Albanian Remix) - Ricky Rich & Dardan),"Contains music from: ""Habibi (Albanian Remix)""",7.041659789374817e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7080321668639410971.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53fd4805d1913dbfa27b9826667fd331.json,False,False,Ricky Rich & Dardan,Habibi (Albanian Remix),Habibi (Contains music from: Habibi (Albanian Remix) - Ricky Rich & Dardan),"Contains music from: ""Habibi (Albanian Remix)""",[],0,0,British Indian Ocean Territory,#fyp,0,0,0,0,0,1,0,0,0,0
6,TH,7077891216452488474,1647949968,งับตูด 🤣🦛#hippo #ขาหมูแอนด์เดอะแก๊ง,6792447936360170497,ขาหมู แอนด์เดอะแก๊ง,"น้องๆอยู่ที่สวนสัตว์เปิดเขาเขียว 
ติดตามเพิ่มเติมได้ที่ Facebook  🦛link👇",0,False,https://www.tiktok.com/@khamoo.andthegang/video/7077891216452488474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077891216452488474&source=h5_m,31990591,11890,23268,17731,1821340,7077891227764640538,7077891227764640538,24,7077891227764640538,original sound - khamoo.andthegang,ขาหมู แอนด์เดอะแก๊ง,6.79244793636017e+18,ขาหมู แอนด์เดอะแก๊ง,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7077891232902417178.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0c434a7670405426e3caa14b9e4db27c.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#hippo #ขาหมูแอนด์เดอะแก๊ง,0,0,0,0,0,0,0,0,0,0
7,TH,7102997558837906714,1653795494,เจ้แขกได้บอกไว้ 555,6526498608995516418,ปังปอนไง จ่ะใครล่ะ,,0,False,https://www.tiktok.com/@pondok007/video/7102997558837906714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102997558837906714&source=h5_m,557691,104,688,806,28477,7102997568728501018,7102997568728501018,24,7102997568728501018,original sound - pondok007,ปังปอนไง จ่ะใครล่ะ,6.526498608995516e+18,ปังปอนไง จ่ะใครล่ะ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102997577074756378.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
0,US,7070613645843074346,1646255527,I forgot how to control my face,6813900387314254854,Neda,"IG: @hijabiluscious
🇮🇷 🇺🇸",0,False,https://www.tiktok.com/@hijabiluscious/video/7070613645843074346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070613645843074346&source=h5_m,9852316,41526,54213,47551,538461,7070613605380721454,7070613605380721454,72,7070613605380721454,original sound - hijabiluscious,Neda,6.813900387314255e+18,Neda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070613641187347243.mp3,,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
1,US,7073581447780715822,1646946522,When you live in an apartment complex and neighbors arguing outside #catsoftiktok #fypシ #cats,6662940735224561669,Christina,"30
Dog/cat mom 🐶🐱
Disney obsessed
Ecletic Witch
DIY obsessed",0,False,https://www.tiktok.com/@tinkthestink101/video/7073581447780715822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073581447780715822&source=h5_m,9359374,18625,140160,24203,735733,6818366602061400838,6818366602061400838,72,6818366602061400838,original sound - therealfiveoh (Contains music from: Shawty Krazy - Yung Mari),"Contains music from: ""Shawty Krazy""",6.731148175383463e+18,Five-OH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/734d36d6648336fae02557150302f48b.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2ec303b56f016cbe8b9bbb6d43ce3a5.json,False,False,Yung Mari,Shawty Krazy,original sound - therealfiveoh (Contains music from: Shawty Krazy - Yung Mari),"Contains music from: ""Shawty Krazy""",[],0,0,British Indian Ocean Territory,#catsoftiktok #fypシ #cats,0,0,0,0,0,0,1,0,0,0
2,US,7101329864380370222,1653407205,When you’re trying to do a trend but you have kids #fyp #funny #momanddad #husbandandwife #couple #couplegoals #comedу #foryou #viral #trending #4u #trend #foryoupage #thecarlins,6779163752090059782,The Carlin’s,We love ALL 2.6M of you🤍Follow us on IG: _gabbycarlin and YT: The Carlin Family,0,False,https://www.tiktok.com/@thecarlinfamily/video/7101329864380370222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101329864380370222&source=h5_m,3146297,638,6674,3782,186341,6856519789666503429,6856519789666503429,72,6856519789666503429,original sound - akandrose,Ak & Rose,6.794973595246249e+18,Ak & Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6856519742514105094.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d20eaee6b9f56cd77f11d21657d1db2e.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#fyp #funny #momanddad #husbandandwife #couple #couplegoals #comedу #foryou #viral #trending #4u #trend #foryoupage #thecarlins,0,1,1,1,0,1,0,0,0,1
3,SA,7082835484254276865,1649101146, ,7016218300611822597,...,"🇸🇦🇵🇭
ig.madroph16
♎",0,False,https://www.tiktok.com/@roshilty/video/7082835484254276865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082835484254276865&source=h5_m,11157793,19006,22764,37587,856772,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,Verdun Remix,Wait A Minute (Tik Tok Edit) - Remix,original sound - nianaguerrero (Contains music from: Wait A Minute (Tik Tok Edit) - Remix - Verdun Remix),"Contains music from: ""Wait A Minute (Tik Tok Edit) - Remix""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
4,US,7085866922297838890,1649806957,Teaching her patience 😂😂😂 @jlo1017 #fyp #ScreamItOut #laugh #TurboTaxAndRelax #ProjectBroadway #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7085866922297838890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085866922297838890&source=h5_m,8064116,3694,26805,1402,395342,7085392867748924206,7085392867748924206,72,7085392867748924206,original sound - telykast,TELYKast,1.7039071738139853e+17,TELYKast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085392904725908270.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/015cb115918e0e49643b4ddba078f71d.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#fyp #ScreamItOut #laugh #TurboTaxAndRelax #ProjectBroadway #foryou,0,1,0,0,0,1,0,0,0,0
5,GB,7102813558483799301,1653752654,‘that was sick actually’ hahahahaha,24998214,ANNEMARIE,Give me cake and crisps and Malibu,0,False,https://www.tiktok.com/@annemarie/video/7102813558483799301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102813558483799301&source=h5_m,240666,266,40,85,34419,7090977692686109445,7090977692686109445,72,7090977692686109445,📞 I JUST CALLED - OUT NOW ❤ (Contains music from: I Just Called - NEIKED & Anne-Marie & Latto),"Contains music from: ""I Just Called""",24998214.0,ANNEMARIE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090977694011165446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/190a34b344279be9df2c15c38d97dae3.json,False,False,NEIKED & Anne-Marie & Latto,I Just Called,📞 I JUST CALLED - OUT NOW ❤ (Contains music from: I Just Called - NEIKED & Anne-Marie & Latto),"Contains music from: ""I Just Called""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
6,US,7100923588986866990,1653312612,#monkey,6951133459743212549,Monkey,💕Thanks for your follow 💕,0,False,https://www.tiktok.com/@poormonkey/video/7100923588986866990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100923588986866990&source=h5_m,7277776,4430,8329,25624,270393,7100923501300730667,7100923501300730667,72,7100923501300730667,original sound - poormonkey,Monkey,6.951133459743213e+18,Monkey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100923562202270510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4b5c3064bfdd1afc80f1a363d8a9dfd5.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#monkey,0,0,0,0,0,0,0,0,0,0
7,US,7070609500197096746,1646254562,Satisfying Paint Protection Film on a corvette here at Relentless Shine! #relentlessshine #paintprotectionfilm #paintprotection #corvette,6997106146591687685,RelentlessShine,San Antonio's Premier Paint Protection Company. #Clearbra #Ceramiccoating #Tint,0,False,https://www.tiktok.com/@relentlessshine/video/7070609500197096746?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070609500197096746&source=h5_m,21899390,545,1491,2375,158230,7070609463304047402,7070609463304047402,72,7070609463304047402,original sound - relentlessshine,RelentlessShine,6.997106146591688e+18,RelentlessShine,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070609501757524782.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/88d0d5fd6386d1c671f53cb9bd600931.json,False,False,,,,,[],0,0,British Indian Ocean Territory,#relentlessshine #paintprotectionfilm #paintprotection #corvette,0,0,0,0,0,0,0,0,0,0
0,SA,7077672742027365633,1647899104, ,6677566951357350918,Majed,"البريد الإلكتروني  - E-mail

binsaaleh123@gmail.com",0,False,https://m.tiktok.com/v/7077672742027365633.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077672742027365633&source=h5_m,44386542,86762,173158,124577,6160070,7077672747174415106,7077672747174415106,72,7077672747174415106,original sound - mnmnmnnmnmmn,Majed,6.677566951357351e+18,Majed,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077672688998812418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/96342b4f948e07904a29603922621cde.json,False,False,,,,,[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
1,KR,7100038786217774337,1653106604,@kotik_mrmrr,6960144433606951942,Poplyash,🇰🇷,0,False,https://m.tiktok.com/v/7100038786217774337.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100038786217774337&source=h5_m,3589306,3395,2376,7332,275017,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,British Indian Ocean Territory,,0,0,0,0,0,0,0,0,0,0
