,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gabon,hash_humour,hash_pourtoi,hash_tiktok,hash_tiktokgabon,hash_viral
0,GA,7093594663747095813,1651606213,L’amour s’arrache même si tu ne veux pas de moi je t’aurais 🥰##humor #detente #sentiment #gabon #humour241 #tontonobiang,6828599382221620229,Tonton obiang,"Comédien 100%😹🎭
Gabon🇬🇦
Adolescent 🧜🏾‍♂️
Atingezameeee❤️
Anininiiiii😂",0,False,https://www.tiktok.com/@tontonob/video/7093594663747095813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093594663747095813&source=h5_m,947270,2419,5731,29383,95295,7093594647469001477,7093594647469001477,72,7093594647469001477,original sound - tontonob,Tonton obiang,6.82859938222162e+18,Tonton obiang,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093594647838526213.mp3,,False,False,,,,,[],0,0,Gabon,##humor #detente #sentiment #gabon #humour241 #tontonobiang,0,0,0,0,1,0,0,0,0,0
1,FR,7076809896066436358,1647698204,POV : Quand Boruto reviens dans le passé. #funnynarutovideos #funnynaruto #narutoshipudencosplay #narutouzumaki #narutocosplay #naruto #cosplayer #cosplay #pourtoi #foryou,6718332843371856902,velvet,"Cosplayeuse Française
Insta : @velvet.san
Youtube : Velten",0,False,https://www.tiktok.com/@velvet.cosplay/video/7076809896066436358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076809896066436358&source=h5_m,262582,174,82,68,23118,6996270834973199109,6996270834973199109,72,6996270834973199109,utilise,warrengln,6.804397374203758e+18,warrengln,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6996366512776874758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/369517e32026748ed40d0282495a1f47.json,False,False,,,,,[],0,0,Gabon,#funnynarutovideos #funnynaruto #narutoshipudencosplay #narutouzumaki #narutocosplay #naruto #cosplayer #cosplay #pourtoi #foryou,1,0,0,0,0,0,1,0,0,0
2,NG,7095442922304310533,1652036544,#BUGA 🦚🦚🦚,6808546376440759301,greatvado,#Buga 🦚- Out now,0,False,https://www.tiktok.com/@greatvado/video/7095442922304310533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095442922304310533&source=h5_m,24517202,16182,67480,463864,1940595,7095442927916157701,7095442927916157701,72,7095442927916157701,original sound - greatvado (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.808546376440759e+18,greatvado,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095442917216619270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6d7f0a027e883f2397c7cd60fb539f9b.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - greatvado (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Gabon,#BUGA,0,0,0,0,0,0,0,0,0,0
3,GA,7099082842281430278,1652884030,#comedie #humour #Interviewgabon🇬🇦 #rire_tiktok #johandr3 #justepourrire #tiktikgabon🇬🇦tiktok #tiktok,6915414231837639686,le docteur de la comédie,No bio yet,0,False,https://www.tiktok.com/@johan.dr3/video/7099082842281430278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099082842281430278&source=h5_m,144024,390,248,1635,16059,7098441649957374726,7098441649957374726,72,7098441649957374726,original sound - rachelinemimii,Racheline Mimii,6.81337137865964e+18,Racheline Mimii,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098441662426336006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/772bc30f158cb2baaf1e237f8bf01a7f.json,False,False,,,,,[],0,0,Gabon,#comedie #humour #Interviewgabon🇬🇦 #rire_tiktok #johandr3 #justepourrire #tiktikgabon🇬🇦tiktok #tiktok,0,0,0,0,0,1,0,2,0,0
4,FR,7102858080622234885,1653763025,Répondre à @fulanidoll75  vos avis en commentaire ? #deba #albi,6839388392590296069,Lizoo 🤍,"Albinos Life 🤍
Moi, ma vie et mon albinisme !
📩lizoomayy@gmail.com",0,False,https://www.tiktok.com/@lizoo_mayy/video/7102858080622234885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102858080622234885&source=h5_m,666186,879,84,42,45016,7102858082962656005,7102858082962656005,72,7102858082962656005,original sound - lizoo_mayy,Lizoo 🤍,6.839388392590296e+18,Lizoo 🤍,False,True,https://video-va.tiktokv.com/storage/v1/tos-useast2a-v-27dcd7/a9c8102f230a49e9bb59174b70833375?a=1233&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&btag=80000&ft=uYoccg3-InzqACyoABM&mime_type=audio_mpeg&qs=6&rc=ZmhnOjM8NjM8OTg1NzU0OEBpamo5amQ6Zm45ZDMzNzU8M0AuNDY0YWEzXjUxMi8tNGJjYSNrbi9scjRfazZgLS1kMTZzcw%3D%3D&l=202205302203130102230730491769B9D1&x-tos-algorithm=v2&x-tos-authkey=5bf25627da095a5cba28ace592de46cc&x-tos-expires=1653969807&x-tos-signature=lwVTFoyKodBkz48PNIeUwWbbSMs,,False,False,,,,,[],0,0,Gabon,#deba #albi,0,0,0,0,0,0,0,0,0,0
5,FR,7102719936753044742,1653730856,#bring #back #memories #verifymetitiktok #movie #😂😂😂😂 #tiktok #freeboik3 #nigeria,6531783002609947663,Freeboik3,"Guys join our WhatsApp group to gain followers, likes DM me directly pawpaw fans",0,False,https://www.tiktok.com/@freeboik3/video/7102719936753044742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102719936753044742&source=h5_m,747658,334,2728,889,67239,7102719893485357830,7102719893485357830,72,7102719893485357830,original sound - freeboik3,Freeboik3,6.531783002609948e+18,Freeboik3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102719908818995973.mp3,,False,False,,,,,[],0,0,Gabon,#bring #back #memories #verifymetitiktok #movie #😂😂😂😂 #tiktok #freeboik3 #nigeria,0,0,0,0,0,0,0,1,0,0
6,FR,7103479563145039109,1653907723,Le monde entier est dans l’excès,6851557425917772806,Dadju_life,"Compte fan TikTok de @dadju
Suivez nous aussi sur notre compte Instagram 👆🏼",0,False,https://www.tiktok.com/@dadju_life/video/7103479563145039109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103479563145039109&source=h5_m,417714,445,348,198,27748,7099018727949191942,7099018727949191942,72,7099018727949191942,original sound - dadju.community (Contains music from: Ambassadeur - Animateur: Brigade - Dadju),"Contains music from: ""Ambassadeur - Animateur: Brigade""",7.002767654504039e+18,Dadju,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099018756759767813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa7693b26fd5a1a5ef5c0fc630ca8fc1.json,False,False,Dadju,Ambassadeur - Animateur: Brigade,original sound - dadju.community (Contains music from: Ambassadeur - Animateur: Brigade - Dadju),"Contains music from: ""Ambassadeur - Animateur: Brigade""",[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
7,US,7101064063576231173,1653345319, ,6855972947623166982,Madara Dusal,Instagram: @Madara Dusal,0,False,https://www.tiktok.com/@real_madara_dusal/video/7101064063576231173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101064063576231173&source=h5_m,2317081,2160,1325,12367,272378,7098831239666256646,7098831239666256646,72,7098831239666256646,original sound - berlineekaya,Berline01,6.910546373071701e+18,Berline01,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098831238516968197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42c7dec1418b91671dd529547272a498.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
0,FR,7102092780075224325,1653584835,😂😂😂#laynele6,6908888827953087489,Le6,"Rien que moi et ma famille 🤷🏽‍♂️❤️❤️
👻layne.le6👻",0,False,https://www.tiktok.com/@layne.le6/video/7102092780075224325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102092780075224325&source=h5_m,2378831,1678,556,192,319130,7070859916549966597,7070859916549966597,72,7070859916549966597,original sound - oviekanofficiel,OVIÉ KAN Officiel,6.924799435054515e+18,OVIÉ KAN Officiel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070859920480209670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23ae2a80390fb0872f3fd3d58f3b0cd7.json,False,False,,,,,[],0,0,Gabon,#laynele6,0,0,0,0,0,0,0,0,0,0
1,FR,7094989487326956805,1651930971,#taille #comedie #compliment #hommes #apreciation #poutoi,6805636845034013702,Une etoile dorée,"ici on s'amuse
+90k sur Instagram
👻 perlafanse🇨🇲🇫🇷
⬇️ma dernière vidéo",0,False,https://www.tiktok.com/@perla_fanse/video/7094989487326956805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094989487326956805&source=h5_m,1567437,8040,6173,1090,121479,7094989460600818437,7094989460600818437,72,7094989460600818437,original sound - perla_fanse,Une etoile dorée,6.805636845034014e+18,Une etoile dorée,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094989480091732741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aba9773c1e7bb4d16fde0ab9f582a04b.json,False,False,,,,,[],0,0,Gabon,#taille #comedie #compliment #hommes #apreciation #poutoi,0,0,0,0,0,0,0,0,0,0
2,VN,7103092614802591003,1653817626,"#cau#cauluong#lươn#luondong  em lươn vàng óng ,không tì vết ,nhìn nó đã",6811065037811221505,Son Hoang,,0,False,https://www.tiktok.com/@sonhoang142/video/7103092614802591003?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103092614802591003&source=h5_m,129870,7,12,56,895,7084084553668676378,7084084553668676378,24,7084084553668676378,original sound - thanhcauluon91,Thánh Câu Lươn,6.892045358970684e+18,Thánh Câu Lươn,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7084084564267715354.mp3,,False,False,,,,,[],0,0,Gabon,#cau#cauluong#lươn#luondong,0,0,0,0,0,0,0,0,0,0
3,GA,7102064022131903750,1653578140,Répondre à @artchababy,150189664170172416,Andre Morgane Angels,,0,False,https://www.tiktok.com/@andremorganeangel/video/7102064022131903750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102064022131903750&source=h5_m,309283,1729,135,1064,19901,7102064008593476358,7102064008593476358,72,7102064008593476358,original sound - andremorganeangel,Andre Morgane Angels,1.501896641701724e+17,Andre Morgane Angels,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102064008898906885.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
4,GA,7086069016569105669,1649854011,#fypシ,6936908772599317510,richelle,150k?😭😭❤❤,0,False,https://www.tiktok.com/@rich_oux/video/7086069016569105669?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086069016569105669&source=h5_m,177607,295,172,147,16648,7018565046108293893,7018565046108293893,72,7018565046108293893,original sound - raybono_limmature,Ray Bono (l’immature ),6.73391740736073e+18,Ray Bono (l’immature ),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018565087157930758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f1a8715556d8efd8ecd5e1649636b60e.json,False,False,,,,,[],0,0,Gabon,#fypシ,0,0,0,1,0,0,0,0,0,0
5,FR,7102009245251472646,1653565388,J’ai le meilleur papa de la trend 😏❤️😁,6781547086825735174,Miss you,"Gabonaise pur🇬🇦🇬🇦😍😍 
Allez pour les 200k
Abonne toi
Insta:@derosbourg",0,False,https://www.tiktok.com/@sarahderosbourg1/video/7102009245251472646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102009245251472646&source=h5_m,201448,320,57,49,20359,7091245160139082501,7091245160139082501,72,7091245160139082501,original sound - urmipaule,Urmila paule,6.523873563521324e+18,Urmila paule,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091246699154344709.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5747560117b8d179f5a204a88130faa4.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
6,FR,7095785958448123141,1652116413,Celui ou celle qui dead la DC j’lemmene au Flunch.,6805304254094722053,T A Y C 🤍,"A F R O L O V ‘ 🤍
Accor Arena - 07.12.2022🥀
On Tour : Get Ya Tickets",0,False,https://www.tiktok.com/@tayctok/video/7095785958448123141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095785958448123141&source=h5_m,2753482,3293,6984,7519,442333,7083553230642449157,7083553230642449157,10036,7083553230642449157,Sans effet,Tayc,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b2effae0491f40658d638b0a1e159aeb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3f052cd119cf4f21ab6997a24e92d148,False,True,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
7,NG,7087157496166567173,1650107444,Riele is here #nickedit5 #fyp,7056153027245786117,Riele downs ♥️🦋,"Thanks for the love 
400k 
Canadian",0,False,https://www.tiktok.com/@_riele.downs/video/7087157496166567173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087157496166567173&source=h5_m,382703,172,132,4150,22604,6985466106194430746,6985466106194430746,72,6985466106194430746,original sound - kanchannraii1 (Contains music from: Take The Light - Gwlherme),"Contains music from: ""Take The Light""",6.863047477878457e+18,🖤 KANCHAN 🖤,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6985466056840137498.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dcd2b68e2bede9ae3adbb0c62b03bdb3.json,False,False,Gwlherme,Take The Light,original sound - kanchannraii1 (Contains music from: Take The Light - Gwlherme),"Contains music from: ""Take The Light""",[],0,0,Gabon,#nickedit5 #fyp,0,0,1,0,0,0,0,0,0,0
0,GA,7103202177425870086,1653843136, ,190053625929588736,Nada bianca ❤️🧚‍♀️,"✨D A N S M O N MONDE✨
 🇨🇬🇬🇦🇱🇧🇫🇷
 Collaboration📥 
👻:Perla14bland
+110k",0,False,https://www.tiktok.com/@nada.bianca/video/7103202177425870086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103202177425870086&source=h5_m,46755,103,41,209,4630,7103202158962690821,7103202158962690821,72,7103202158962690821,original sound - nada.bianca,Nada bianca ❤️🧚‍♀️,1.9005362592958874e+17,Nada bianca ❤️🧚‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103202167447702277.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
1,FR,7102737497418943749,1653734946,#répondre à @AskTikTok,6663108906249732101,🐬MAMLOUK’S BROTHERS (Ali ),,0,False,https://www.tiktok.com/@mamie_show_officiel/video/7102737497418943749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102737497418943749&source=h5_m,931726,2180,558,228,102245,7102737473930791685,7102737473930791685,72,7102737473930791685,original sound - mamie_show_officiel,🐬MAMLOUK’S BROTHERS (Ali ),6.663108906249732e+18,🐬MAMLOUK’S BROTHERS (Ali ),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102737452120541958.mp3,,False,False,,,,,[],0,0,Gabon,#répondre,0,0,0,0,0,0,0,0,0,0
2,NG,7102179367257672965,1653604995,Wade in the water::: @thespiritualsmusic #gospel #tiktoknigeria #famouzgospel #Jesus #wadeinthewater #thespirituals #tiktok #Love #fyp #africanworship #Christian #gospellyrics #viral #Sunday #lyrics,7059181083643937797,FAMOUZ GOSPEL,"Gospel Tunez • Vibez • Lyricz
DM on Instagram",0,False,https://www.tiktok.com/@famouzgospel/video/7102179367257672965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102179367257672965&source=h5_m,2289616,373,13803,121068,184327,7102179353349393158,7102179353349393158,72,7102179353349393158,original sound - famouzgospel (Contains music from: Wade In The Water - Live - The Spirituals),"Contains music from: ""Wade In The Water - Live""",7.059181083643938e+18,FAMOUZ GOSPEL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102179356058897158.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b886a7a6141d516eb1f72e5034af70df.json,False,False,The Spirituals,Wade In The Water - Live,original sound - famouzgospel (Contains music from: Wade In The Water - Live - The Spirituals),"Contains music from: ""Wade In The Water - Live""",[],0,0,Gabon,#gospel #tiktoknigeria #famouzgospel #Jesus #wadeinthewater #thespirituals #tiktok #Love #fyp #africanworship #Christian #gospellyrics #viral #Sunday #lyrics,0,0,1,0,0,0,0,1,0,1
3,BE,7083522572784012550,1649261121,Faites percer ce Tik tok 😂 @DADJU #fyp #fypシ #foryou #humour #dadju @tarmac,6815589361389224965,Monanotlisa,"NEXT STEP 100k ? 🤩 Welcome 💟

UNE ÉPILATION T’AS PEUR 😰 ⤵️",0,False,https://www.tiktok.com/@monanotlisa_ytb/video/7083522572784012550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083522572784012550&source=h5_m,2010658,1649,1362,12450,286275,7083522545219062533,7083522545219062533,72,7083522545219062533,original sound - monanotlisa_ytb,Monanotlisa,6.815589361389225e+18,Monanotlisa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083522550181022470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/61c8b7b5b8c97c8c64b8fe698ee64981.json,False,False,,,,,[],0,0,Gabon,#fyp #fypシ #foryou #humour #dadju,1,0,1,1,0,1,0,0,0,0
4,FR,7103515701708590341,1653916136,#gadget #cuisine @Amazon Home @Amazon #amourdecuisine13 #viral #fyp #foryoupage #fypシ,6792188214707782658,AmourDeCuisine 👩🏻‍🍳,"Amourdecuisine du monde 🌍
📍 Marseille France 🇫🇷
📩 Partenariat 🔗
___⬇️___",0,False,https://www.tiktok.com/@amourdecuisine13/video/7103515701708590341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103515701708590341&source=h5_m,67277,3,12,3,1189,7064667144789035781,7064667144789035781,72,7064667144789035781,original sound - mimikings_ (Contains music from: Calm Down - Rema),"Contains music from: ""Calm Down""",6.866744232960394e+18,🥀Mimi Kings🌚,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064667151836171014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/560ec0db21eb66dfccc7a3054ab79c9d.json,False,False,Rema,Calm Down,original sound - mimikings_ (Contains music from: Calm Down - Rema),"Contains music from: ""Calm Down""",[],0,0,Gabon,#gadget #cuisine #amourdecuisine13 #viral #fyp #foryoupage #fypシ,0,1,1,1,0,0,0,0,0,1
5,FR,7102865490007166213,1653764746,Je vous salue Marie comblé de grâce,6808438808082744326,S O F T A Y A,"Artiste: Auteur  •compositrice • interprète 🇨🇮
📍🇫🇷",0,False,https://www.tiktok.com/@softaaya/video/7102865490007166213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102865490007166213&source=h5_m,110401,344,470,75,13288,7102858837065173765,7102858837065173765,72,7102858837065173765,original sound - softaaya,S O F T A Y A,6.808438808082744e+18,S O F T A Y A,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102865002898033414.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
6,GA,7099155112123288838,1652900856,@gabriellekapitho @gracemindhy @241estherjoy @dya484 @nanettenk @user7230666798031 😂😂😂,6806441551493891077,Vicky Mendès,"Je suis nouvelle🇬🇦❤️abonnez vous 😘
Likez mes vidéos🇬🇦✅❤️puis le retour🙏",0,False,https://www.tiktok.com/@vickymendes55/video/7099155112123288838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099155112123288838&source=h5_m,113044,123,42,65,4830,7070604752014428974,7070604752014428974,72,7070604752014428974,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",6.791090497566918e+18,Jay Hover,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070604774584781614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c26edb710fd800b34a4f3f7dafbef7d9.json,False,False,Jay Hover,One Leg,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
7,NG,7103441195824729350,1653898793,❤️❤️❤️#davidoofficial #luchydonalds #nairamarley #zinoleesky #pocolee #zlantan #noollywood #fyp #fypシ #trending #viral #chachaekefaani #reginadaniels,7091216001136952326,chidinmaekile.fanz,"Chidinmaekile fans ❤️ 
Everything beautiful 💖
Follow 🔥",0,False,https://www.tiktok.com/@chidinmaekile.fanz/video/7103441195824729350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103441195824729350&source=h5_m,276968,71,102,1086,12939,7081414520505960449,7081414520505960449,10033,7081414520505960449,Running (To You),Chike & Simi,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e892a907efe5427d8b31435265a30855,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/be8f57a8915844b2ae9b2b22cbfe0d88,False,True,,,,,[],0,0,Gabon,#davidoofficial #luchydonalds #nairamarley #zinoleesky #pocolee #zlantan #noollywood #fyp #fypシ #trending #viral #chachaekefaani #reginadaniels,0,0,1,1,0,0,0,0,0,1
0,GA,7071651246406438149,1646497112,Je me devais de la refaire 🤣🤣🤣🤣😩 mama y’a des hommes heinnnnn #annabellalamexicaine #justepourrire🤣🤣 #humour #fyp,6746906081463813126,Noor Lynn,,0,False,https://www.tiktok.com/@noorlynn8/video/7071651246406438149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071651246406438149&source=h5_m,142978,143,61,640,13654,7056149987842870021,7056149987842870021,72,7056149987842870021,original sound - mistersama1,🇬🇦🇬🇦Betflix+241🇬🇦🇬🇦,6.907200465399793e+18,🇬🇦🇬🇦Betflix+241🇬🇦🇬🇦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056150005937097477.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/765c263b50f0f35c33c7746da238cafb.json,False,False,,,,,[],0,0,Gabon,#annabellalamexicaine #justepourrire🤣🤣 #humour #fyp,0,0,1,0,0,1,0,0,0,0
1,FR,7100548510797319430,1653225282,5 péchés que l’on ignore être des péchés : partie 3 #tiktokchretien #chretienslife #tiktokfrance🇨🇵 #nantes #chretien,6983663613849945094,eglise_cpan,Shalom bienvenue sur le compte Tik-Tok du cpan que Dieu vous bénisse,0,False,https://www.tiktok.com/@eglise_cpan/video/7100548510797319430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100548510797319430&source=h5_m,424623,840,1141,181,47856,6865845638224022278,6865845638224022278,72,6865845638224022278,Hey Jesus loves you so much repent and turn to him (Contains music from: Forever - Labrinth),"Contains music from: ""Forever""",6.83100284959518e+18,Gabriel Storm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6865845604472457990.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8e46e20cd1ab751832336bba69abf868.json,False,False,Labrinth,Forever,Hey Jesus loves you so much repent and turn to him (Contains music from: Forever - Labrinth),"Contains music from: ""Forever""",[],0,0,Gabon,#tiktokchretien #chretienslife #tiktokfrance🇨🇵 #nantes #chretien,0,0,0,0,0,0,0,0,0,0
2,NG,7072487632512601349,1646691849,😂😂😂😂😂 #folakeforthenight #,6788158052831904774,mercyjohnsonokojie,I’m here for the fun! Oya what challenge should I do? 🤷🏾‍♀️,0,False,https://www.tiktok.com/@mercyjohnsonokojie/video/7072487632512601349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072487632512601349&source=h5_m,21051104,7059,7756,90271,1047867,7060984419061992198,7060984419061992198,10036,7060984419061992198,Finesse,Pheelz & BNXN,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/df7202902abb430794ffae4aa4810480,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32af760c8f614ce1afd14326d5215249,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614660789', 'external_song_key': 'apple_song_id'}]",0,0,Gabon,#folakeforthenight #,0,0,0,0,0,0,0,0,0,0
3,GA,7102078612681116933,1653581537,#fypシ #gabontiktok🇬🇦 #camerountiktok🇨🇲 #france🇫🇷 #portgentil🇬🇦 #andremorganeangel,7070185325876478981,Lastardetiktok,,0,False,https://www.tiktok.com/@mkv_infos_tiktok/video/7102078612681116933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102078612681116933&source=h5_m,132124,507,137,1181,10248,7102078629118659334,7102078629118659334,72,7102078629118659334,original sound - mkv_infos_tiktok,Lastardetiktok,7.070185325876479e+18,Lastardetiktok,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102078629118495493.mp3,,False,False,,,,,[],0,0,Gabon,#fypシ #gabontiktok🇬🇦 #camerountiktok🇨🇲 #france🇫🇷 #portgentil🇬🇦 #andremorganeangel,0,0,0,1,0,0,0,0,0,0
